0,1,2,3,4,5
,,Corporate Bonds,,,
Security Name,Rate,Maturity Date,Par Value,Book Value,Market Value
BLACK HILLS CORP,3.88,10/15/2049,"173,000","121,635","123,560"
BLACK HILLS CORP,4.20,9/15/2046,"45,000","33,929","34,928"
BLOCK INC,2.75,6/1/2026,"134,000","125,127","126,681"
BLUE OWL CREDIT INCOME,6.60,9/15/2029,"111,000","109,735","109,478"
BLUELINX HOLDING,6.00,11/15/2029,"170,000","160,157","158,202"
BOEING CO,7.01,5/1/2064,"150,000","150,000","153,621"
BOEING CO,5.93,5/1/2060,"3,955,000","3,633,188","3,538,420"
BOEING CO,3.95,8/1/2059,"1,300,000","907,383","828,217"
BOEING CO,3.83,3/1/2059,"43,000","29,071","27,211"
BOEING CO,6.86,5/1/2054,"167,000","167,000","171,222"
BOEING CO,5.81,5/1/2050,"730,000","694,473","659,095"
BOEING CO,3.75,2/1/2050,"3,668,000","2,717,595","2,406,648"
BOEING CO,3.90,5/1/2049,"173,000","127,037","116,246"
BOEING CO,3.63,3/1/2048,"227,000","156,754","146,029"
BOEING CO,3.65,3/1/2047,"36,000","25,041","23,446"
BOEING CO,3.38,6/15/2046,"22,000","14,987","14,016"
BOEING CO,5.71,5/1/2040,"1,931,000","1,897,929","1,783,008"
BOEING CO,5.88,2/15/2040,"207,000","202,360","193,899"
BOEING CO,6.88,3/15/2039,"40,000","43,048","41,377"
BOEING CO,3.50,3/1/2039,"87,000","65,349","61,722"
BOEING CO,3.55,3/1/2038,"268,000","205,371","194,112"
BOEING CO,6.63,2/15/2038,"35,000","36,095","35,779"
BOEING CO,3.25,2/1/2035,"173,000","139,359","132,146"
BOEING CO,3.60,5/1/2034,"173,000","146,344","139,165"
BON SECOURS MERCY,2.10,6/1/2031,"217,000","175,916","179,411"
BOOST NEWCO BORROWER LLC,7.50,1/15/2031,"260,000","260,000","271,151"
BORR IHC LTD / BORR FIN,10.00,11/15/2028,"1,143,311","1,195,282","1,199,025"
BP CAP MARKETS AMERICA,3.38,2/8/2061,"538,000","360,123","355,387"
BP CAP MARKETS AMERICA,2.94,6/4/2051,"1,553,000","1,004,042","987,040"
BP CAP MARKETS AMERICA,3.06,6/17/2041,"232,000","170,830","168,998"
BRASKEM IDESA SAPI,6.99,2/20/2032,"2,761,000","1,926,862","2,092,728"
BRASKEM NETHERLANDS,1.00,1/23/2081,"800,000","801,979","801,544"
BREAD FINANCIAL HLDGS,9.75,3/15/2029,"958,000","974,773","1,006,753"
BRIGHTHOUSE FINANCIAL IN,3.85,12/22/2051,"100,000","62,189","63,494"
BRIGHTHOUSE FINANCIAL IN,4.70,6/22/2047,"1,300,000","958,580","1,008,969"
BRINK S CO/THE,4.63,10/15/2027,"131,000","123,133","125,592"
BRINKER INTERNATIONAL IN,8.25,7/15/2030,"185,000","182,077","194,280"
BRISTOL MYERS SQUIBB CO,5.65,2/22/2064,"413,000","410,812","403,546"
BRISTOL MYERS SQUIBB CO,2.55,11/13/2050,"2,202,000","1,316,169","1,288,941"
BRISTOL MYERS SQUIBB CO,3.55,3/15/2042,"88,000","65,427","68,386"
BRISTOL MYERS SQUIBB CO,4.13,6/15/2039,"425,000","372,711","368,692"
BRISTOL MYERS SQUIBB CO,5.10,2/22/2031,"1,410,000","1,407,899","1,414,907"
BRISTOW GROUP INC,6.88,3/1/2028,"333,000","327,015","327,046"
BROADCOM INC,3.75,2/15/2051,"3,135,000","2,288,094","2,328,678"
BROADCOM INC,3.50,2/15/2041,"5,671,000","4,414,716","4,345,120"
BROADCOM INC,3.14,11/15/2035,"4,438,000","3,595,621","3,553,152"
BROOKFIELD FINANCE INC,5.97,3/4/2054,"2,835,000","2,860,557","2,804,127"
BROOKFIELD FINANCE INC,3.63,2/15/2052,"200,000","127,280","139,358"
BROOKFIELD PPTY REIT INC,4.50,4/1/2027,"882,000","798,726","820,613"
BROOKFIELD PPTY REIT INC,5.75,5/15/2026,"238,000","231,317","233,188"
BROOKFIELD RESID PROPERT,4.88,2/15/2030,"2,356,000","2,106,323","2,108,408"
BROOKFIELD RESID PROPERT,6.25,9/15/2027,"1,195,000","1,159,252","1,175,940"
BROWN + BROWN INC,4.95,3/17/2052,"3,300,000","2,756,624","2,806,386"
