0,1,2,3
,Domestic Equity,,
Security Name,Shares,Book Value,Market Value
MICROCHIP TECHNOLOGY INC,"5,983","487,681","547,445"
MICRON TECHNOLOGY INC,"12,536","903,396","1,648,860"
MICROSOFT CORP,"79,710","26,670,646","35,626,385"
MICROSTRATEGY INC CL A,173,"263,518","238,304"
MODERNA INC,"3,949","430,712","468,944"
MOLINA HEALTHCARE INC,706,"221,444","209,894"
MOLSON COORS BEVERAGE CO   B,"4,596","286,065","233,615"
MONDELEZ INTERNATIONAL INC A,"16,307","1,134,914","1,067,130"
MONGODB INC,799,"316,004","199,718"
MONOLITHIC POWER SYSTEMS INC,528,"285,254","433,847"
MONSTER BEVERAGE CORP,"8,316","462,651","415,384"
MOODY S CORP,"1,996","674,070","840,176"
MORGAN STANLEY,"13,893","1,178,416","1,350,261"
MOSAIC CO/THE,"3,563","137,358","102,971"
MOTOROLA SOLUTIONS INC,"1,877","527,082","724,616"
MSCI INC,968,"523,690","466,334"
NASDAQ INC,"3,793","193,511","228,566"
NETAPP INC,"2,354","187,119","303,195"
NETFLIX INC,"4,925","2,207,806","3,323,784"
NEUROCRINE BIOSCIENCES INC,"1,187","130,487","163,414"
NEWMONT CORP,"12,868","493,668","538,783"
NEXTERA ENERGY INC,"23,022","1,514,993","1,630,188"
NIKE INC CL B,"13,617","1,366,615","1,026,313"
NISOURCE INC,"5,760","150,758","165,946"
NORDSON CORP,572,"139,004","132,670"
NORFOLK SOUTHERN CORP,"2,527","507,828","542,522"
NORTHERN TRUST CORP,"2,296","176,063","192,818"
NORTHROP GRUMMAN CORP,"1,728","748,319","753,322"
NRG ENERGY INC,"2,394","91,335","186,397"
NUCOR CORP,"2,890","492,426","456,851"
NVIDIA CORP,"282,028","13,988,972","34,841,739"
NVR INC,36,"222,540","273,188"
O REILLY AUTOMOTIVE INC,659,"623,104","695,944"
OCCIDENTAL PETROLEUM CORP,"6,570","434,087","414,107"
OKTA INC,"1,721","150,857","161,103"
OLD DOMINION FREIGHT LINE,"2,303","486,725","406,710"
OMNICOM GROUP,"2,745","218,695","246,227"
ON SEMICONDUCTOR,"5,197","512,107","356,254"
ONEOK INC,"6,380","421,010","520,289"
ORACLE CORP,"18,868","2,337,508","2,664,162"
OTIS WORLDWIDE CORP,"5,534","472,126","532,703"
OVINTIV INC,"2,748","130,610","128,799"
