0,1,2,3
,Derivatives,,
Security Name,Par Value,Book Value,Market Value
BRYML0PZ7 TRS USD R E,"159,283","37,907,299","37,922,033"
BRYML0PZ7 TRS USD P V 03MTBILL,"(37,907,299)","(37,907,299)","(37,907,299)"
BRYML0CW8 TRS USD R E,"144,459","34,379,379","34,392,741"
BRYML0CW8 TRS USD P V 03MTBILL,"(34,379,379)","(34,379,379)","(34,379,379)"
BRYML0LM0 TRS USD R E,"160,997","38,315,209","38,330,101"
BRYML0LM0 TRS USD P V 03MTBILL,"(38,315,209)","(38,315,209)","(38,315,209)"
BRYPQHKF7 CDS USD R F  3.00000,"5,000,000","3,799,583","4,129,063"
BRYPQHKF7 CDS USD P V 01MEVENT,"(5,000,000)","(5,000,000)","(5,000,000)"
BRYPQH6J5 CDS USD R F  3.00000,"3,000,000","2,277,875","2,327,437"
BRYPQH6J5 CDS USD P V 01MEVENT,"(3,000,000)","(3,000,000)","(3,000,000)"
BRYQ1BVA4 TRS USD R E,"3,360","787,737","799,947"
BRYQ1BVA4 TRS USD P V 03MTBILL,"(787,737)","(787,737)","(787,737)"
BRYNTMLD2 TRS USD R E,"11,460","2,757,708","2,728,392"
BRYNTMLD2 TRS USD P V 00MTBILL,"(2,757,708)","(2,757,708)","(2,757,708)"
BRYRKRM40 TRS USD R E,"2,213","529,144","526,870"
BRYRKRM40 TRS USD P V 03MTBILL,"(529,144)","(529,144)","(529,144)"
BRYSGURS8 TRS USD R E,942,"218,167","224,271"
BRYSGURS8 TRS USD P V 03MTBILL,"(218,167)","(218,167)","(218,167)"
BRYTYWKN0 TRS USD R E,"64,987","14,715,201","15,472,079"
BRYTYWKN0 TRS USD P V 03MTBILL,"(14,715,201)","(14,715,201)","(14,715,201)"
BRYU2WD00 TRS USD R E,402,"90,797","95,708"
BRYU2WD00 TRS USD P V 03MTBILL,"(90,797)","(90,797)","(90,797)"
BRYUBL2G1 IRS USD R V 12MUSCPI,"17,300,000","17,300,445","17,300,000"
BRYUBL2G1 IRS USD P F  2.44320,"(17,300,000)","(17,300,000)","(17,023,368)"
BRYUHRA08 IRS USD R V 12MUSCPI,"42,000,000","42,001,880","42,000,000"
BRYUHRA08 IRS USD P F  2.50250,"(42,000,000)","(42,000,000)","(41,959,581)"
BRYVLQTE3 IRS USD R V 12MUSCPI,"37,100,000","37,101,289","37,100,000"
BRYVLQTE3 IRS USD P F  2.47100,"(37,100,000)","(37,100,000)","(36,693,089)"
BRYW8GBW7 IRS USD R V 12MUSCPI,"23,650,000","23,650,959","23,650,000"
BRYW8GBW7 IRS USD P F  2.47100,"(23,650,000)","(23,650,000)","(23,480,333)"
B96HYC3S3 CDS USD R V 03MEVENT,"28,140,000","27,522,531","28,140,000"
B96HYC3S3 CDS USD P F  1.00000,"(28,140,000)","(28,140,000)","(28,719,459)"
S96HYC4Z6 CDS USD R F  1.00000,"86,600,000","84,029,739","83,841,444"
S96HYC4Z6 CDS USD P V 03MEVENT,"(86,600,000)","(86,600,000)","(86,600,000)"
S96J5F3R6 CDS USD R F  5.00000,"49,420,000","52,910,496","52,519,870"
S96J5F3R6 CDS USD P V 03MEVENT,"(49,420,000)","(49,420,000)","(49,420,000)"
BRYXPJJ93 TRS USD R E,"4,373","1,041,122","1,041,122"
BRYXPJJ93 TRS USD P V 03MTBILL,"(1,041,122)","(1,041,122)","(1,041,122)"
B96J5F3R6 CDS USD R V 03MEVENT,"2,870,000","2,674,055","2,870,000"
B96J5F3R6 CDS USD P F  5.00000,"(2,870,000)","(2,870,000)","(3,050,021)"
BRYY338R2 IRS USD R V 12MUSCPI,"4,250,000","4,250,109","4,250,000"
BRYY338R2 IRS USD P F  2.58670,"(4,250,000)","(4,250,000)","(4,258,845)"
