0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
KPJ HEALTHCARE BERHAD,"4,171,200","1,237,385","1,706,505"
KPR MILL LTD,"120,098","1,013,756","1,270,517"
KRAFTON INC,"149,841","25,969,558","30,643,131"
KRISHNA INSTITUTE OF MEDICAL,"71,828","1,760,211","1,795,458"
KRONES AG,"24,941","2,905,246","3,132,830"
KRUNG THAI BANK   NVDR,"25,929,890","12,864,691","12,082,597"
KRUNG THAI BANK PUB CO FOREI,"45,122,626","24,633,189","21,025,871"
KRUNGTHAI CARD PCL FOREIGN,"1,477,100","2,059,249","1,640,216"
KRUNGTHAI CARD PCL NVDR,"126,000","155,837","139,976"
KSS LINE LTD,"68,110","481,314","434,439"
KT SKYLIFE CO LTD,"90,491","600,055","341,190"
KUAISHOU TECHNOLOGY,"5,729,600","58,249,379","33,868,076"
KUALA LUMPUR KEPONG BHD,"1,784,680","8,309,531","7,807,784"
KUANG CHI TECHNOLOGIES CO A,"86,163","214,166","204,761"
KUBOTA CORP,"1,332,319","18,819,897","18,635,629"
KUEHNE   NAGEL INTL AG REG,"230,775","38,133,752","66,361,295"
KUM YANG CO LTD,"45,704","4,169,248","2,855,469"
KUMAGAI GUMI CO LTD,"58,100","1,389,852","1,327,359"
KUMBA IRON ORE LTD,"117,936","3,150,906","2,839,830"
KUMHO PETROCHEMICAL CO LTD,"29,595","2,971,026","3,149,784"
KUMHO TIRE CO INC,"220,208","1,583,159","1,046,249"
KUMIAI CHEMICAL INDUSTRY CO,"167,741","1,025,091","839,438"
KUNG LONG BATTERIES INDUSTRI,"26,000","113,569","114,606"
KUNLUN ENERGY CO LTD,"8,082,000","7,965,884","8,385,660"
KUNLUN TECH CO LTD A,"49,680","232,083","219,384"
KURA SUSHI INC,"40,500","981,359","1,018,419"
KURARAY CO LTD,"1,542,300","16,187,345","17,732,711"
KUREHA CORP,"94,700","1,853,585","1,644,866"
KURITA WATER INDUSTRIES LTD,"191,000","6,546,593","8,096,789"
KUSURI NO AOKI HOLDINGS CO L,"78,800","1,387,048","1,489,198"
KWEICHOW MOUTAI CO LTD A,"186,695","46,451,048","37,523,628"
KWONG FONG INDUSTRIES,"40,000","17,542","14,796"
KYB CORP,"37,400","1,114,725","1,260,153"
KYOCERA CORP,"5,568,768","74,576,164","64,096,568"
KYOKUTO BOEKI KAISHA LTD,"47,500","479,639","531,518"
KYORIN PHARMACEUTICAL CO LTD,"67,300","995,442","712,078"
KYORITSU MAINTENANCE CO LTD,"92,300","1,738,184","1,721,383"
KYOTO FINANCIAL GROUP INC,"491,612","5,986,300","8,722,260"
KYOWA KIRIN CO LTD,"1,167,480","22,048,040","19,940,640"
KYUDENKO CORP,"81,300","2,635,838","2,988,494"
KYUNG DONG NAVIEN CO LTD,"12,887","470,342","477,470"
KYUSHU ELECTRIC POWER CO INC,"2,159,200","17,133,100","22,241,666"
