0,1,2,3,4,5
Security Name,Rate,Maturity Date,Par Value,Book Value,Market Value
MOTION BONDCO DAC,6.63,11/15/2027,"3,000,000","2,820,526","2,916,690"
MOTOROLA SOLUTIONS INC,5.40,4/15/2034,"10,000,000","9,989,099","9,909,300"
MOTOROLA SOLUTIONS INC,2.75,5/24/2031,"700,000","594,700","593,341"
MOTOROLA SOLUTIONS INC,2.30,11/15/2030,"3,330,000","3,328,445","2,799,464"
MPH ACQUISITION HOLDINGS,5.50,9/1/2028,"16,800,000","15,141,432","12,736,752"
MPLX LP,5.65,3/1/2053,"17,500,000","16,613,382","16,441,950"
MPLX LP,4.95,3/14/2052,"16,000,000","13,808,419","13,585,440"
MPLX LP,5.50,2/15/2049,"30,355,000","30,481,313","28,041,949"
MPLX LP,4.70,4/15/2048,"20,020,000","16,680,587","16,547,531"
MPLX LP,5.20,12/1/2047,"1,992,000","2,128,693","1,753,677"
MPLX LP,5.20,3/1/2047,"1,389,000","1,339,480","1,243,641"
MPLX LP,5.50,6/1/2034,"35,000,000","34,634,108","34,465,550"
MPLX LP,5.00,3/1/2033,"34,500,000","33,899,094","32,980,965"
MPLX LP,2.65,8/15/2030,"9,900,000","9,802,269","8,533,503"
MPT OPER PARTNERSP/FINL,3.50,3/15/2031,"24,973,000","18,026,364","16,241,440"
MPT OPER PARTNERSP/FINL,4.63,8/1/2029,"13,882,000","11,022,791","10,200,077"
MPT OPER PARTNERSP/FINL,5.00,10/15/2027,"28,025,000","24,279,105","23,374,532"
MPT OPER PARTNERSP/FINL,5.25,8/1/2026,"7,950,000","7,364,602","7,236,965"
MSCI INC,3.88,2/15/2031,"1,500,000","1,524,698","1,348,995"
MUNICH RE,1.00,5/23/2042,"16,300,000","15,895,361","16,262,673"
MURPHY OIL CORP,5.88,12/1/2027,"3,241,000","3,163,736","3,236,333"
MURPHY OIL USA INC,3.75,2/15/2031,"14,700,000","12,860,601","12,952,611"
MURPHY OIL USA INC,4.75,9/15/2029,"11,925,000","11,290,312","11,295,599"
MVM ENERGETIKA ZRT,6.50,3/13/2031,"20,000,000","19,688,532","20,066,400"
MVM ENERGETIKA ZRT,7.50,6/9/2028,"25,000,000","25,426,358","25,992,188"
MYLAN INC,5.40,11/29/2043,"13,368,000","10,472,202","11,565,459"
NABORS INDUSTRIES INC,9.13,1/31/2030,"24,884,000","25,307,202","25,793,759"
NABORS INDUSTRIES INC,7.38,5/15/2027,"28,892,000","28,167,924","29,325,958"
NABORS INDUSTRIES LTD,7.25,1/15/2026,"18,382,000","17,788,832","18,653,135"
NASDAQ INC,6.10,6/28/2063,"25,000,000","24,855,494","25,362,000"
NASDAQ INC,5.95,8/15/2053,"52,000,000","52,350,934","52,563,160"
NASDAQ INC,3.95,3/7/2052,"35,223,000","33,931,621","26,145,681"
NASDAQ INC,3.25,4/28/2050,"16,396,000","16,680,430","10,922,687"
NASDAQ INC,2.50,12/21/2040,"7,750,000","7,188,116","5,065,168"
NATIONAL AUSTRALIA BANK,1.00,1/12/2037,"12,000,000","12,000,000","10,133,520"
NATIONAL RURAL UTIL COOP,5.80,1/15/2033,"9,500,000","9,495,946","9,773,885"
NATIONSTAR MTG HLD INC,7.13,2/1/2032,"18,335,000","18,254,423","18,438,043"
NATIONSTAR MTG HLD INC,5.75,11/15/2031,"28,895,000","25,684,917","27,151,765"
NATIONSTAR MTG HLD INC,5.13,12/15/2030,"22,135,000","19,455,343","20,324,578"
NATIONSTAR MTG HLD INC,5.50,8/15/2028,"24,341,000","22,586,864","23,405,332"
NATIONSTAR MTG HLD INC,6.00,1/15/2027,"16,896,000","16,322,629","16,717,240"
NATIONWIDE MUTUAL INSURA,9.38,8/15/2039,"41,500,000","47,183,213","52,721,185"
NATWEST GROUP PLC,1.00,11/28/2035,"2,000,000","1,956,475","1,675,120"
NATWEST GROUP PLC,1.00,3/1/2035,"20,000,000","20,000,000","20,081,600"
NATWEST GROUP PLC,1.00,3/2/2034,"28,500,000","29,373,637","29,174,310"
NAVIENT CORP,5.63,8/1/2033,"16,300,000","13,183,295","12,999,250"
NAVIENT CORP,11.50,3/15/2031,"13,151,000","13,247,304","14,480,829"
NAVIENT CORP,9.38,7/25/2030,"14,495,000","14,475,543","15,237,289"
NAVIENT CORP,5.50,3/15/2029,"22,735,000","20,661,916","20,744,323"
NAVIENT CORP,4.88,3/15/2028,"11,050,000","9,764,901","10,107,767"
NAVIENT CORP,5.00,3/15/2027,"14,300,000","13,355,496","13,664,365"
NAVIENT CORP,6.75,6/25/2025,"2,134,000","2,169,013","2,133,189"
NAVIENT CORP,5.88,10/25/2024,"1,136,000","1,132,131","1,133,683"
