0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
AGEAS,"4,189","162,430","191,615"
AGNICO EAGLE MINES LTD,"14,216","691,370","929,622"
AGRICULTURAL BANK OF CHINA A,"168,400","80,307","101,049"
AGRICULTURAL BANK OF CHINA H,"1,073,000","379,912","459,029"
AIA GROUP LTD,"313,000","2,747,879","2,124,779"
AIB GROUP PLC,"43,592","195,721","230,609"
AIER EYE HOSPITAL GROUP CO A,"19,300","49,894","27,412"
AIMA TECHNOLOGY GROUP CO L A,"1,800","7,013","6,770"
AIR CANADA,"3,199","52,949","41,848"
AIR CHINA LTD A,"20,100","23,602","20,415"
AIR LIQUIDE SA,"16,320","2,628,405","2,820,943"
AIRBUS SE,"16,586","2,403,920","2,279,957"
AIRTAC INTERNATIONAL GROUP,"5,000","153,180","152,274"
AISIN CORP,"4,200","145,914","136,893"
AJINOMOTO CO INC,"13,900","566,194","487,442"
AKBANK T.A.S.,"109,285","128,705","213,513"
AKER BP ASA,"7,974","215,172","203,853"
AKESO INC,"24,000","111,939","116,044"
AKZO NOBEL N.V.,"4,662","367,545","283,701"
AL RAJHI BANK,"67,669","1,307,418","1,470,046"
ALCHIP TECHNOLOGIES LTD,"3,000","298,749","227,024"
ALCON INC,"14,253","1,159,623","1,272,397"
ALDAR PROPERTIES PJSC,"150,613","217,342","256,694"
ALFA LAVAL AB,"7,831","281,592","343,182"
ALFA S.A.B. A,"106,893","74,973","62,491"
ALIBABA GROUP HOLDING LTD,"560,200","6,548,202","5,058,547"
ALIBABA HEALTH INFORMATION T,"188,000","112,713","75,370"
ALIMENTATION COUCHE TARD INC,"21,291","1,133,629","1,194,512"
ALINMA BANK,"42,711","328,842","354,065"
ALLEGION PLC,998,"110,918","117,914"
ALLEGRO.EU SA,"21,099","164,061","197,866"
ALLIANZ SE REG,"10,894","2,624,273","3,029,831"
ALLREAL HOLDING AG REG,"2,642","442,646","452,192"
ALMARAI CO,"9,091","152,688","137,397"
ALPHA SERVICES AND HOLDINGS,"74,387","115,264","121,460"
ALSTOM,"9,363","227,908","157,546"
ALTAGAS LTD,"7,803","156,974","176,264"
ALTEOGEN INC,"1,424","189,596","290,179"
ALUMINUM CORP OF CHINA LTD A,"24,100","22,263","25,307"
ALUMINUM CORP OF CHINA LTD H,"136,000","74,945","92,845"
AMADEUS IT GROUP SA,"12,724","855,474","847,400"
AMBEV SA,"202,467","559,956","415,909"
