0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
KIYO BANK LTD/THE,"91,300","1,222,359","1,063,636"
KLABIN SA  UNIT,"1,531,160","6,337,442","5,910,313"
KMW CO LTD,"48,401","2,197,968","464,495"
KNORR BREMSE AG,"119,230","10,564,382","9,111,214"
KNR CONSTRUCTIONS LTD,"201,776","705,203","843,768"
KO JA CAYMAN CO LTD,"4,000","6,195","6,350"
KOA CORP,"52,400","714,592","503,608"
KOBAYASHI PHARMACEUTICAL CO,"230,700","17,687,124","7,490,651"
KOBE BUSSAN CO LTD,"235,900","5,758,516","5,255,916"
KOBE STEEL LTD,"576,669","6,783,690","7,157,297"
KOEI TECMO HOLDINGS CO LTD,"243,340","2,191,981","2,101,202"
KOH YOUNG TECHNOLOGY INC,"93,119","1,018,293","855,086"
KOHNAN SHOJI CO LTD,"73,100","1,750,941","1,897,259"
KOITO MANUFACTURING CO LTD,"385,100","6,197,883","5,312,368"
KOJAMO OYJ,"274,791","2,787,222","2,831,692"
KOKUYO CO LTD,"173,800","2,776,982","2,913,965"
KOLMAR KOREA CO LTD,"26,921","1,097,587","1,392,506"
KOLON INDUSTRIES INC,"34,104","1,389,610","950,189"
KOMATSU LTD,"1,629,509","39,912,821","47,317,420"
KOMEDA HOLDINGS CO LTD,"64,900","1,090,075","1,096,599"
KOMERI CO LTD,"47,000","1,080,880","1,021,171"
KONAMI GROUP CORP,"162,700","7,786,916","11,712,460"
KONE OYJ B,"1,876,819","117,769,747","92,709,190"
KONECRANES OYJ,"144,184","5,745,422","8,182,368"
KONGSBERG GRUPPEN ASA,"154,362","6,938,407","12,612,835"
KONICA MINOLTA INC,"753,400","4,969,342","2,085,140"
KONINKLIJKE AHOLD DELHAIZE N,"4,609,925","116,826,813","136,313,619"
KONINKLIJKE KPN NV,"17,635,718","57,032,491","67,665,899"
KONINKLIJKE PHILIPS NV,"1,438,219","42,618,789","36,362,913"
KOREA AEROSPACE INDUSTRIES,"120,385","4,706,340","4,635,272"
KOREA ELECTRIC POWER CORP,"438,393","9,490,797","6,232,775"
KOREA ELECTRIC TERMINAL CO,"17,404","843,677","868,565"
KOREA GAS CORPORATION,"43,638","1,428,117","1,654,857"
KOREA INVESTMENT HOLDINGS CO,"74,454","3,688,297","3,786,289"
KOREA ZINC CO LTD,"17,437","5,804,836","6,523,850"
KOREAN AIR LINES CO LTD,"337,980","6,307,008","5,708,707"
KOREAN REINSURANCE CO,"218,790","1,235,397","1,268,408"
KOSE CORP,"54,550","4,717,226","3,470,847"
KOSSAN RUBBER INDUSTRIES,"3,459,500","1,649,567","1,723,241"
KOTAK MAHINDRA BANK LTD,"1,731,093","36,684,482","37,419,219"
KOTOBUKI SPIRITS CO LTD,"168,700","1,496,171","1,958,527"
KPIT TECHNOLOGIES LTD,"255,850","4,343,835","5,015,982"
