0,1,2,3,4,5
Security Name,Rate,Maturity Date,Par Value,Book Value,Market Value
MAZOON ASSETS CO SAOC,5.20,11/8/2027,"300,000","296,954","294,780"
MC BRAZIL DWNSTRM,7.25,6/30/2031,"1,322,278","978,313","1,178,229"
MCDONALD S CORP,5.15,9/9/2052,"2,450,000","2,305,243","2,261,620"
MCDONALD S CORP,4.20,4/1/2050,"200,000","162,535","159,542"
MCDONALD S CORP,3.63,9/1/2049,"4,500,000","3,359,001","3,264,345"
MCDONALD S CORP,4.45,9/1/2048,"200,000","170,681","168,026"
MCDONALD S CORP,4.45,3/1/2047,"300,000","254,985","251,826"
MCDONALD S CORP,4.88,12/9/2045,"400,000","360,997","359,464"
MCDONALD S CORP,4.60,5/26/2045,"100,000","86,803","86,517"
MCDONALD S CORP,3.63,5/1/2043,"100,000","77,183","76,362"
MCDONALD S CORP,3.70,2/15/2042,"100,000","78,492","78,359"
MCDONALD S CORP,4.88,7/15/2040,"100,000","91,433","92,187"
MCDONALD S CORP,5.70,2/1/2039,"100,000","99,892","102,218"
MCDONALD S CORP,6.30,3/1/2038,"200,000","213,224","214,478"
MCDONALD S CORP,6.30,10/15/2037,"200,000","212,903","214,292"
MCDONALD S CORP,4.70,12/9/2035,"200,000","188,874","189,938"
MCLAREN HEALTH CARE CORP,4.39,5/15/2048,"487,000","399,869","418,581"
MDC HOLDINGS INC,3.97,8/6/2061,"230,000","134,722","194,803"
MDGH GMTN RSC LTD,3.40,6/7/2051,"440,000","315,968","313,439"
MDGH GMTN RSC LTD,4.38,11/22/2033,"1,600,000","1,514,320","1,506,128"
MEG ENERGY CORP,5.88,2/1/2029,"672,000","645,774","653,775"
MEGLOBAL BV,2.63,4/28/2028,"2,200,000","1,979,141","1,975,350"
MEGLOBAL BV,4.25,11/3/2026,"1,000,000","967,489","965,927"
MELCO RESORTS FINANCE,7.63,4/17/2032,"800,000","800,000","794,240"
MELCO RESORTS FINANCE,5.38,12/4/2029,"571,000","487,711","513,209"
MELCO RESORTS FINANCE,5.75,7/21/2028,"1,100,000","992,177","1,030,051"
MELCO RESORTS FINANCE,5.25,4/26/2026,"1,400,000","1,328,132","1,351,322"
MEMORIAL HEALTH SERVICES,3.45,11/1/2049,"87,000","62,379","64,722"
MEMORIAL SLOAN KETTERING,4.20,7/1/2055,"83,000","67,561","68,794"
MEMORIAL SLOAN KETTERING,2.96,1/1/2050,"192,000","127,545","129,836"
MEMORIAL SLOAN KETTERING,5.00,7/1/2042,"13,000","12,204","12,480"
MERCK + CO INC,5.15,5/17/2063,"243,000","230,498","230,556"
MERCK + CO INC,2.90,12/10/2061,"1,000,000","614,254","598,510"
MERCK + CO INC,5.00,5/17/2053,"347,000","330,074","326,562"
MERCK + CO INC,2.75,12/10/2051,"866,000","558,486","541,492"
MERCK + CO INC,2.45,6/24/2050,"173,000","106,105","102,878"
MERCK + CO INC,4.00,3/7/2049,"230,000","190,397","185,902"
MERCK + CO INC,3.70,2/10/2045,"529,000","425,511","415,048"
MERCK + CO INC,4.90,5/17/2044,"1,000,000","950,748","938,040"
MERCK + CO INC,4.15,5/18/2043,"182,000","158,259","154,902"
MERCK + CO INC,3.60,9/15/2042,"45,000","36,290","35,618"
MERCK + CO INC,3.90,3/7/2039,"520,000","449,435","448,947"
MET TRANSPRTN AUTH NY REVENUE,5.18,11/15/2049,"80,000","72,409","73,202"
META PLATFORMS INC,5.75,5/15/2063,"900,000","880,926","925,434"
META PLATFORMS INC,4.65,8/15/2062,"3,336,000","2,856,380","2,882,137"
META PLATFORMS INC,5.60,5/15/2053,"600,000","587,339","612,450"
META PLATFORMS INC,4.45,8/15/2052,"7,827,000","6,738,223","6,748,752"
METHANEX CORP,5.25,12/15/2029,"1,000,000","908,463","965,070"
METHANEX CORP,5.13,10/15/2027,"394,000","371,580","379,966"
MGM CHINA HOLDINGS LTD,7.13,6/26/2031,"320,000","320,000","322,141"
MGM CHINA HOLDINGS LTD,5.88,5/15/2026,"800,000","775,128","790,232"
MGM CHINA HOLDINGS LTD,5.25,6/18/2025,"700,000","684,917","692,146"
MICROSOFT CORP,3.04,3/17/2062,"872,000","587,273","576,941"
