0,1,2,3,4,5
,,Foreign Issued Bonds,,,
Security Name,Rate,Maturity Date,Par Value,Book Value,Market Value
REPUBLIC OF INDONESIA,5.95,1/8/2046,"1,500,000","1,562,931","1,583,722"
REPUBLIC OF INDONESIA,6.75,1/15/2044,"7,100,000","8,021,322","8,196,554"
REPUBLIC OF INDONESIA,7.75,1/17/2038,"480,000","574,620","588,353"
REPUBLIC OF INDONESIA,8.50,10/12/2035,"520,000","646,262","656,694"
REPUBLIC OF IRAQ,5.80,1/15/2028,"690,000","647,068","643,916"
REPUBLIC OF KAZAKHSTAN,6.50,7/21/2045,"390,000","404,602","449,717"
REPUBLIC OF KENYA,7.25,2/28/2028,"1,100,000","961,639","998,473"
REPUBLIC OF KENYA,8.25,2/28/2048,"410,000","339,119","317,310"
REPUBLIC OF KENYA,9.75,2/16/2031,"1,377,000","1,341,407","1,315,762"
REPUBLIC OF LATVIA,5.13,7/30/2034,"300,000","297,011","295,838"
REPUBLIC OF MONTENEGRO,2.88,12/16/2027,"1,203,000","1,205,310","1,183,329"
REPUBLIC OF MONTENEGRO,7.25,3/12/2031,"510,000","513,117","511,530"
REPUBLIC OF MOZAMBIQUE,1.00,9/15/2031,"300,000","245,879","247,877"
REPUBLIC OF NIGERIA,6.50,11/28/2027,"1,890,000","1,674,406","1,748,244"
REPUBLIC OF NIGERIA,7.14,2/23/2030,"410,000","325,290","356,034"
REPUBLIC OF NIGERIA,7.38,9/28/2033,"2,690,000","2,112,742","2,196,089"
REPUBLIC OF NIGERIA,7.63,11/28/2047,"1,328,000","932,335","962,274"
REPUBLIC OF NIGERIA,8.38,3/24/2029,"1,200,000","1,080,883","1,121,111"
REPUBLIC OF PANAMA,2.25,9/29/2032,"1,160,000","892,150","833,440"
REPUBLIC OF PANAMA,3.88,3/17/2028,"2,190,000","2,071,565","2,023,430"
REPUBLIC OF PANAMA,4.50,1/19/2063,"800,000","556,640","510,879"
REPUBLIC OF PANAMA,4.50,4/1/2056,"1,680,000","1,188,895","1,086,290"
REPUBLIC OF PANAMA,4.50,4/16/2050,"1,610,000","1,137,368","1,079,661"
REPUBLIC OF PANAMA,6.40,2/14/2035,"2,200,000","2,221,631","2,083,263"
REPUBLIC OF PANAMA,6.85,3/28/2054,"1,460,000","1,311,978","1,340,243"
REPUBLIC OF PANAMA,6.88,1/31/2036,"3,160,000","3,052,227","3,088,683"
REPUBLIC OF PANAMA,7.50,3/1/2031,"2,014,000","2,110,863","2,102,363"
REPUBLIC OF PANAMA,8.00,3/1/2038,"1,001,000","1,058,032","1,054,381"
REPUBLIC OF PARAGUAY,3.85,6/28/2033,"450,000","382,511","389,421"
REPUBLIC OF PARAGUAY,5.60,3/13/2048,"5,270,000","4,488,375","4,671,614"
REPUBLIC OF PARAGUAY,6.00,2/9/2036,"250,000","253,145","249,893"
REPUBLIC OF PARAGUAY,6.10,8/11/2044,"700,000","632,929","667,587"
REPUBLIC OF PERU,1.86,12/1/2032,"3,590,000","2,757,770","2,719,110"
REPUBLIC OF PERU,2.39,1/23/2026,"1,180,000","1,126,801","1,124,300"
REPUBLIC OF PERU,2.78,12/1/2060,"1,220,000","708,120","681,943"
REPUBLIC OF PERU,2.78,1/23/2031,"2,965,000","2,538,442","2,543,199"
REPUBLIC OF PERU,2.84,6/20/2030,"820,000","715,415","718,607"
REPUBLIC OF PERU,3.00,1/15/2034,"2,220,000","1,788,983","1,804,339"
REPUBLIC OF PERU,3.30,3/11/2041,"882,000","611,307","653,391"
REPUBLIC OF PERU,3.55,3/10/2051,"5,054,000","3,387,879","3,569,344"
REPUBLIC OF PERU,3.60,1/15/2072,"650,000","417,356","416,487"
REPUBLIC OF PHILIPPINES,1.95,1/6/2032,"1,260,000","1,018,141","1,007,601"
REPUBLIC OF PHILIPPINES,2.95,5/5/2045,"870,000","607,849","600,857"
REPUBLIC OF PHILIPPINES,3.23,3/29/2027,"550,000","524,683","522,645"
REPUBLIC OF PHILIPPINES,3.75,1/14/2029,"1,300,000","1,234,137","1,223,629"
REPUBLIC OF PHILIPPINES,4.20,3/29/2047,"4,355,000","3,394,277","3,619,912"
REPUBLIC OF PHILIPPINES,4.63,7/17/2028,"470,000","464,737","461,784"
REPUBLIC OF PHILIPPINES,5.00,1/13/2037,"2,320,000","2,199,298","2,274,553"
REPUBLIC OF PHILIPPINES,5.17,10/13/2027,"1,060,000","1,066,310","1,059,623"
