0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
HEINEKEN HOLDING NV,"4,874","381,710","384,726"
HEINEKEN NV,"9,188","871,754","889,206"
HEIWA REAL ESTATE CO LTD,"5,600","152,717","136,466"
HELLENIC TELECOMMUN ORGANIZA,"6,709","99,000","96,639"
HELVETIA HOLDING AG REG,866,"128,373","117,092"
HENAN SHENHUO COAL + POWER A,"5,500","12,803","15,313"
HENAN SHUANGHUI INVESTMENT A,"10,000","36,663","32,714"
HENDERSON LAND DEVELOPMENT,"50,000","136,575","134,168"
HENGAN INTL GROUP CO LTD,"23,000","85,083","70,113"
HENGDIAN GROUP DMEGC  A,"3,900","9,015","6,693"
HENGLI PETROCHEMICAL CO L A,"10,700","22,038","20,543"
HENGTONG OPTIC ELECTRIC CO A,"7,100","13,778","15,410"
HENKEL AG + CO KGAA,"3,377","228,020","265,838"
HENKEL AG + CO KGAA VOR PREF,"4,730","357,624","421,874"
HENNES + MAURITZ AB B SHS,"16,255","241,511","257,328"
HERMES INTERNATIONAL,895,"1,811,300","2,052,724"
HERO MOTOCORP LTD,"4,337","206,915","290,196"
HEXAGON AB B SHS,"57,764","525,639","652,628"
HIKARI TSUSHIN INC,600,"99,902","111,768"
HIKMA PHARMACEUTICALS PLC,"5,524","143,912","132,046"
HINDALCO INDUSTRIES LTD,"48,641","323,798","404,557"
HINDUSTAN AERONAUTICS LTD,"7,059","235,596","445,634"
HINDUSTAN PETROLEUM CORP,"30,036","92,792","119,622"
HINDUSTAN UNILEVER LTD,"30,199","921,279","895,621"
HISENSE HOME APPLIANCES GR H,"14,000","63,698","46,084"
HITACHI CONSTRUCTION MACHINE,"3,000","95,880","80,343"
HITACHI LTD,"132,000","1,838,722","2,954,942"
HITHINK ROYALFLUSH INFORMA A,"1,100","24,357","15,699"
HKT TRUST AND HKT LTD SS,"128,000","136,391","143,618"
HLA GROUP CORP L A,"22,100","23,142","28,104"
HLB INC,"4,181","88,927","177,689"
HMM CO LTD,"9,514","119,627","135,677"
HOLCIM LTD,"14,750","966,427","1,306,916"
HOLMEN AB B SHARES,"2,115","78,847","83,320"
HON HAI PRECISION INDUSTRY,"450,000","1,520,221","2,968,420"
HONDA MOTOR CO LTD,"129,100","1,425,092","1,380,405"
HONG KONG + CHINA GAS,"314,000","229,477","238,896"
HONG KONG EXCHANGES + CLEAR,"32,500","1,002,902","1,041,512"
HONG LEONG BANK BERHAD,"21,600","91,518","87,911"
HONGKONG LAND HOLDINGS LTD,"242,700","853,770","783,921"
HORIZON CONSTRUCTION DEVELOP,"9,629","2,330","1,850"
HOSHINE SILICON INDUSTRY C A,"1,900","16,480","12,214"
