0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
INOX WIND LTD,"497,601","759,391","846,527"
INPAQ TECHNOLOGY CO LTD,"679,000","1,773,382","1,963,232"
INPEX CORP,"2,204,378","26,129,782","32,436,670"
INPOST SA,"381,134","6,977,384","6,723,610"
INSIGNIA FINANCIAL LTD,"1,076,441","3,230,835","1,646,292"
INSTALCO AB,"379,124","2,460,624","1,452,030"
INSURANCE AUSTRALIA GROUP,"4,218,153","18,080,085","20,114,116"
INTACT FINANCIAL CORP,"861,392","86,776,916","143,534,907"
INTCO MEDICAL TECHNOLOGY C A,"107,610","347,243","395,167"
INTEGRAFIN HOLDINGS PLC,"497,878","2,385,210","2,183,932"
INTELBRAS SA INDUSTRIA DE TE,"100,600","443,202","418,197"
INTELLECT DESIGN ARENA LTD,"135,608","1,280,379","1,737,007"
INTER FAR EAST ENERGY CORP F,"2,619,700",0,0
INTER RAO UES PJSC,"73,864,300",0,1
INTERCONTINENTAL HOTELS GROU,"330,596","21,726,409","34,794,932"
INTERGLOBE AVIATION LTD,"643,068","28,177,153","32,607,432"
INTERMEDIATE CAPITAL GROUP,"493,243","7,629,529","13,606,323"
INTERNATIONAL CSRC INVEST,"1,233,267","987,917","651,963"
INTERNATIONAL DISTRIBUTION S,"1,116,303","3,363,964","4,521,405"
INTERNATIONAL GAMES SYSTEM C,"237,000","4,602,197","9,898,937"
INTERNATIONAL PETROLEUM CORP,"22,693","250,464","301,068"
INTERNATIONAL WORKPLACE GROU,"1,286,788","3,294,574","2,812,441"
INTERNET INITIATIVE JAPAN,"193,000","3,405,217","2,842,963"
INTERPUMP GROUP SPA,"134,753","7,888,934","5,990,646"
INTERROLL HOLDING AG REG,968,"2,047,989","2,854,665"
INTERTEK GROUP PLC,"276,380","14,928,560","16,749,613"
INTESA SANPAOLO,"53,090,266","154,377,454","197,499,020"
INTL CONSOLIDATED AIRLINE DI,"3,090,770","6,946,070","6,339,229"
INTOUCH HOLDINGS PCL F,"1,195,731","2,415,159","2,329,716"
INTOUCH HOLDINGS PCL NVDR,"3,473,596","7,421,447","6,767,821"
INVENTEC CORP,"4,946,170","5,493,288","8,507,565"
INVESTEC LTD,"530,479","3,246,849","3,843,775"
INVESTEC PLC,"1,113,731","4,176,039","8,075,782"
INVESTMENT AB LATOUR B SHS,"251,668","4,719,048","6,801,333"
INVESTOR AB A SHS,"909,983","15,253,630","24,721,281"
INVESTOR AB B SHS,"4,043,831","69,152,059","110,812,289"
IOCHPE MAXION S.A.,"51,000","119,041","107,978"
IOI CORP BHD,"4,517,266","4,345,577","3,543,056"
IOI PROPERTIES GROUP BHD,"2,934,000","1,384,600","1,374,512"
IPCA LABORATORIES LTD,"227,278","3,284,461","3,079,108"
IPH LTD,"370,213","1,757,504","1,550,238"
IPIRANGA REF PETRO,"6,150",0,0
