0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
SHENZHEN SUNWAY COMMUNICAT A,"43,388","113,603","116,362"
SHENZHEN TRANSSION HOLDING A,"1,455,379","16,525,734","15,257,779"
SHENZHEN YINGHE TECHNOLOGY A,"336,700","765,833","822,284"
SHENZHOU INTERNATIONAL GROUP,"1,192,400","13,706,861","11,675,980"
SHIBAURA MACHINE CO LTD,"39,000","871,588","934,635"
SHIBUYA CORPORATION,"34,200","901,451","759,010"
SHIDA SHINGHWA ADVANCED MA A,"4,900","28,198","22,685"
SHIFT INC,"17,600","3,561,198","1,595,226"
SHIGA BANK LTD/THE,"72,800","1,679,473","1,907,575"
SHIH WEI NAVIGATION CO LTD,"394,000","248,668","256,865"
SHIHLIN ELECTRIC + ENGINEER,"852,000","5,892,755","7,786,892"
SHIJIAZHUANG YILING PHARMA A,"77,800","221,266","163,361"
SHIKOKU ELECTRIC POWER CO,"310,300","3,731,985","2,662,048"
SHIKUN + BINUI LTD,"559,119","1,454,135","1,039,517"
SHIMA SEIKI MFG LTD,"48,100","903,856","505,340"
SHIMADZU CORP,"1,330,190","40,677,617","33,283,692"
SHIMAMURA CO LTD,"208,794","9,508,359","9,493,468"
SHIMANO INC,"302,699","38,059,885","46,752,413"
SHIMAO SERVICES HOLDINGS LTD,"1,091,000","200,223","107,600"
SHIMIZU CORP,"800,600","5,319,930","4,496,749"
SHIN ETSU CHEMICAL CO LTD,"3,390,225","79,304,139","131,470,417"
SHIN KONG FINANCIAL HOLDING,"60,981,766","19,002,418","18,496,696"
SHIN POONG PHARMACEUTICAL CO,"55,065","664,353","476,045"
SHIN ZU SHING CO LTD,"202,788","852,202","1,531,466"
SHINHAN FINANCIAL GROUP ADR,"4,034","117,384","140,424"
SHINHAN FINANCIAL GROUP LTD,"1,047,165","35,982,588","36,630,329"
SHINKO ELECTRIC INDUSTRIES,"242,700","8,118,488","8,509,437"
SHINKONG INSURANCE CO LTD,"53,000","149,938","157,163"
SHINKONG SYNTHETIC FIBERS,"2,302,000","1,017,050","1,181,468"
SHINSEGAE INC,"12,636","2,684,554","1,440,318"
SHINSUNG DELTA TECH CO LTD,"26,189","1,801,149","1,181,502"
SHINY CHEMICAL INDUSTRIAL CO,"193,750","1,118,316","895,848"
SHIONOGI + CO LTD,"1,190,494","62,049,585","46,454,873"
SHIP HEALTHCARE HOLDINGS INC,"132,900","2,381,334","1,962,194"
SHISEIDO CO LTD,"865,074","43,932,948","24,673,411"
SHIZUOKA FINANCIAL GROUP INC,"864,375","7,471,178","8,296,631"
SHIZUOKA GAS CO LTD,"92,000","611,656","547,334"
SHO BOND HOLDINGS CO LTD,"247,900","10,211,014","8,878,229"
SHOCHIKU CO LTD,"16,100","1,173,737","942,922"
SHOEI CO LTD,"84,500","1,032,412","1,029,593"
SHOPIFY INC   CLASS A,"2,294,494","99,965,420","151,596,664"
SHOPRITE HOLDINGS LTD,"719,472","8,369,768","11,191,271"
