0,1,2,3,4
Rate,Maturity Date,Par Value,Book Value,Market Value
3.50,1/1/2048,"521,616","570,165","472,929"
3.50,3/1/2048,"861,497","948,935","782,363"
3.50,2/1/2048,"38,537","38,216","34,704"
3.50,3/1/2048,"174,751","170,283","157,257"
3.50,2/1/2048,"52,110","51,675","46,894"
3.50,3/1/2048,"45,240","44,083","40,711"
3.50,3/1/2048,"140,384","139,211","126,331"
2.50,7/1/2050,"2,914,608","2,454,961","2,445,111"
2.50,7/1/2050,"8,227,876","8,624,207","6,799,712"
4.00,9/1/2048,"46,345,553","47,116,473","43,060,519"
3.50,6/1/2048,"587,431","634,716","524,859"
4.00,12/1/2048,"2,101,961","2,224,067","1,952,476"
2.00,1/1/2041,"14,395,004","14,872,376","12,080,767"
1.00,4/1/2044,"16,084,614","17,464,642","15,146,818"
1.00,6/1/2047,"3,733,427","3,963,776","3,362,878"
1.00,4/1/2046,"18,375,083","19,972,960","17,303,744"
1.00,9/1/2047,"594,069","649,397","538,619"
1.00,5/1/2047,"9,106","10,028","8,296"
1.00,11/1/2046,"610,495","667,044","554,739"
1.00,10/1/2047,"897,840","981,496","814,037"
1.00,11/1/2047,"35,443","35,148","31,918"
1.00,10/1/2047,"17,212,576","17,925,688","15,555,834"
1.00,12/1/2047,"146,659","161,560","133,382"
1.00,12/1/2047,"136,935","150,849","124,538"
1.00,12/1/2047,"6,646","7,266","6,025"
1.00,4/1/2046,"7,105,916","7,559,605","6,691,614"
1.00,4/1/2047,"25,851,519","27,109,686","22,582,914"
1.00,3/1/2048,"10,729,787","11,628,963","9,697,026"
1.00,5/1/2048,"10,426,773","10,444,717","9,390,234"
1.00,3/1/2048,"8,178,292","8,866,825","7,391,117"
1.00,6/1/2048,"14,514,215","15,732,343","13,117,195"
1.00,6/1/2045,"19,846,191","21,719,171","18,689,080"
1.00,8/1/2048,"18,105,775","18,615,849","16,894,794"
1.00,11/1/2048,"53,630,535","54,555,032","46,791,011"
1.00,1/1/2048,"19,947,848","20,862,576","18,027,831"
1.00,9/1/2046,"974,320","987,175","882,371"
1.00,6/1/2045,"2,625,783","2,873,591","2,472,690"
1.00,1/1/2047,"17,873,230","19,071,260","16,105,711"
1.00,11/1/2045,"2,401,286","2,628,516","2,261,281"
1.00,3/1/2046,"10,336,984","11,110,549","9,442,560"
1.00,7/1/2047,"11,283,425","12,134,190","10,307,110"
1.00,1/1/2048,"2,173,039","2,327,364","1,968,229"
1.00,11/1/2046,"51,660,746","52,503,455","45,243,080"
3.50,2/1/2049,"95,878","97,775","86,118"
3.50,11/1/2048,"230,565","224,639","206,006"
2.00,2/1/2041,"14,564,390","15,037,864","12,222,922"
3.50,9/1/2049,"23,953,579","25,473,437","21,479,777"
3.00,7/1/2049,"4,112,266","4,188,712","3,559,174"
3.50,6/1/2049,"4,472,487","4,704,651","4,006,103"
