0,1,2,3
,Domestic Equity,,
Security Name,Shares,Book Value,Market Value
HOME BANCSHARES INC,"293,669","5,981,384","7,036,318"
HOME DEPOT INC,"2,795,138","619,676,576","962,198,443"
HONEYWELL INTERNATIONAL INC,"1,582,183","245,349,128","337,859,430"
HORMEL FOODS CORP,"1,374,367","52,857,740","41,904,450"
HOULIHAN LOKEY INC,"96,483","5,881,004","13,011,711"
HOWARD HUGHES HOLDINGS INC,"54,474","4,992,635","3,531,006"
HOWMET AEROSPACE INC,"809,835","28,726,922","62,867,568"
HP INC,"5,276,827","146,073,548","184,794,482"
HUBBELL INC,"99,004","12,980,569","36,183,995"
HUBSPOT INC,"92,601","25,100,400","54,615,151"
HUMANA INC,"474,593","179,620,547","177,331,674"
HUNT (JB) TRANSPRT SVCS INC,"139,581","14,655,895","22,332,962"
HUNTINGTON BANCSHARES INC,"2,543,477","30,620,219","33,523,039"
HUNTINGTON INGALLS INDUSTRIE,"203,368","39,860,402","50,095,639"
HUNTSMAN CORP,"292,111","6,888,852","6,651,445"
HYATT HOTELS CORP   CL A,"82,960","7,635,088","12,603,283"
IAC INC,"119,609","5,592,499","5,603,688"
ICU MEDICAL INC,"41,790","6,663,359","4,962,564"
IDACORP INC,"230,840","22,741,910","21,502,746"
IDEX CORP,"270,201","46,029,107","54,364,441"
IDEXX LABORATORIES INC,"154,287","39,110,623","75,168,645"
IGNITE RESTAURANT GROUP INC,"12,000",0,0
ILLINOIS TOOL WORKS,"580,837","86,931,991","137,635,167"
ILLUMINA INC,"286,220","47,417,359","29,875,763"
INCYTE CORP,"908,576","79,092,103","55,077,877"
INDEPENDENT BANK CORP/MA,"63,690","4,873,272","3,230,358"
INGERSOLL RAND INC,"723,550","28,459,148","65,727,338"
INGEVITY CORP,46,0,"2,011"
INGREDION INC,"132,187","10,157,513","15,161,849"
INSIGHT ENTERPRISES INC,"142,228","20,473,333","28,212,346"
INSMED INC,"195,062","5,404,994","13,069,159"
INSPERITY INC,"61,311","6,415,059","5,592,177"
INSPIRE MEDICAL SYSTEMS INC,"42,385","4,635,387","5,672,385"
INSTALLED BUILDING PRODUCTS,"28,561","6,524,531","5,874,427"
INSULET CORP,"98,948","14,410,275","19,967,711"
INTEGRA LIFESCIENCES HOLDING,"133,079","6,587,228","3,877,926"
INTEL CORP,"14,157,099","536,319,944","438,445,505"
INTELLIA THERAPEUTICS INC,"127,435","6,046,220","2,851,999"
INTERACTIVE BROKERS GRO CL A,"204,549","13,013,755","25,077,722"
INTERCONTINENTAL EXCHANGE IN,"2,348,795","204,107,750","321,526,548"
INTERNATIONAL PAPER CO,"644,343","25,173,356","27,803,465"
INTERPUBLIC GROUP OF COS INC,"682,328","15,449,598","19,849,018"
