0,1,2,3
,Domestic Equity,,
Security Name,Shares,Book Value,Market Value
RESMED INC,"258,993","33,046,995","49,576,458"
REVVITY INC,"239,160","21,086,770","25,078,415"
RH,"21,527","4,201,300","5,262,061"
RINGCENTRAL INC CLASS A,"151,357","10,713,383","4,268,282"
RIVIAN AUTOMOTIVE INC A,"1,073,814","44,745,056","14,410,587"
RLI CORP,"206,556","20,674,646","29,060,364"
ROBERT HALF INC,"198,437","10,437,982","12,696,017"
ROBINHOOD MARKETS INC   A,"1,128,845","15,342,940","25,636,098"
ROBLOX CORP  CLASS A,"671,455","26,285,751","24,984,842"
ROCKWELL AUTOMATION INC,"159,505","22,259,889","43,908,550"
ROKU INC,"213,272","26,121,313","12,781,394"
ROLLINS INC,"1,288,640","35,648,985","62,872,746"
ROPER TECHNOLOGIES INC,"522,692","191,274,450","294,620,573"
ROSS STORES INC,"647,203","56,190,231","94,051,566"
ROYAL CARIBBEAN CRUISES LTD,"426,123","32,835,512","67,936,791"
ROYAL GOLD INC,"321,209","32,375,855","40,202,518"
ROYALTY PHARMA PLC  CL A,"1,837,338","66,965,571","48,450,603"
RPM INTERNATIONAL INC,"229,295","14,816,406","24,690,490"
RTX CORP,"4,064,171","323,947,956","408,002,348"
RXO INC,"194,605","3,396,150","5,088,923"
RYAN SPECIALTY HOLDINGS INC,"450,455","24,017,017","26,085,850"
RYDER SYSTEM INC,"91,160","5,496,528","11,292,901"
S+P GLOBAL INC,"720,239","193,843,020","321,226,654"
SABINE OIL + GAS HOLDINGS IN,140,"6,141",0
SAIA INC,"37,923","3,933,831","17,986,501"
SALESFORCE INC,"1,917,578","274,358,455","493,009,395"
SAMSONITE INTERNATIONAL SA,"2,197,004","5,698,544","6,556,831"
SAREPTA THERAPEUTICS INC,"151,851","14,671,836","23,992,462"
SCHLUMBERGER LTD,"2,783,143","117,062,327","131,309,843"
SCHWAB (CHARLES) CORP,"2,774,153","136,393,764","204,427,486"
SCIENCE APPLICATIONS INTE,"267,692","23,873,679","31,467,195"
SCOTTS MIRACLE GRO CO,"73,217","5,610,770","4,763,502"
SEAGATE TECHNOLOGY HOLDINGS,"968,920","75,136,808","100,060,373"
SEALED AIR CORP,"266,268","9,562,391","9,263,482"
SEELOS THERAPEUTICS INC,860,0,0
SEI INVESTMENTS COMPANY,"164,210","7,843,947","10,622,760"
SELECTIVE INSURANCE GROUP,"311,405","24,752,862","29,219,131"
SEMPRA,"2,888,681","179,533,628","219,713,077"
SENSATA TECHNOLOGIES HOLDING,"271,058","11,716,451","10,134,863"
SENSIENT TECHNOLOGIES CORP,"73,740","4,004,144","5,470,774"
SENTINELONE INC  CLASS A,"385,361","8,394,179","8,111,849"
SERVICE CORP INTERNATIONAL,"255,572","11,470,908","18,178,846"
