0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
DOUZONE BIZON CO LTD,"27,740","854,403","1,467,107"
DOWA HOLDINGS CO LTD,"83,600","2,753,433","2,967,078"
DOWLAIS GROUP PLC,"2,244,886","2,755,382","2,074,406"
DOWNER EDI LTD,"1,234,751","4,943,198","3,826,282"
DR LAL PATHLABS LTD,"53,455","1,734,446","1,782,590"
DR SULAIMAN AL HABIB MEDICAL,"372,748","20,121,731","28,674,452"
DR. REDDY S LABORATORIES,"248,864","14,769,182","19,107,436"
DRAKE + SCULL INTERNATIONAL,"583,531",0,0
DRAX GROUP PLC,"704,427","3,953,913","4,383,612"
DRDGOLD LTD SPONSORED ADR,"7,692","67,705","66,228"
DREWLOONG PRECISION INC,"12,000","58,469","58,999"
DS SMITH PLC,"2,291,368","10,564,801","12,194,598"
DSM FIRMENICH AG,"224,944","21,543,913","25,458,689"
DSV A/S,"375,546","28,841,322","57,588,257"
DTS CORP,"56,600","1,084,182","1,483,094"
DUBAI ELECTRICITY + WATER AU,"22,863,586","15,295,020","13,694,497"
DUBAI FINANCIAL MARKET PJSC,"3,009,799","1,328,420","1,040,719"
DUBAI INVESTMENTS PJSC,"3,787,461","2,521,681","2,175,768"
DUBAI ISLAMIC BANK,"15,157,786","23,905,336","23,687,910"
DUERR AG,"84,908","2,499,848","1,801,830"
DUK SAN NEOLUX CO LTD,"21,035","969,796","616,613"
DUKHAN BANK,"4,642,056","4,899,152","4,815,448"
DUNELM GROUP PLC,"206,703","2,257,360","2,780,387"
DUSKIN CO LTD,"79,200","1,789,383","1,805,462"
DWS GROUP GMBH + CO KGAA,"16,469","615,367","584,943"
DYACO INTERNATIONAL INC,"15,000","15,105","14,449"
DYNAMIC HOLDING CO LTD,"405,000","865,237","790,239"
DYNAPACK INTERNATIONAL TECH,"475,000","1,254,077","1,455,397"
E INK HOLDINGS INC,"1,283,000","7,581,832","9,966,609"
E LIFE MALL CORPORATION,"81,000","210,838","210,980"
E MART INC,"33,520","3,705,949","1,375,871"
E.ON SE,"4,451,998","76,513,576","58,474,926"
E.SUN FINANCIAL HOLDING CO,"70,102,387","44,090,947","61,693,299"
E+R ENGINEERING CORP,"90,000","261,439","356,488"
EAGERS AUTOMOTIVE LTD,"315,791","2,625,563","2,218,683"
EARTH CORP,"25,100","929,097","753,665"
EAST BUY HOLDING LTD,"466,500","1,990,766","754,076"
EAST GROUP CO LTD A,"110,300","81,849","60,583"
EAST JAPAN RAILWAY CO,"5,251,571","137,611,857","86,987,631"
EAST MONEY INFORMATION CO A,"749,562","1,493,945","1,084,176"
EASTERN AIR LOGISTICS CO L A,"87,975","235,364","245,217"
EASTERN MEDIA INTERNATIONAL,"43,000","26,108","26,112"
