0,1,2,3,4,5
,,Mortgage-Backed Securities,,,
Security Name,Rate,Maturity Date,Par Value,Book Value,Market Value
FNMA POOL 942987,6.00,9/1/2037,"13,738","13,943","14,220"
FNMA POOL 943597,6.00,7/1/2037,"2,037","2,145","2,108"
FNMA POOL 944215,6.00,7/1/2037,"63,649","64,592","65,881"
FNMA POOL 944340,6.00,6/1/2037,485,512,502
FNMA POOL 946391,6.00,9/1/2037,"13,026","13,739","13,483"
FNMA POOL 947052,6.00,10/1/2037,"2,752","2,903","2,848"
FNMA POOL 948226,6.00,8/1/2037,"3,338","3,516","3,455"
FNMA POOL 952459,6.00,9/1/2037,"13,881","14,628","14,368"
FNMA POOL 952730,6.00,9/1/2037,601,633,622
FNMA POOL 953927,6.00,12/1/2037,"1,437","1,515","1,487"
FNMA POOL 956230,6.00,11/1/2037,"9,554","10,070","9,889"
FNMA POOL 959891,6.00,11/1/2037,"12,916","13,627","13,369"
FNMA POOL 959983,6.00,11/1/2037,60,64,62
FNMA POOL 960128,6.00,11/1/2037,"2,518","2,654","2,606"
FNMA POOL 961427,6.00,2/1/2038,"3,458","3,646","3,579"
FNMA POOL 964530,6.00,7/1/2038,"2,999","3,165","3,105"
FNMA POOL 966326,6.00,12/1/2037,"1,810","1,908","1,873"
FNMA POOL 966482,7.00,1/1/2038,"6,212","6,325","6,676"
FNMA POOL 966526,6.00,9/1/2037,"79,485","86,483","82,271"
FNMA POOL 966594,6.00,1/1/2038,"1,715","1,808","1,774"
FNMA POOL 966853,7.00,12/1/2037,414,443,445
FNMA POOL 967986,6.00,1/1/2038,"3,533","3,725","3,657"
FNMA POOL 968927,6.00,1/1/2038,129,136,134
FNMA POOL 970673,6.00,10/1/2038,"1,579","1,666","1,634"
FNMA POOL 970785,6.00,11/1/2038,521,550,539
FNMA POOL 972448,6.00,3/1/2038,"1,387","1,463","1,436"
FNMA POOL 972504,6.00,3/1/2038,"3,632","3,831","3,759"
FNMA POOL 973126,5.50,12/1/2037,"200,936","218,247","203,478"
FNMA POOL 973243,6.00,3/1/2038,"19,010","20,048","19,676"
FNMA POOL 974152,6.00,2/1/2038,"9,766","10,299","10,109"
FNMA POOL 974435,6.00,3/1/2038,"1,195","1,261","1,236"
FNMA POOL 976896,6.00,1/1/2038,"35,048","36,952","36,278"
FNMA POOL 981445,6.00,9/1/2038,"1,522","1,606","1,575"
FNMA POOL 982665,6.00,7/1/2038,"12,592","13,288","13,034"
FNMA POOL 983475,6.00,5/1/2038,"2,094","2,210","2,167"
FNMA POOL 984937,6.00,6/1/2038,483,509,500
FNMA POOL 985560,6.00,6/1/2038,"1,177","1,242","1,218"
FNMA POOL 987905,6.00,10/1/2038,"1,509","1,594","1,561"
FNMA POOL 988714,6.00,10/1/2038,816,862,844
FNMA POOL 988842,6.00,8/1/2038,522,551,540
FNMA POOL 990040,6.00,9/1/2038,"9,519","10,048","9,854"
FNMA POOL 990274,6.00,10/1/2038,"1,193","1,260","1,235"
FNMA POOL 990406,6.00,11/1/2038,966,"1,021",999
FNMA POOL 990523,6.00,9/1/2038,636,672,659
FNMA POOL 991160,6.00,9/1/2038,"7,924","8,364","8,202"
FNMA POOL 991472,6.00,10/1/2038,378,399,391
FNMA POOL 991860,6.00,10/1/2038,"2,087","2,203","2,160"
FNMA POOL 992144,6.00,10/1/2038,"1,401","1,480","1,450"
FNMA POOL 992630,6.00,11/1/2038,"3,237","3,418","3,348"
