0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
VALLOUREC SA,"314,636","3,764,599","4,938,473"
VALMET OYJ,"277,504","9,055,770","7,938,057"
VALOR HOLDINGS CO LTD,"66,300","1,046,520","1,014,739"
VAMOS LOCACAO DE CAMINHOES M,"513,499","1,150,116","699,840"
VANGUARD INTERNATIONAL SEMI,"2,948,000","8,081,442","11,767,828"
VAR ENERGI ASA,"1,355,158","4,717,461","4,800,806"
VARDHMAN TEXTILES LTD,"162,443","996,484","935,853"
VARUN BEVERAGES LTD,"880,294","8,400,435","17,202,297"
VAT GROUP AG,"44,699","12,752,558","25,339,105"
VECTOR LTD,"428,704","1,034,231","969,166"
VEDANT FASHIONS LTD,"85,772","1,228,498","1,081,784"
VEDANTA LTD,"6,226,635","22,796,862","33,900,672"
VELESTO ENERGY BHD,"488,200","28,215","27,424"
VENTEC INTERNATIONAL GROUP C,"64,000","164,327","166,108"
VENTIA SERVICES GROUP PTY LT,"1,321,137","2,576,946","3,379,292"
VENTURE CORP LTD,"1,390,700","16,412,332","14,591,960"
VENUS MEDTECH HANGZHOU INC H,"510,000","4,100,341",7
VEOLIA ENVIRONNEMENT,"1,057,074","32,008,834","31,631,416"
VERALLIA,"125,767","4,526,320","4,566,714"
VEREN INC,"1,108,100","8,281,777","8,737,826"
VESTAS WIND SYSTEMS A/S,"1,676,073","32,123,595","38,841,777"
VESUVIUS PLC,"489,594","2,520,507","2,856,205"
VGP,"17,754","3,214,492","1,978,919"
VIA LABS INC,"1,000","6,371","6,103"
VIA TECHNOLOGIES INC,"325,000","655,464","1,167,106"
VIBRA ENERGIA SA,"2,211,631","11,085,199","8,322,131"
VICTORY GIANT TECHNOLOGY  A,"112,900","406,736","498,867"
VICTREX PLC,"155,267","3,050,177","2,250,123"
VIDRALA SA,"39,103","3,951,899","4,408,791"
VINATI ORGANICS LTD,"38,690","737,830","880,588"
VINCI SA,"906,751","88,413,025","95,606,748"
VINCI SHOPPING CENTERS FII,"43,655","1,053,513","914,449"
VIPSHOP HOLDINGS LTD   ADR,"843,565","11,627,057","10,983,426"
VIRBAC SA,"7,943","3,230,187","2,779,593"
VIRGIN AUSTRALIA INT HOLDINGS,"7,398,961",0,5
VIRGIN MONEY UK PLC,"2,018,257","3,358,002","5,449,909"
VISCOFAN SA,"67,902","3,359,033","4,475,581"
VISERA TECHNOLOGIES CO LTD,"161,000","1,232,138","1,727,047"
VISTRY GROUP PLC,"561,687","6,702,126","8,399,793"
VISUAL PHOTONICS EPITAXY CO,"302,250","1,024,839","1,537,275"
VITASOY INTL HOLDINGS LTD,"1,302,000","4,196,636","983,937"
VITEC SOFTWARE GROUP AB B SH,"57,357","2,789,180","2,978,830"
