0,1,2,3
,Domestic Real Estate Investment Trusts (REITs),,
Security Name,Shares,Book Value,Market Value
GAMING AND LEISURE PROPERTIE,"51,521","2,459,148","2,329,264"
GETTY REALTY CORP,"8,495","253,272","226,477"
GLOBAL NET LEASE INC,"35,734","370,795","262,645"
HEALTHCARE REALTY TRUST INC,"68,699","1,158,511","1,132,160"
HEALTHPEAK PROPERTIES INC,"136,292","2,732,131","2,671,323"
HIGHWOODS PROPERTIES INC,"19,066","455,986","500,864"
HOST HOTELS + RESORTS INC,"133,733","2,164,790","2,404,519"
HUDSON PACIFIC PROPERTIES IN,"24,229","170,905","116,541"
INDEPENDENCE REALTY TRUST IN,"40,793","663,673","764,461"
INNOVATIVE INDUSTRIAL PROPER,"5,162","448,654","563,794"
INVENTRUST PROPERTIES CORP,"12,124","293,655","300,190"
INVITATION HOMES INC,"117,150","3,966,957","4,204,514"
IRON MOUNTAIN INC,"52,393","4,559,962","4,695,461"
JBG SMITH PROPERTIES,"16,538","264,443","251,874"
KILROY REALTY CORP,"21,041","777,389","655,848"
KIMCO REALTY CORP,"127,706","2,374,097","2,485,159"
KITE REALTY GROUP TRUST,"39,153","861,736","876,244"
LTC PROPERTIES INC,"7,529","241,255","259,751"
LXP INDUSTRIAL TRUST,"52,712","501,284","480,733"
MACERICH CO/THE,"39,021","465,372","602,484"
MEDICAL PROPERTIES TRUST INC,"106,793","732,641","460,278"
MID AMERICA APARTMENT COMM,"22,233","3,127,000","3,170,648"
NATIONAL STORAGE AFFILIATES,"13,035","444,589","537,303"
NATL HEALTH INVESTORS INC,"7,534","385,747","510,278"
NETSTREIT CORP,"12,700","215,048","204,470"
NEXPOINT RESIDENTIAL,"4,169","150,587","164,717"
NNN REIT INC,"32,723","1,265,399","1,394,000"
OMEGA HEALTHCARE INVESTORS,"44,517","1,418,136","1,524,707"
PARAMOUNT GROUP INC,"34,633","174,924","160,351"
PARK HOTELS + RESORTS INC,"37,574","490,405","562,859"
PEBBLEBROOK HOTEL TRUST,"21,204","310,387","291,555"
PHILLIPS EDISON + COMPANY IN,"21,889","747,227","715,989"
PIEDMONT OFFICE REALTY TRU A,"21,932","151,528","159,007"
PROLOGIS INC,"176,957","21,593,308","19,874,041"
PUBLIC STORAGE,"30,259","8,228,175","8,704,001"
REALTY INCOME CORP,"164,250","8,931,782","8,675,685"
REGENCY CENTERS CORP,"35,270","2,200,298","2,193,794"
RETAIL OPPORTUNITY INVESTMEN,"22,601","300,382","280,930"
REXFORD INDUSTRIAL REALTY IN,"38,610","2,006,905","1,721,620"
RLJ LODGING TRUST,"27,325","274,556","263,140"
RYMAN HOSPITALITY PROPERTIES,"10,516","938,661","1,050,128"
SABRA HEALTH CARE REIT INC,"41,496","530,653","639,038"
