0,1,2,3,4,5
,,Mortgage-Backed Securities,,,
Security Name,Rate,Maturity Date,Par Value,Book Value,Market Value
FED HM LN PC POOL G08737,3.00,12/1/2046,"8,446,292","8,855,304","7,387,989"
FED HM LN PC POOL G08741,3.00,1/1/2047,"7,467,534","7,826,921","6,531,868"
FED HM LN PC POOL G08747,3.00,2/1/2047,"7,723,151","8,087,016","6,755,457"
FED HM LN PC POOL G08750,3.00,3/1/2047,"5,568,398","5,837,004","4,870,689"
FED HM LN PC POOL G08752,4.00,3/1/2047,"24,875","25,789","23,150"
FED HM LN PC POOL G08767,4.00,6/1/2047,"66,554","68,043","61,937"
FED HM LN PC POOL G08785,4.00,10/1/2047,"20,355","21,585","18,943"
FED HM LN PC POOL G08789,4.00,11/1/2047,"70,546","74,934","65,653"
FED HM LN PC POOL G08792,3.50,12/1/2047,"486,235","473,829","438,458"
FED HM LN PC POOL G08797,4.00,1/1/2048,"28,475","30,257","26,499"
FED HM LN PC POOL G13689,5.00,10/1/2024,103,103,102
FED HM LN PC POOL G13748,5.00,12/1/2024,53,53,52
FED HM LN PC POOL G13756,5.00,1/1/2025,9,9,9
FED HM LN PC POOL G13827,5.00,3/1/2025,49,50,49
FED HM LN PC POOL G13888,5.00,6/1/2025,236,"16,719",235
FED HM LN PC POOL G13911,5.00,6/1/2025,11,11,11
FED HM LN PC POOL G30302,5.00,7/1/2025,222,224,221
FED HM LN PC POOL G31077,5.00,9/1/2031,"14,609","15,502","14,525"
FED HM LN PC POOL G31106,5.00,9/1/2031,"1,395","1,482","1,388"
FED HM LN PC POOL G60440,3.50,3/1/2046,"50,999","54,801","46,349"
FED HM LN PC POOL G60661,4.00,7/1/2046,"121,790","126,891","113,706"
FED HM LN PC POOL G60713,3.50,9/1/2046,"14,433","15,564","13,100"
FED HM LN PC POOL G60805,4.50,8/1/2042,"2,173,060","2,128,625","2,111,063"
FED HM LN PC POOL G60856,4.50,7/1/2042,"2,427,611","2,661,974","2,360,800"
FED HM LN PC POOL G60959,4.50,7/1/2045,"3,101,950","3,293,073","3,013,451"
FED HM LN PC POOL G61075,4.00,7/1/2044,"10,410,554","11,316,608","9,815,744"
FED HM LN PC POOL G61195,3.50,8/1/2044,"27,153,658","28,716,136","24,836,774"
FED HM LN PC POOL G61319,4.00,1/1/2046,"3,618,549","3,924,255","3,407,820"
FED HM LN PC POOL G61321,4.50,7/1/2045,"1,866,646","2,049,754","1,815,274"
FED HM LN PC POOL G61417,3.50,5/1/2048,"88,061,149","94,579,966","79,555,172"
FED HM LN PC POOL G61553,4.50,8/1/2048,"63,114,593","65,068,570","60,737,397"
FED HM LN PC POOL G61554,4.50,8/1/2048,"19,342,567","19,874,111","18,627,863"
FED HM LN PC POOL G61581,4.00,8/1/2048,"222,999,177","231,703,849","207,461,450"
FED HM LN PC POOL G61646,4.00,10/1/2048,"88,598,793","90,670,586","82,425,570"
FED HM LN PC POOL G61693,3.50,6/1/2048,"33,365,932","33,442,542","30,143,059"
FED HM LN PC POOL G61748,3.50,11/1/2048,"82,227,986","82,736,991","74,405,602"
FED HM LN PC POOL G61844,3.50,8/1/2046,"11,907,370","12,703,538","10,797,405"
FED HM LN PC POOL G61932,3.50,6/1/2048,"52,841,919","55,521,038","47,649,718"
FED HM LN PC POOL G61942,3.50,3/1/2048,"6,599,540","6,726,372","5,965,908"
FED HM LN PC POOL G61949,4.00,2/1/2049,"11,561,762","12,846,317","10,793,185"
FED HM LN PC POOL G67710,3.50,3/1/2048,"94,522,102","100,796,632","85,237,007"
FED HM LN PC POOL G67719,4.50,1/1/2049,"18,057,555","18,890,254","17,406,921"
FED HM LN PC POOL J11138,5.00,11/1/2024,213,214,212
FED HM LN PC POOL J11372,5.00,12/1/2024,70,70,70
FED HM LN PC POOL J12421,5.00,6/1/2025,"3,896","3,938","3,880"
FED HM LN PC POOL J16528,4.00,8/1/2026,"84,310","86,087","83,065"
FED HM LN PC POOL K39023,6.50,1/1/2048,"355,388","361,347","369,552"
FED HM LN PC POOL Q00054,5.00,4/1/2041,404,448,402
FED HM LN PC POOL Q00265,4.50,4/1/2041,"3,427,479","3,799,144","3,331,877"
