0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
SHOUCHENG HOLDINGS LTD,"4,435,772","853,979","767,077"
SHOUGANG FUSHAN RESOURCES GR,"3,264,000","1,003,342","1,337,667"
SHOWA SANGYO CO LTD,"39,300","811,339","768,361"
SHREE CEMENT LTD,"19,254","5,624,971","6,435,217"
SHRIRAM FINANCE LTD,"512,956","10,817,364","17,910,065"
SHUANGLIANG ECO ENERGY SYS A,"237,500","348,034","151,917"
SHUFERSAL LTD,"465,154","2,510,122","3,049,826"
SHUI ON LAND LTD,"5,145,000","455,508","434,940"
SIAM CEMENT PUB CO FOR REG,"3,472,369","43,567,271","21,289,816"
SIAM CITY CEMENT PCL FOR,"76,560","398,413","271,212"
SIAM GLOBAL HOUSE PCL FOREIG,"2,482,521","1,079,481","1,014,723"
SIBANYE STILLWATER LTD,"4,725,501","8,659,372","5,104,869"
SICHUAN CHUANTOU ENERGY CO A,"291,786","639,901","749,371"
SICHUAN DEVELOPMENT LOMON  A,"183,305","408,908","168,973"
SICHUAN EXPRESSWAY CO H,"1,838,000","621,689","805,135"
SICHUAN HEBANG BIOTECHNOL  A,"366,500","133,371","82,830"
SICHUAN KELUN PHARMACEUTIC A,"67,762","286,854","281,505"
SICHUAN NEW ENERGY POWER C A,"58,600","113,455","86,445"
SICHUAN ROAD+BRIDGE GROUP A,"257,900","283,124","278,712"
SICHUAN SWELLFUN CO LTD A,"17,514","135,408","90,272"
SICHUAN YAHUA INDUSTRIAL A,"177,000","301,010","216,255"
SIEGFRIED HOLDING AG REG,"7,691","4,315,259","7,985,439"
SIEMENS AG REG,"1,427,113","193,826,440","265,706,311"
SIEMENS ENERGY AG,"897,902","20,262,512","23,394,233"
SIEMENS HEALTHINEERS AG,"584,903","29,619,471","33,725,610"
SIEMENS LTD,"154,575","6,727,402","14,283,786"
SIEYUAN ELECTRIC CO LTD A,"88,000","747,707","806,385"
SIG GROUP AG,"544,424","11,639,925","9,966,379"
SIGMA HEALTHCARE LTD,"2,826,886","1,932,632","2,407,127"
SIGMAGOLD INTI PERKASA TBK P,"8,974,200",0,0
SIGNIFY NV,"231,157","7,336,985","5,772,523"
SIGURD MICROELECTRONICS CORP,"1,894,349","3,525,490","4,484,566"
SIHUAN PHARMACEUTICAL HLDGS,"6,935,000","740,957","461,897"
SIIX CORP,"57,700","545,409","460,571"
SIKA AG REG,"256,770","50,993,541","73,493,832"
SILERGY CORP,"1,111,000","13,118,145","15,821,971"
SILEX SYSTEMS LTD,"328,406","931,798","1,169,010"
SILICON INTEGRATED SYSTEMS,"927,000","1,288,462","1,614,461"
SILICON OPTRONICS INC,"82,000","256,877","261,609"
SILITECH TECHNOLOGY CORP,"19,000","23,034","23,134"
SILTRONIC AG,"34,714","2,690,141","2,693,624"
SIMCERE PHARMACEUTICAL GROUP,"753,000","646,965","552,642"
