0,1,2,3,4,5
Security Name,Rate,Maturity Date,Par Value,Book Value,Market Value
GENERAL MOTORS CO,5.20,4/1/2045,"3,170,000","2,735,161","2,781,517"
GENERAL MOTORS CO,6.25,10/2/2043,"600,000","541,426",
GENERAL MOTORS CO,5.15,4/1/2038,"300,000","259,259",
GENERAL MOTORS CO,5.00,4/1/2035,"200,000","177,009",
GENERAL MOTORS FINL CO,5.95,4/4/2034,"1,125,000","1,126,283","1,125,731"
GENERAL MOTORS FINL CO,3.10,1/12/2032,"448,000","378,891",
GENERAL MOTORS FINL CO,5.60,6/18/2031,"915,000","913,698",
GENERAL MOTORS FINL CO,5.55,7/15/2029,"390,000","391,129",
GENTING NY LLC/GENNY CAP,3.30,2/15/2026,"649,000","609,376",
GEORGE WASHINGTON UNIVER,4.13,9/15/2048,"277,000","230,148",
GEORGETOWN UNIVERSITY,5.22,12/31/2099,"87,000","75,570",
GEORGETOWN UNIVERSITY,5.12,4/1/2053,"73,000","68,677",
GEORGETOWN UNIVERSITY,2.94,4/1/2050,"199,000","130,269",
GEORGETOWN UNIVERSITY,4.32,4/1/2049,"87,000","73,325",
GEORGIA POWER CO,5.13,5/15/2052,"784,000","684,209",
GEORGIA POWER CO,3.70,1/30/2050,"87,000","63,470",
GEORGIA POWER CO,4.30,3/15/2043,"44,000","35,757",
GEORGIA POWER CO,4.30,3/15/2042,"539,000","427,689",
GEORGIA POWER CO,4.75,9/1/2040,"65,000","57,031",
GEORGIAN RAILWAY JSC,4.00,6/17/2028,"370,000","331,316",
GFL ENVIRONMENTAL INC,3.50,9/1/2028,"855,000","765,928",
GGAM FINANCE LTD,8.00,6/15/2028,"575,000","580,655",
GGAM FINANCE LTD,8.00,2/15/2027,"215,000","216,791",
GILEAD SCIENCES INC,2.80,10/1/2050,"3,016,000","1,973,460","1,889,222"
GILEAD SCIENCES INC,2.60,10/1/2040,"5,965,000","4,148,275","4,102,548"
GLENCORE FINANCE CANADA,6.00,11/15/2041,"233,000","232,772",
GLENCORE FUNDING LLC,5.89,4/4/2054,"325,000","318,008",
GLENCORE FUNDING LLC,3.38,9/23/2051,"212,000","147,022",
GLENCORE FUNDING LLC,5.63,4/4/2034,"75,000","74,305",
GLENCORE FUNDING LLC,6.50,10/6/2033,"538,000","573,596",
GLENCORE FUNDING LLC,2.63,9/23/2031,"1,023,000","860,598",
GLENCORE FUNDING LLC,5.37,4/4/2029,"2,505,000","2,505,000","2,492,325"
GLOBAL PART/GLP FINANCE,8.25,1/15/2032,"1,279,000","1,308,976","1,313,213"
GLOBAL PART/GLP FINANCE,6.88,1/15/2029,"110,000","104,990",
GLOBAL PAYMENTS INC,5.95,8/15/2052,"603,000","607,833",
GLP CAPITAL LP / FIN II,6.75,12/1/2033,"1,971,000","2,089,843","2,065,056"
GLP CAPITAL LP / FIN II,3.25,1/15/2032,"4,237,000","3,575,045","3,555,818"
GLP CAPITAL LP / FIN II,4.00,1/15/2030,"106,000","96,444",
GLP CAPITAL LP / FIN II,5.30,1/15/2029,"2,037,000","1,994,890","2,006,160"
GO DADDY OPCO/FINCO,3.50,3/1/2029,"78,000","68,556",
GOEASY LTD,7.63,7/1/2029,"722,000","722,403",
GOEASY LTD,9.25,12/1/2028,"1,055,000","1,105,387","1,119,745"
GOLDMAN SACHS GROUP INC,4.80,7/8/2044,"2,021,000","1,843,912","1,823,609"
GOLDMAN SACHS GROUP INC,1.00,2/24/2043,"3,847,000","3,006,363","2,901,984"
GOLDMAN SACHS GROUP INC,1.00,4/22/2042,"200,000","142,977",
GOLDMAN SACHS GROUP INC,6.25,2/1/2041,"447,000","460,499",
GOLDMAN SACHS GROUP INC,1.00,4/23/2039,"542,000","463,541",
GOLDMAN SACHS GROUP INC,1.00,10/31/2038,"5,789,000","4,959,870","4,924,123"
GOLDMAN SACHS GROUP INC,6.75,10/1/2037,"1,500,000","1,565,579","1,619,655"
GOLDMAN SACHS GROUP INC,6.45,5/1/2036,"101,000","103,223",
GOLDMAN SACHS GROUP INC,1.00,4/25/2035,"2,182,000","2,182,000","2,235,503"
GOLDMAN SACHS GROUP INC,1.00,2/24/2033,"207,000","177,459",
GOODYEAR TIRE + RUBBER,5.25,7/15/2031,"348,000","299,457",
