0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
CHINA EASTERN AIRLINES CO A,"19,100","11,449","10,541"
CHINA ENERGY ENGINEERING C A,"59,700","18,873","17,419"
CHINA EVERBRIGHT BANK CO A,"125,900","52,651","54,927"
CHINA EVERBRIGHT BANK CO L H,"95,000","27,993","29,568"
CHINA FEIHE LTD,"125,000","77,174","57,798"
CHINA GALAXY SECURITIES CO A,"6,300","9,786","9,416"
CHINA GALAXY SECURITIES CO H,"135,000","72,155","70,721"
CHINA GAS HOLDINGS LTD,"93,400","97,220","83,741"
CHINA GREAT WALL SECURITIE A,"7,100","8,288","6,547"
CHINA GREATWALL TECHNOLOGY A,"7,600","11,389","9,152"
CHINA HONGQIAO GROUP LTD,"103,000","119,502","155,937"
CHINA INTERNATIONAL CAPITA H,"42,400","79,508","47,193"
CHINA INTERNATIONAL CAPTAL A,"6,300","33,108","25,673"
CHINA JUSHI CO LTD  A,"11,600","23,035","17,641"
CHINA LIFE INSURANCE CO A,"5,300","26,961","22,648"
CHINA LIFE INSURANCE CO H,"271,000","429,612","383,206"
CHINA LITERATURE LTD,"13,800","56,155","44,454"
CHINA LONGYUAN POWER GROUP H,"118,000","93,775","106,099"
CHINA MENGNIU DAIRY CO,"112,000","381,458","200,835"
CHINA MERCHANTS BANK A,"42,500","190,897","199,981"
CHINA MERCHANTS BANK H,"138,500","582,133","628,868"
CHINA MERCHANTS ENERGY  A,"20,200","16,919","23,491"
CHINA MERCHANTS EXPRESSWAY A,"13,800","22,402","22,525"
CHINA MERCHANTS PORT HOLDING,"46,000","67,830","68,463"
CHINA MERCHANTS SECURITIES A,"13,700","26,680","26,227"
CHINA MERCHANTS SHEKOU IND A,"14,700","27,300","17,783"
CHINA MINSHENG BANKING A,"58,100","30,469","30,305"
CHINA MINSHENG BANKING COR H,"258,000","84,965","89,223"
CHINA NATIONAL BUILDING MA H,"196,000","98,621","70,292"
CHINA NATIONAL CHEMICAL A,"17,000","18,589","19,279"
CHINA NATIONAL MEDICINES A,"1,400","6,083","5,933"
CHINA NATIONAL NUCLEAR POW A,"40,700","40,550","59,711"
CHINA NATIONAL SOFTWARE  A,"2,100","12,148","8,647"
CHINA NORTHERN RARE EARTH  A,"8,400","26,406","19,884"
CHINA OILFIELD SERVICES H,"68,000","81,103","65,323"
CHINA OVERSEAS LAND + INVEST,"132,000","289,951","228,921"
CHINA PACIFIC INSURANCE GR A,"14,800","59,458","56,747"
CHINA PACIFIC INSURANCE GR H,"94,600","231,209","230,944"
CHINA PETROLEUM + CHEMICAL A,"63,800","55,357","55,493"
CHINA PETROLEUM + CHEMICAL H,"920,000","541,687","596,255"
CHINA POWER INTERNATIONAL,"177,000","68,864","91,817"
CHINA RAILWAY GROUP LTD A,"42,900","40,452","38,495"
