0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
HOSHIZAKI CORP,"2,600","102,567","82,464"
HOTAI MOTOR COMPANY LTD,"11,000","240,682","210,903"
HOYA CORP,"10,000","1,140,156","1,162,812"
HSBC HOLDINGS PLC,"536,201","3,987,230","4,635,552"
HUA HONG SEMICONDUCTOR LTD,"21,000","55,183","59,309"
HUA NAN FINANCIAL HOLDINGS C,"310,000","200,668","252,269"
HUADIAN POWER INTL CORP A,"18,600","12,957","17,765"
HUADONG MEDICINE CO LTD A,"3,500","18,326","13,396"
HUAFON CHEMICAL CO LTD  A,"13,000","13,094","12,828"
HUAGONG TECH CO LTD A,"2,300","9,733","9,474"
HUALAN BIOLOGICAL ENGINEER A,"2,300","6,786","4,998"
HUANENG POWER INTL INC H,"196,000","98,395","145,354"
HUATAI SECURITIES CO LTD A,"12,600","28,159","21,485"
HUATAI SECURITIES CO LTD H,"48,800","65,736","53,942"
HUAXIA BANK CO LTD A,"33,000","25,291","29,067"
HUBEI JUMPCAN PHARMACEUT A,"1,900","6,745","8,292"
HUFVUDSTADEN AB A SHS,"18,719","210,957","221,831"
HUIZHOU DESAY SV AUTOMOTIV A,"1,200","23,231","14,383"
HULIC CO LTD,"86,500","789,040","766,003"
HUMANWELL HEALTHCARE GROUP A,"3,100","9,885","7,325"
HUNAN VALIN STEEL CO LTD  A,"15,500","13,364","9,450"
HUNDSUN TECHNOLOGIES INC A,"4,300","20,856","10,451"
HUSQVARNA AB B SHS,"10,170","80,835","81,570"
HWATSING TECHNOLOGY CO LTD A,886,"23,469","23,117"
HYBE CO LTD,805,"144,547","118,425"
HYDRO ONE LTD,"9,914","264,524","288,722"
HYGEIA HEALTHCARE HOLDINGS C,"12,800","69,556","46,151"
HYGON INFORMATION TECHNOLO A,"4,359","43,803","42,186"
HYPERA SA,"13,337","105,615","68,913"
HYSAN DEVELOPMENT CO,"108,000","223,046","155,207"
HYUNDAI ENGINEERING + CONST,"3,144","85,184","73,204"
HYUNDAI GLOVIS CO LTD,720,"95,347","114,551"
HYUNDAI MOBIS CO LTD,"2,225","395,292","406,529"
HYUNDAI MOTOR CO,"5,005","704,200","1,072,630"
HYUNDAI MOTOR CO LTD 2ND PRF,"1,151","90,810","153,188"
HYUNDAI MOTOR CO LTD PRF,764,"58,120","100,905"
HYUNDAI STEEL CO,"2,956","86,866","62,384"
IA FINANCIAL CORP INC,"2,694","168,656","169,139"
IBERDROLA SA,"167,278","1,930,380","2,171,981"
IBIDEN CO LTD,"3,100","166,964","126,189"
ICICI BANK LTD,"187,777","2,356,813","2,701,332"
ICICI LOMBARD GENERAL INSURA,"8,497","148,878","182,351"
