0,1,2,3,4,5
,,Mortgage Loans,,,
Security Name,Rate,Maturity Date,Par Value,Book Value,Market Value
DEFAULT MHLP,8.00,1/31/2050,"1,970,006","1,902,118","1,970,006"
JUMBO MHLP  885,1.00,12/14/2036,"469,047","460,865","432,072"
JUMBO MHLP 30 YEAR 890,6.09,6/15/2037,"368,603","396,494","387,632"
JUMBO MHLP 30 YEAR 892,6.23,9/20/2037,"377,756","395,380","378,242"
JUMBO MHLP 30 YEAR 895,6.15,12/20/2037,"673,473","673,332","637,475"
JUMBO MHLP 30 YEAR 897,6.02,3/20/2038,"512,538","531,031","476,992"
JUMBO MHLP 30 YEAR 898,6.21,6/20/2038,"592,949","582,492","540,382"
JUMBO MHLP 30 YEAR 901,5.90,8/19/2038,"444,451","453,175","435,401"
JUMBO MHLP 30 YEAR 904,6.28,12/12/2038,"591,973","548,544","520,412"
JUMBO MHLP 30 YEAR 913,1.00,12/10/2039,"258,117","258,832","239,109"
JUMBO MHLP 30 YEAR 915,4.27,3/12/2040,"85,377","81,437","73,392"
JUMBO MHLP 30 YR 888,1.00,3/15/2037,"487,357","496,012","451,713"
JUMBO MHLP 854,6.21,2/1/2033,"168,325","175,717","169,428"
JUMBO MHLP 856,1.00,6/1/2033,"541,408","547,800","524,562"
JUMBO MHLP 858,1.00,9/1/2033,"770,678","769,848","736,514"
JUMBO MHLP 860,1.00,12/15/2033,"220,446","217,252","207,846"
JUMBO MHLP 866,1.00,9/24/2034,"38,441","38,691","36,854"
JUMBO MHLP 868,1.00,12/30/2030,"554,985","523,324","493,855"
JUMBO MHLP 870,1.00,3/25/2035,"206,360","207,036","198,054"
JUMBO MHLP 872,1.00,7/25/2034,"356,766","362,246","344,777"
JUMBO MHLP 874,1.00,7/25/2034,"211,576","212,226","202,937"
JUMBO MHLP 876,1.00,12/19/2035,"158,094","173,601","151,876"
JUMBO MHLP 879,1.00,3/24/2036,"158,535","160,444","152,463"
JUMBO MHLP 882,1.00,9/19/2036,"107,848","109,154","104,477"
PERSONAL LOAN MHLP,6.75,1/31/2050,"138,140","142,827","128,244"
TOTAL,,,,"10,419,878","9,994,711"
