0,1,2,3,4,5
Security Name,Rate,Maturity Date,Par Value,Book Value,Market Value
PACTIV EVERGREEN GROUP,4.38,10/15/2028,"14,420,000","13,177,556","13,459,916"
PACTIV EVERGREEN GROUP,4.00,10/15/2027,"32,763,000","30,498,926","30,698,931"
PANTHER ESCROW ISSUER,7.13,6/1/2031,"79,865,000","80,430,926","80,776,260"
PARAMOUNT GLOBAL,1.00,3/30/2062,"10,971,000","9,451,144","9,675,325"
PARAMOUNT GLOBAL,1.00,2/28/2057,"7,800,000","6,604,889","6,385,548"
PARAMOUNT GLOBAL,4.95,5/19/2050,"6,257,000","4,600,086","4,373,580"
PARAMOUNT GLOBAL,4.60,1/15/2045,"5,000,000","3,551,554","3,381,850"
PARAMOUNT GLOBAL,5.85,9/1/2043,"42,762,000","41,019,484","33,588,696"
PARAMOUNT GLOBAL,4.38,3/15/2043,"266,000","288,188","176,422"
PARAMOUNT GLOBAL,4.85,7/1/2042,"6,583,000","6,781,182","4,781,694"
PARAMOUNT GLOBAL,6.88,4/30/2036,"10,000,000","9,421,835","9,356,500"
PARAMOUNT GLOBAL,5.50,5/15/2033,"1,295,000","1,192,746","1,114,166"
PARAMOUNT GLOBAL,4.20,5/19/2032,"1,000,000","1,085,269","817,390"
PARAMOUNT GLOBAL,7.88,7/30/2030,"15,200,000","16,800,073","15,590,944"
PAREXEL INTERNATIONAL CORP,1.00,11/15/2028,"5,959,517","5,958,646","5,968,813"
PARK INTERMED HOLDINGS,7.00,2/1/2030,"15,045,000","15,127,109","15,216,212"
PARK INTERMED HOLDINGS,4.88,5/15/2029,"33,338,000","30,722,570","31,262,710"
PARK INTERMED HOLDINGS,5.88,10/1/2028,"24,311,000","23,315,546","23,958,004"
PARKLAND CORP,4.63,5/1/2030,"12,075,000","11,055,680","11,020,007"
PARKLAND CORP,4.50,10/1/2029,"20,600,000","19,011,554","18,876,398"
PARKLAND CORP,5.88,7/15/2027,"14,200,000","13,986,218","14,027,896"
PATTERN ENERGY OP LP/PAT,4.50,8/15/2028,"18,460,000","17,432,039","17,090,268"
PAYPAL HOLDINGS INC,5.05,6/1/2052,"3,000,000","2,896,360","2,740,470"
PBF HOLDING CO LLC,7.88,9/15/2030,"7,925,000","7,943,928","8,108,226"
PBF HOLDING CO LLC,6.00,2/15/2028,"17,270,000","16,905,763","16,853,102"
PE PRJT BLUE SKY MTY 1012025,1.00,1/1/2025,"22,139,789","22,139,789","22,139,789"
PECO ENERGY CO,4.38,8/15/2052,"20,300,000","20,196,003","16,709,945"
PECO ENERGY CO,4.60,5/15/2052,"10,000,000","9,932,778","8,554,300"
PECO ENERGY CO,3.00,9/15/2049,"6,392,000","6,160,115","4,198,202"
PECO ENERGY CO,3.90,3/1/2048,"33,098,000","32,846,343","25,538,417"
PECO ENERGY CO,3.70,9/15/2047,"20,242,000","19,200,657","15,317,121"
PECO ENERGY CO,4.15,10/1/2044,"14,000,000","13,530,802","11,465,580"
PECO ENERGY CO,4.90,6/15/2033,"9,000,000","8,983,685","8,813,340"
PELABUHAN INDO PERSERO,4.25,5/5/2025,"11,900,000","11,768,952","11,766,363"
PENN MUTUAL LIFE INS CO,3.80,4/29/2061,"10,000,000","10,000,000","6,412,800"
PENNYMAC FIN SVCS INC,5.75,9/15/2031,"22,925,000","20,550,375","21,488,749"
PENNYMAC FIN SVCS INC,7.13,11/15/2030,"14,175,000","14,086,934","14,135,735"
PENNYMAC FIN SVCS INC,7.88,12/15/2029,"20,750,000","20,972,390","21,389,930"
PENNYMAC FIN SVCS INC,4.25,2/15/2029,"14,675,000","13,025,083","13,342,804"
PENNYMAC FIN SVCS INC,5.38,10/15/2025,"13,400,000","13,355,079","13,285,296"
PENSKE AUTOMOTIVE GROUP,3.75,6/15/2029,"15,909,000","14,352,302","14,359,782"
PENSKE AUTOMOTIVE GROUP,3.50,9/1/2025,"9,600,000","9,424,383","9,350,400"
PENTAIR FINANCE SARL,5.90,7/15/2032,"4,000,000","3,929,825","4,082,120"
PEPSICO INC,4.65,2/15/2053,"47,000,000","48,106,330","42,462,620"
PEPSICO INC,2.75,10/21/2051,"6,500,000","4,734,880","4,122,300"
PEPSICO INC,3.38,7/29/2049,"30,100,000","32,527,570","21,777,049"
PEPSICO INC,2.63,10/21/2041,"26,000,000","25,963,864","18,145,400"
PEPSICO INC,3.90,7/18/2032,"22,000,000","21,972,388","20,538,760"
PEPSICO SINGAPORE FIN,4.70,2/16/2034,"10,000,000","9,981,033","9,735,300"
PERFORMANCE FOOD GROUP I,4.25,8/1/2029,"27,585,000","25,421,246","25,104,833"
PERFORMANCE FOOD GROUP I,5.50,10/15/2027,"30,405,000","29,867,985","29,737,914"
PERMIAN RESOURC OPTG LLC,7.00,1/15/2032,"48,652,000","48,875,193","50,001,120"
PERMIAN RESOURC OPTG LLC,9.88,7/15/2031,"17,540,000","19,255,797","19,414,851"
