0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
UNITED INTEGRATED SERVICES,"791,600","5,262,912","8,930,737"
UNITED INTERNATIONAL TRANSPO,"51,262","1,009,087","1,202,435"
UNITED INTERNET AG REG SHARE,"147,843","3,179,953","3,188,052"
UNITED MICROELECTRONICS CORP,"71,935,201","102,288,120","123,508,182"
UNITED OVERSEAS BANK LTD,"5,853,687","110,407,731","135,322,644"
UNITED PLANTATIONS BHD,"313,900","1,369,077","1,630,218"
UNITED RENEWABLE ENERGY CO L,"1,967,673","1,162,560","827,931"
UNITED SPIRITS LTD,"465,123","4,889,399","7,120,780"
UNITED SUPER MARKETS HOLDING,"107,400","787,121","584,205"
UNITED TRACTORS TBK PT,"4,350,608","6,533,672","5,838,487"
UNITED UTILITIES GROUP PLC,"1,212,043","15,242,714","15,058,206"
UNITED WIRE FACTORIES COMPAN,"7,699","62,088","57,564"
UNITY OPTO TECHNOLOGY CO LTD,"990,971",0,0
UNIVERSAL CEMENT,"3,000","3,057","3,297"
UNIVERSAL MICROWAVE TECH,"55,000","342,159","489,959"
UNIVERSAL MUSIC GROUP NV,"1,243,291","35,649,915","37,016,870"
UNIVERSAL VISION BIOTECHNOLO,"79,640","716,993","612,497"
UNO MINDA LTD,"253,753","1,866,057","3,323,230"
UOA DEVELOPMENT BHD,"140,100","58,072","54,347"
UOL GROUP LTD,"2,592,772","12,480,561","9,948,286"
UPC TECHNOLOGY CORP,"1,375,034","560,263","521,366"
UPI SEMICONDUCTOR CORP,"75,000","653,515","668,126"
UPL LTD,"656,424","5,149,095","4,494,505"
UPM KYMMENE OYJ,"901,654","25,220,516","31,522,380"
USERJOY TECHNOLOGY CO LTD,"20,000","49,971","57,272"
USHA MARTIN LTD,"244,640","1,022,073","1,137,866"
USHIO INC,"154,019","2,081,261","2,003,043"
USI CORP,"1,348,467","727,831","636,016"
USINAS SIDER MINAS GER PF A,"900,700","1,843,492","1,282,672"
USS CO LTD,"2,076,000","17,439,454","17,467,773"
UT GROUP CO LTD,"44,200","1,304,814","894,388"
UTI ASSET MANAGEMENT CO LTD,"126,795","1,303,538","1,521,324"
V GUARD INDUSTRIES LTD,"236,948","811,889","1,224,980"
V.I.P. INDUSTRIES LTD,"101,834","789,164","592,361"
V.S. INDUSTRY BERHAD,"7,209,148","1,421,132","1,940,786"
VAIBHAV GLOBAL LTD,"78,796","675,826","291,613"
VALE INDONESIA TBK,"3,999,211","1,119,392","1,030,662"
VALE SA,"7,150,279","114,861,884","80,096,204"
VALE SA SP ADR,"147,462","1,800,081","1,647,151"
VALEO,"377,999","8,553,381","4,026,151"
VALIANT HOLDING AG REG,"27,981","3,532,664","3,169,914"
VALID SOLUCOES SA,"63,500","208,475","173,999"
