0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
ARCH CAPITAL GROUP LTD,"4,504","344,088","454,409"
ARGENX SE,"1,667","834,997","730,008"
ARISTOCRAT LEISURE LTD,"16,117","432,259","535,604"
ARKEMA,"1,855","189,835","161,334"
AROUNDTOWN SA,"123,250","206,638","259,629"
ASAHI GROUP HOLDINGS LTD,"15,200","590,566","536,243"
ASAHI KASEI CORP,"41,000","271,247","262,654"
ASE TECHNOLOGY HOLDING CO LT,"118,000","450,136","612,888"
ASELSAN ELEKTRONIK SANAYI,"47,918","68,843","85,653"
ASHOK LEYLAND LTD,"53,051","112,648","153,890"
ASHTEAD GROUP PLC,"12,271","817,606","819,331"
ASIA CEMENT CORP,"91,000","115,101","123,001"
ASIA VITAL COMPONENTS,"12,000","284,983","282,971"
ASIAN PAINTS LTD,"14,111","565,596","493,629"
ASICS CORP,"18,800","260,539","287,622"
ASM INTERNATIONAL NV,"1,257","609,147","958,930"
ASML HOLDING NV,"11,216","7,626,550","11,590,410"
ASPEN PHARMACARE HOLDINGS LT,"12,857","110,196","164,275"
ASR NEDERLAND NV,"4,004","172,879","191,005"
ASSA ABLOY AB B,"27,404","624,497","775,268"
ASSICURAZIONI GENERALI,"27,430","556,689","684,682"
ASSOCIATED BRITISH FOODS PLC,"10,116","260,136","316,366"
ASTELLAS PHARMA INC,"51,000","749,203","504,103"
ASTRA INTERNATIONAL TBK PT,"686,400","295,242","186,952"
ASTRAL LTD,"5,336","127,727","152,348"
ASTRAZENECA PLC,"43,746","5,906,724","6,832,781"
ASUSTEK COMPUTER INC,"25,000","308,768","383,768"
ASX LTD,"4,661","172,377","186,771"
ASYMCHEM LABORATORIES TIAN A,800,"14,052","7,245"
ATACADAO SA,"21,449","45,783","34,832"
ATLAS COPCO AB A SHS,"75,456","1,027,451","1,419,316"
ATLAS COPCO AB B SHS,"42,308","497,780","683,747"
ATLASSIAN CORP CL A,"1,899","390,328","335,895"
ATRIUM LJUNGBERG AB B SHS,"7,566","133,144","146,816"
AU SMALL FINANCE BANK LTD,"11,705","100,975","94,335"
AUCKLAND INTL AIRPORT LTD,"31,610","151,132","146,966"
AUO CORP,"221,000","121,581","121,258"
AURIZON HOLDINGS LTD,"53,032","123,051","129,274"
AUROBINDO PHARMA LTD,"9,305","115,269","134,753"
AUTO TRADER GROUP PLC,"29,282","223,796","296,567"
AUTOBIO DIAGNOSTICS CO LTD A,"1,100","6,964","6,974"
AVENUE SUPERMARTS LTD,"6,225","308,234","352,112"
