0,1,2,3
,Long-Term Care 2023-2024 Annual Investment Report,,
,Domestic Real Estate Investment Trusts (REITs),,
Security Name,Shares,Book Value,Market Value
SAFEHOLD INC,"8,648","170,741","166,820"
SBA COMMUNICATIONS CORP,"1,167","258,026","229,082"
SERVICE PROPERTIES TRUST,"28,980","230,420","148,957"
SIMON PROPERTY GROUP INC,"62,381","7,311,618","9,469,436"
SITE CENTERS CORP,"34,675","459,072","502,788"
SL GREEN REALTY CORP,"11,840","452,169","670,618"
STAG INDUSTRIAL INC,"32,836","1,191,481","1,184,066"
SUMMIT HOTEL PROPERTIES INC,"18,430","108,622","110,396"
SUN COMMUNITIES INC,"23,720","2,874,300","2,854,465"
SUNSTONE HOTEL INVESTORS INC,"36,844","336,189","385,388"
TANGER INC,"19,031","441,650","515,930"
TERRENO REALTY CORP,"17,058","1,024,947","1,009,492"
UDR INC,"62,872","2,459,111","2,587,183"
URBAN EDGE PROPERTIES,"21,585","354,086","398,675"
VENTAS INC,"77,182","3,274,179","3,956,349"
VERIS RESIDENTIAL INC,"13,979","248,050","209,685"
VICI PROPERTIES INC,"199,774","6,136,162","5,721,527"
VORNADO REALTY TRUST,"31,691","776,362","833,156"
WELLTOWER INC,"112,749","9,370,156","11,754,083"
WEYERHAEUSER CO,"8,386","269,109","238,079"
WP CAREY INC,"41,589","2,622,360","2,289,474"
XENIA HOTELS + RESORTS INC,"18,546","221,243","265,764"
TOTAL,,"191,394,306","199,469,455"
