0,1,2,3,4
Security Name,Rate,Maturity Date,Par Value,Book Value
HILCORP ENERGY I/HILCORP,6.00,2/1/2031,"25,359,000","23,675,900"
HILCORP ENERGY I/HILCORP,6.00,4/15/2030,"12,944,000","12,157,703"
HILCORP ENERGY I/HILCORP,5.75,2/1/2029,"28,754,000","27,452,416"
HILCORP ENERGY I/HILCORP,6.25,11/1/2028,"22,195,000","21,758,575"
HILLENBRAND INC,6.25,2/15/2029,"3,642,000","3,643,751"
HILTON DOMESTIC OPERATIN,6.13,4/1/2032,"2,000,000","1,990,167"
HILTON DOMESTIC OPERATIN,3.63,2/15/2032,"46,698,000","40,799,526"
HILTON DOMESTIC OPERATIN,4.00,5/1/2031,"34,351,000","31,036,475"
HILTON DOMESTIC OPERATIN,4.88,1/15/2030,"30,789,000","29,477,046"
HILTON DOMESTIC OPERATIN,3.75,5/1/2029,"24,610,000","22,776,886"
HILTON DOMESTIC OPERATIN,5.75,5/1/2028,"2,502,000","2,516,616"
HILTON DOMESTIC OPERATIN,5.38,5/1/2025,"17,314,000","17,276,056"
HILTON GRAND VAC BOR ESC,6.63,1/15/2032,"30,769,000","30,745,380"
HILTON GRAND VAC BOR ESC,4.88,7/1/2031,"16,045,000","14,291,936"
HILTON GRAND VAC BOR ESC,5.00,6/1/2029,"28,273,000","26,211,600"
HILTON WORLDWIDE FIN LLC,4.88,4/1/2027,"17,494,000","17,193,160"
HLF FIN SARL LLC/HERBALI,4.88,6/1/2029,"5,175,000","4,285,730"
HLF FIN SARL LLC/HERBALI,12.25,4/15/2029,"2,700,000","2,612,777"
HOLOGIC INC,3.25,2/15/2029,"40,985,000","36,812,038"
HOME DEPOT INC,3.63,4/15/2052,"32,000,000","31,332,319"
HOME DEPOT INC,2.75,9/15/2051,"30,000,000","27,532,960"
HOME DEPOT INC,2.38,3/15/2051,"8,000,000","6,059,694"
HOME DEPOT INC,3.35,4/15/2050,"19,560,000","19,660,196"
HOME DEPOT INC,4.50,12/6/2048,"22,434,000","24,453,569"
HOME DEPOT INC,4.25,4/1/2046,"12,530,000","13,837,372"
HOME DEPOT INC,4.88,2/15/2044,"14,276,000","15,331,945"
HOME DEPOT INC,5.95,4/1/2041,"21,506,000","26,736,901"
HOME DEPOT INC,3.30,4/15/2040,"38,006,000","38,536,731"
HOME DEPOT INC,5.88,12/16/2036,"15,628,000","17,645,194"
HOME DEPOT INC,4.95,6/25/2034,"20,000,000","19,809,314"
HOME DEPOT INC,4.50,9/15/2032,"12,000,000","12,067,871"
HOMER CITY GENERATION LP,8.73,10/1/2026,"736,747","619,991"
HONEYWELL INTERNATIONAL,5.35,3/1/2064,"10,000,000","9,975,605"
HONEYWELL INTERNATIONAL,5.25,3/1/2054,"10,000,000","9,977,751"
HONEYWELL INTERNATIONAL,5.00,3/1/2035,"15,000,000","14,959,215"
HOST HOTELS + RESORTS LP,5.70,7/1/2034,"10,000,000","9,834,161"
HOWARD HUGHES CORP,4.38,2/1/2031,"14,700,000","12,648,256"
HOWARD HUGHES CORP,4.13,2/1/2029,"17,825,000","15,811,647"
HOWARD HUGHES CORP,5.38,8/1/2028,"17,425,000","16,382,401"
HOWARD MIDSTREAM ENERGY,7.38,7/15/2032,"25,865,000","25,924,269"
HOWARD MIDSTREAM ENERGY,8.88,7/15/2028,"18,835,000","19,311,913"
HP ENTERPRISE CO,6.35,10/15/2045,"10,717,000","11,646,712"
HP ENTERPRISE CO,6.20,10/15/2035,"6,000,000","7,007,809"
HP INC,5.50,1/15/2033,"2,000,000","1,996,911"
HP INC,2.65,6/17/2031,"14,000,000","13,955,295"
HRT DNT / HRT DNT FIN,10.50,4/30/2028,"4,800,000","4,818,053"
HSBC HOLDINGS PLC,1.00,3/9/2044,"60,000,000","63,369,019"
HSBC HOLDINGS PLC,1.00,3/4/2035,"25,000,000","25,000,000"
HSBC HOLDINGS PLC,1.00,3/9/2034,"20,000,000","20,847,845"
HSBC HOLDINGS PLC,1.00,11/3/2033,"59,830,000","67,603,472"
HSBC HOLDINGS PLC,1.00,8/11/2033,"15,000,000","14,784,616"
HSBC HOLDINGS PLC,1.00,3/29/2033,"26,021,000","24,246,907"
HSBC HOLDINGS PLC,1.00,5/24/2032,"15,000,000","15,000,000"
