0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
PREMIER INVESTMENTS LTD,"142,941","2,003,882","2,973,681"
PRESIDENT CHAIN STORE CORP,"2,416,073","23,498,516","20,368,847"
PRESIDENT SECURITIES CORP,"2,712,041","1,895,941","2,461,951"
PRESS METAL ALUMINIUM HOLDIN,"5,895,200","5,076,549","7,197,955"
PRESTIGE ESTATE PROJ FOR,"191,185","2,929,210","4,339,386"
PRESTIGE INTERNATIONAL INC,"141,800","679,066","618,822"
PRIMA MARINE PCL NVDR,"2,992,900","627,097","701,381"
PRIMA MEAT PACKERS LTD,"69,785","1,150,709","1,033,371"
PRIMAX ELECTRONICS LTD,"742,000","1,527,929","2,154,538"
PRINCE HOUSING DEVELOPMENT,"402,000","161,334","148,698"
PRIO SA,"1,179,500","6,872,593","9,292,674"
PRO MEDICUS LTD,"103,647","5,588,263","9,916,599"
PROCTER + GAMBLE HEALTH LTD,"11,463","760,931","694,234"
PROFARMA DISTRIBUIDORA,"3,000","3,450","2,819"
PROMATE ELECTRONIC CO LTD,"42,000","108,624","122,991"
PROMOTORA Y OPERADORA DE INF,"405,890","4,010,846","3,757,133"
PROSIEBENSAT.1 MEDIA SE,"287,974","3,146,962","2,041,655"
PROSPERITY DIELECTRICS CO LT,"4,000","5,368","6,769"
PROSUS NV,"2,508,679","90,927,203","89,425,816"
PROXIMUS,"303,144","2,471,742","2,420,517"
PRUDENTIAL PLC,"4,525,164","58,384,073","41,096,536"
PRYSMIAN SPA,"525,288","19,025,288","32,551,846"
PSP SWISS PROPERTY AG REG,"206,955","23,307,052","26,554,542"
PT XL AXIATA TBK,"6,669,875","1,347,767","879,823"
PTC INDIA LTD,"345,655","791,871","853,907"
PTT EXPLOR + PROD PCL NVDR,"5,489,142","24,418,438","22,735,870"
PTT EXPLORATION + PROD FOR,"2,833,283","11,832,715","11,735,378"
PTT GLOBAL CHEMICAL PCL FOR,"3,217,900","4,857,451","2,674,459"
PTT GLOBAL CHEMICAL PCL NVDR,"745,400","794,095","619,548"
PTT OIL + RETAIL BUS FOREIGN,"3,902,500","2,940,267","1,701,478"
PTT OIL + RETAIL BUSINE NVDR,"116,100","50,647","50,647"
PTT PCL NVDR,"31,100,900","30,029,861","27,543,545"
PTT PCL/FOREIGN,"29,197,200","33,634,988","25,857,592"
PUBLIC BANK BERHAD,"75,356,435","78,509,280","64,214,705"
PUBLICIS GROUPE,"468,985","32,385,063","49,953,514"
PUMA SE,"130,592","8,946,687","6,000,221"
PUNJAB NATIONAL BANK,"4,524,888","5,053,462","6,688,545"
PURE HEALTH HOLDING PJSC,"2,671,900","3,611,418","3,077,094"
PVR INOX LTD,"105,291","2,062,732","1,802,307"
PYLON TECHNOLOGIES CO LTD A,"8,820","131,212","47,973"
Q HOLDING PJSC,"4,460,247","4,358,592","3,412,295"
Q TECHNOLOGY GROUP CO LTD,"663,000","613,359","349,870"
