0,1,2,3,4,5
,,Corporate Bonds,,,
Security Name,Rate,Maturity Date,Par Value,Book Value,Market Value
AMERIGAS PART/FIN CORP,5.88,8/20/2026,"1,144,000","1,115,202","1,108,433"
AMERIGAS PART/FIN CORP,5.50,5/20/2025,"128,000","126,444","127,602"
AMERITEX HOLDCO INTERMED,10.25,10/15/2028,"200,000","198,354","210,530"
AMGEN INC,5.75,3/2/2063,"1,765,000","1,702,659","1,730,459"
AMGEN INC,4.40,2/22/2062,"173,000","133,505","137,487"
AMGEN INC,5.65,3/2/2053,"295,000","285,002","290,684"
AMGEN INC,4.88,3/1/2053,"6,459,000","5,594,781","5,688,893"
AMGEN INC,4.20,2/22/2052,"203,000","158,546","160,402"
AMGEN INC,4.66,6/15/2051,"512,000","431,878","436,879"
AMGEN INC,3.38,2/21/2050,"500,000","344,727","351,240"
AMGEN INC,4.56,6/15/2048,"87,000","72,825","73,563"
AMGEN INC,4.40,5/1/2045,"1,153,000","952,686","969,754"
AMGEN INC,5.60,3/2/2043,"4,203,000","4,258,587","4,141,510"
AMGEN INC,5.15,11/15/2041,"121,000","111,454","112,845"
AMGEN INC,4.95,10/1/2041,"31,000","27,909","28,421"
AMGEN INC,3.15,2/21/2040,"953,000","707,491","712,253"
AMGEN INC,5.25,3/2/2033,"331,000","325,142","330,024"
ANALOG DEVICES INC,2.95,10/1/2051,"196,000","129,336","127,908"
ANALOG DEVICES INC,2.80,10/1/2041,"700,000","495,497","493,255"
ANGLO AMERICAN CAPITAL,6.00,4/5/2054,"200,000","197,256","197,872"
ANGLO AMERICAN CAPITAL,4.75,3/16/2052,"1,335,000","1,123,378","1,103,004"
ANGLO AMERICAN CAPITAL,3.95,9/10/2050,"200,000","150,288","147,220"
ANGLO AMERICAN CAPITAL,4.50,3/15/2028,"3,160,000","3,069,982","3,060,997"
ANGLOGOLD HOLDINGS PLC,3.75,10/1/2030,"1,800,000","1,522,974","1,573,308"
ANHEUSER BUSCH CO/INBEV,4.70,2/1/2036,"618,000","582,767","588,874"
ANHEUSER BUSCH INBEV FIN,4.63,2/1/2044,"65,000","57,950","57,891"
ANHEUSER BUSCH INBEV WOR,5.45,1/23/2039,"230,000","228,428","233,167"
ANHEUSER BUSCH INBEV WOR,8.20,1/15/2039,"152,000","188,842","193,273"
ANHEUSER BUSCH INBEV WOR,4.38,4/15/2038,"394,000","355,332","358,623"
ANTERO MIDSTREAM PART/FI,5.38,6/15/2029,"230,000","216,102","223,158"
ANTERO MIDSTREAM PART/FI,5.75,3/1/2027,"926,000","900,047","919,092"
ANTERO RESOURCES CORP,5.38,3/1/2030,"91,000","85,441","88,160"
ANTHEM INC,4.65,8/15/2044,"297,000","267,301","259,070"
ANYWHERE REAL EST/CO ISS,7.00,4/15/2030,"901,000","823,641","736,739"
AON GLOBAL LTD,4.60,6/14/2044,"121,000","106,943","103,151"
APACHE CORP,5.35,7/1/2049,"184,000","150,600","154,140"
APACHE CORP,4.75,4/15/2043,"1,600,000","1,218,787","1,274,208"
APACHE CORP,5.10,9/1/2040,"2,425,000","2,002,512","2,069,738"
APOLLO CMMRL REAL EST FI,4.63,6/15/2029,"1,991,000","1,665,361","1,670,130"
APOLLO GLOBAL MANAGEMENT,5.80,5/21/2054,"1,075,000","1,075,000","1,058,746"
APPALACHIAN POWER CO,4.50,3/1/2049,"173,000","137,882","136,705"
APPALACHIAN POWER CO,4.45,6/1/2045,"17,000","13,676","13,654"
APPALACHIAN POWER CO,4.40,5/15/2044,"44,000","35,012","35,071"
APPALACHIAN POWER CO,7.00,4/1/2038,"17,000","18,471","18,640"
APX GROUP INC,5.75,7/15/2029,"2,098,000","1,942,244","2,012,758"
APX GROUP INC,6.75,2/15/2027,"85,000","82,434","84,790"
ARCELORMITTAL,6.75,3/1/2041,"140,000","137,183","143,210"
ARCELORMITTAL,7.00,10/15/2039,"160,000","161,523","171,942"
ARCHROCK PARTNERS LP/FIN,6.25,4/1/2028,"360,000","356,185","356,641"
ARIZONA PUBLIC SERVICE,2.65,9/15/2050,"289,000","166,998","166,597"
ARIZONA PUBLIC SERVICE,4.25,3/1/2049,"260,000","196,572","202,969"
ARIZONA PUBLIC SERVICE,4.20,8/15/2048,"130,000","98,401","100,992"
ARIZONA PUBLIC SERVICE,3.75,5/15/2046,"27,000","19,365","19,877"
