0,1,2,3,4,5
,,Corporate Bonds,,,
Security Name,Rate,Maturity Date,Par Value,Book Value,Market Value
CINTAS CORPORATION NO. 2,4.00,5/1/2032,"18,000,000","17,991,960","16,884,900"
CISCO SYSTEMS INC,5.30,2/26/2054,"20,000,000","19,920,524","19,610,000"
CISCO SYSTEMS INC,5.50,1/15/2040,"9,000,000","9,622,457","9,141,120"
CISCO SYSTEMS INC,5.90,2/15/2039,"5,000,000","5,475,401","5,312,350"
CISCO SYSTEMS INC,5.05,2/26/2034,"5,000,000","5,027,976","4,995,200"
CITIGROUP INC,4.65,7/23/2048,"6,500,000","5,945,113","5,666,505"
CITIGROUP INC,4.75,5/18/2046,"8,000,000","6,991,468","6,858,720"
CITIGROUP INC,8.13,7/15/2039,"23,900,000","28,129,224","29,855,163"
CITIGROUP INC,1.00,6/11/2035,"25,000,000","25,000,000","24,830,500"
CITIGROUP INC,1.00,2/13/2035,"62,000,000","61,297,273","61,455,020"
CITIGROUP INC,1.00,5/25/2034,"61,000,000","61,264,806","62,046,150"
CITIGROUP INC,1.00,5/1/2032,"94,000,000","92,453,869","78,329,260"
CITIZENS FINANCIAL GROUP,1.00,4/25/2035,"35,000,000","35,263,685","36,205,400"
CITIZENS FINANCIAL GROUP,2.64,9/30/2032,"9,000,000","6,542,323","6,898,410"
CITIZENS FINANCIAL GROUP,1.00,1/23/2030,"23,000,000","22,986,969","22,923,180"
CIVITAS RESOURCES INC,8.75,7/1/2031,"37,724,000","39,286,492","40,390,332"
CIVITAS RESOURCES INC,8.63,11/1/2030,"21,549,000","22,264,656","23,129,188"
CIVITAS RESOURCES INC,8.38,7/1/2028,"62,759,000","64,279,245","65,847,998"
CIVITAS RESOURCES INC,5.00,10/15/2026,"2,000,000","1,925,357","1,948,440"
CLARIOS GLOBAL LP,6.75,5/15/2025,"17,438,000","17,442,960","17,447,765"
CLARIOS GLOBAL LP/US FIN,6.75,5/15/2028,"25,615,000","25,728,266","25,926,478"
CLARIOS GLOBAL LP/US FIN,8.50,5/15/2027,"49,493,000","49,592,364","49,795,402"
CLARIOS GLOBAL LP/US FIN,6.25,5/15/2026,"44,169,000","44,013,256","44,141,174"
CLARIV SCI HLD CORP,4.88,7/1/2029,"57,411,000","52,799,492","53,364,099"
CLARIV SCI HLD CORP,3.88,7/1/2028,"37,533,000","34,646,803","34,890,301"
CLEAN HARBORS INC,6.38,2/1/2031,"12,324,000","12,374,948","12,352,222"
CLEAN HARBORS INC,4.88,7/15/2027,"16,455,000","16,490,291","15,931,073"
CLEAR CHANNEL OUTDOOR HLDNGS I,1.00,8/21/2026,"4,809,339","4,760,873","4,809,339"
CLEAR CHANNEL OUTDOOR HO,7.88,4/1/2030,"28,137,000","28,000,846","28,322,423"
CLEAR CHANNEL OUTDOOR HO,9.00,9/15/2028,"29,166,000","29,773,342","30,444,346"
CLEAR CHANNEL OUTDOOR HO,7.75,4/15/2028,"5,992,000","5,370,578","5,250,550"
CLEAR CHANNEL OUTDOOR HO,5.13,8/15/2027,"68,870,000","65,076,176","65,786,690"
CLEARWAY ENERGY OP LLC,3.75,2/15/2031,"40,614,000","36,250,056","35,474,704"
CLEARWAY ENERGY OP LLC,4.75,3/15/2028,"43,868,000","41,674,884","41,869,374"
CLEVELAND CLIFFS INC,7.00,3/15/2032,"11,413,000","11,383,032","11,300,696"
CLEVELAND CLIFFS INC,6.75,4/15/2030,"25,314,000","24,815,907","25,089,212"
CLEVELAND CLIFFS INC,5.88,6/1/2027,"23,770,000","23,527,138","23,611,692"
CLOROX COMPANY,4.60,5/1/2032,"15,000,000","14,938,743","14,535,150"
CLOUD SOFTWARE GRP INC,8.25,6/30/2032,"51,396,000","51,652,999","52,397,194"
CLOUD SOFTWARE GRP INC,9.00,9/30/2029,"124,608,000","111,488,533","120,839,854"
CLOUD SOFTWARE GRP INC,6.50,3/31/2029,"148,324,000","135,618,685","142,487,451"
CLYDESDALE ACQUISITION,6.63,4/15/2029,"28,168,000","27,522,590","27,709,425"
CME GROUP INC,5.30,9/15/2043,"6,500,000","6,781,759","6,494,995"
CME GROUP INC,2.65,3/15/2032,"43,500,000","43,301,995","37,296,030"
CNA FINANCIAL CORP,5.13,2/15/2034,"8,000,000","7,892,794","7,748,960"
CNO FINANCIAL GROUP INC,6.45,6/15/2034,"30,000,000","30,017,378","29,982,600"
CNO GLOBAL FUNDING,2.65,1/6/2029,"12,500,000","12,488,224","10,947,750"
CNT PRNT/CDK GLO II/FIN,8.00,6/15/2029,"13,285,000","13,449,392","13,488,792"
CNTRL PARENT/CDK GLB INC,7.25,6/15/2029,"20,010,000","19,746,240","19,922,957"
CNX RESOURCES CORP,7.25,3/1/2032,"2,050,000","2,080,221","2,087,782"
CNX RESOURCES CORP,7.38,1/15/2031,"18,043,000","17,821,362","18,438,863"
CNX RESOURCES CORP,6.00,1/15/2029,"18,665,000","17,962,325","18,303,646"
COCA COLA CO/THE,5.40,5/13/2064,"13,000,000","12,917,986","12,883,910"
