0,1,2,3,4,5
,Rate,Maturity Date,Par Value,Book Value,Market Value
,5.75,1/15/2054,"2,955,000","3,026,984","2,940,786"
,5.65,1/15/2053,"1,963,000","1,863,007","1,935,420"
,3.40,10/15/2052,"4,736,000","3,282,829","3,232,604"
,3.00,2/15/2041,"3,191,000","2,309,867","2,280,448"
,4.38,4/15/2040,"500,000","408,548","433,265"
,5.05,7/15/2033,"391,000","385,674","382,464"
,3.38,7/9/2060,"228,000","155,968","145,649"
,3.18,7/9/2050,"708,000","493,518","468,512"
,3.03,7/9/2040,"760,000","577,505","550,225"
,8.63,6/1/2030,"1,232,000","1,275,918","1,314,606"
,6.00,12/31/2030,"422,000","381,923","393,498"
,7.38,2/15/2029,"255,000","255,000","256,257"
,6.00,3/1/2027,"700,000","677,527","689,647"
,9.38,2/1/2031,"1,505,000","1,560,680","1,589,084"
,9.00,2/1/2029,"147,000","147,315","154,325"
,5.00,7/15/2052,"347,000","305,321","310,832"
,4.45,6/15/2049,"173,000","139,578","144,569"
,4.30,6/15/2048,"87,000","69,146","70,520"
,4.35,5/15/2044,"21,000","16,922","17,301"
,4.10,6/15/2042,"48,000","38,624","39,457"
,6.50,2/15/2053,"5,018,000","5,230,315","5,272,814"
,6.25,7/1/2052,"1,358,000","1,315,477","1,371,729"
,4.95,4/15/2052,"3,400,000","2,835,628","2,892,414"
,6.50,3/30/2034,"1,230,000","1,310,857","1,302,017"
,8.25,5/1/2030,"135,000","135,000","138,505"
,5.13,8/1/2030,"430,000","397,232","412,134"
,5.75,1/15/2028,"635,000","619,162","629,476"
,5.40,2/1/2043,"600,000","522,110","544,032"
,5.00,9/15/2029,"1,712,000","1,526,374","1,510,652"
,4.63,3/15/2028,"3,055,000","2,814,391","2,765,997"
,4.63,11/15/2027,"669,000","636,344","644,903"
,5.52,3/1/2049,"893,000","763,431","826,445"
,4.90,3/6/2048,"161,000","126,591","136,188"
,5.21,3/8/2047,"214,000","176,452","189,591"
,4.67,3/6/2038,"150,000","122,973","132,113"
,7.05,6/20/2036,"198,000","207,789","215,677"
,3.88,10/15/2031,"1,959,000","1,580,832","1,655,708"
,4.00,4/15/2029,"700,000","613,109","632,149"
,6.75,5/15/2031,"194,000","192,112","196,995"
,6.13,6/15/2030,"277,000","267,841","275,280"
,4.38,1/15/2030,"309,000","276,757","286,329"
,4.25,6/1/2029,"384,000","346,373","357,508"
,6.13,10/1/2028,"1,050,000","1,009,630","1,044,362"
,4.63,6/15/2028,"205,000","190,880","195,000"
,5.13,11/1/2027,"345,000","330,915","337,607"
TERRAFORM POWER OPERATIN,4.75,1/15/2030,"676,000","596,958","616,512"
TERRAFORM POWER OPERATIN,5.00,1/31/2028,"308,000","285,685","294,306"
,4.33,11/15/2055,"21,000","17,834","17,927"
,2.33,11/15/2050,"217,000","121,736","127,208"
,5.05,5/18/2063,"382,000","362,035","354,175"
,5.15,2/8/2054,"85,000","82,794","81,302"
,4.10,8/16/2052,"248,000","205,097","202,197"
,2.70,9/15/2051,"1,269,000","820,967","789,686"
