0,1,2,3,4,5
,,Mortgage-Backed Securities,,,
Security Name,Rate,Maturity Date,Par Value,Book Value,Market Value
FED HM LN PC POOL RA9056,5.00,5/1/2053,"366,214","350,604","353,965"
FED HM LN PC POOL RJ0320,6.50,11/1/2053,"103,735","104,489","105,976"
FED HM LN PC POOL SB0657,3.00,4/1/2037,"356,972","326,122","331,664"
FED HM LN PC POOL SB0805,4.50,3/1/2038,"46,966","45,937","45,962"
FED HM LN PC POOL SB0816,1.50,6/1/2037,"463,201","396,204","395,415"
FED HM LN PC POOL SB0886,2.50,6/1/2037,"134,839","120,351","122,348"
FED HM LN PC POOL SD1465,5.00,8/1/2052,"39,043","36,883","37,997"
FED HM LN PC POOL SD2293,3.50,8/1/2052,"725,152","646,843","649,304"
FED HM LN PC POOL SD2666,5.00,3/1/2053,"678,349","649,852","656,337"
FED HM LN PC POOL SD2873,3.00,1/1/2052,"1,542,229","1,338,719","1,330,175"
FED HM LN PC POOL SD2923,6.00,5/1/2053,"276,151","276,109","277,139"
FED HM LN PC POOL SD3804,2.00,5/1/2051,0,0,0
FED HM LN PC POOL SD3810,4.00,7/1/2049,"1,732,444","1,593,755","1,610,180"
FED HM LN PC POOL SD3812,2.50,2/1/2051,"1,528,928","1,242,278","1,258,914"
FED HM LN PC POOL SD3815,4.00,2/1/2050,"699,976","643,477","651,452"
FED HM LN PC POOL SD7524,3.00,8/1/2050,"1,744,762","1,523,740","1,514,540"
FED HM LN PC POOL SD8106,2.00,11/1/2050,"4,315,033","3,449,925","3,401,093"
FED HM LN PC POOL SD8145,1.50,5/1/2051,"120,865","89,776","90,247"
FED HM LN PC POOL SD8146,2.00,5/1/2051,"8,711,971","6,753,403","6,847,258"
FED HM LN PC POOL SD8183,2.50,12/1/2051,"2,125,667","1,743,227","1,740,664"
FED HM LN PC POOL SD8189,2.50,1/1/2052,"2,011,358","1,649,453","1,646,436"
FHLMC MULTIFAMILY STRUCTURED P,2.36,10/25/2036,"173,000","129,859","132,120"
FHLMC MULTIFAMILY STRUCTURED P,2.44,2/25/2036,"518,000","398,401","405,473"
FHLMC MULTIFAMILY STRUCTURED P,2.01,12/25/2035,"433,000","318,736","324,618"
FHLMC MULTIFAMILY STRUCTURED P,1.72,5/25/2035,"1,126,000","817,155","828,093"
FHLMC MULTIFAMILY STRUCTURED P,1.00,6/25/2034,"1,690,000","1,658,078","1,688,012"
FHLMC MULTIFAMILY STRUCTURED P,5.15,12/25/2033,"3,000,000","3,116,575","3,071,302"
FHLMC MULTIFAMILY STRUCTURED P,4.25,4/25/2033,"357,000","338,989","342,639"
FHLMC MULTIFAMILY STRUCTURED P,1.00,1/25/2033,"2,000,000","1,883,690","1,934,779"
FHLMC MULTIFAMILY STRUCTURED P,1.00,11/25/2032,"2,000,000","1,810,594","1,858,832"
FHLMC MULTIFAMILY STRUCTURED P,2.25,2/25/2032,"918,000","763,961","771,486"
FHLMC MULTIFAMILY STRUCTURED P,2.25,1/25/2032,"693,000","576,753","582,680"
FHLMC MULTIFAMILY STRUCTURED P,2.48,1/25/2032,"8,000,000","6,827,207","6,846,606"
FHLMC MULTIFAMILY STRUCTURED P,2.13,11/25/2031,"179,000","148,313","149,847"
FHLMC MULTIFAMILY STRUCTURED P,5.03,10/25/2031,"8,000,000","7,999,695","8,057,934"
FHLMC MULTIFAMILY STRUCTURED P,1.85,7/25/2031,"347,000","284,906","287,861"
FHLMC MULTIFAMILY STRUCTURED P,2.02,3/25/2031,"468,000","391,947","396,000"
FHLMC MULTIFAMILY STRUCTURED P,3.08,1/25/2031,"8,000,000","7,199,433","7,256,616"
FHLMC MULTIFAMILY STRUCTURED P,1.62,12/25/2030,"453,000","371,606","375,165"
FHLMC MULTIFAMILY STRUCTURED P,1.00,11/25/2030,"76,000","71,737","72,553"
FHLMC MULTIFAMILY STRUCTURED P,1.49,11/25/2030,"2,100,000","1,770,212","1,733,186"
FHLMC MULTIFAMILY STRUCTURED P,1.55,10/25/2030,"3,066,000","2,484,074","2,532,842"
FHLMC MULTIFAMILY STRUCTURED P,1.49,9/25/2030,"520,000","426,201","429,836"
FHLMC MULTIFAMILY STRUCTURED P,1.34,6/25/2030,"2,079,000","1,704,578","1,719,142"
FHLMC MULTIFAMILY STRUCTURED P,1.37,6/25/2030,"57,000","46,667","47,045"
FHLMC MULTIFAMILY STRUCTURED P,1.48,4/25/2030,"74,000","61,530","62,045"
FHLMC MULTIFAMILY STRUCTURED P,1.87,1/25/2030,"347,000","296,365","298,856"
FHLMC MULTIFAMILY STRUCTURED P,3.95,12/25/2029,"389,122","378,116","380,648"
FHLMC MULTIFAMILY STRUCTURED P,2.54,10/25/2029,"693,000","617,052","622,165"
