0,1,2,3,4,5
,,Mortgage-Backed Securities,,,
Security Name,Rate,Maturity Date,Par Value,Book Value,Market Value
FNMA POOL AC0380,4.50,7/1/2039,"34,111","35,976","33,150"
FNMA POOL AC1092,4.50,7/1/2039,"84,939","92,925","82,548"
FNMA POOL AC1258,4.00,8/1/2039,"375,936","412,741","355,205"
FNMA POOL AC1541,4.50,9/1/2039,"2,238","2,425","2,175"
FNMA POOL AC1877,4.50,9/1/2039,"4,581","5,000","4,452"
FNMA POOL AC1892,4.50,9/1/2039,"19,023","20,810","18,487"
FNMA POOL AC3414,4.50,11/1/2039,"566,420","618,539","550,470"
FNMA POOL AC3657,4.50,10/1/2039,"11,341,096","12,398,124","11,021,742"
FNMA POOL AC3668,4.50,10/1/2039,"63,642","69,596","61,850"
FNMA POOL AC4563,4.50,2/1/2039,"107,177","114,622","104,156"
FNMA POOL AC5047,4.50,10/1/2039,709,775,689
FNMA POOL AC5400,4.50,10/1/2039,"1,069","1,169","1,039"
FNMA POOL AC5518,5.00,12/1/2039,"5,267","5,494","5,230"
FNMA POOL AC5566,4.50,2/1/2040,"2,697","2,953","2,621"
FNMA POOL AC5585,5.00,2/1/2040,"82,086","92,132","81,515"
FNMA POOL AC6118,4.50,11/1/2039,"17,419","19,019","16,929"
FNMA POOL AC6263,4.50,12/1/2039,"2,754","3,013","2,677"
FNMA POOL AC6608,4.50,11/1/2039,"791,936","776,305","769,636"
FNMA POOL AC7311,4.50,11/1/2039,"269,415","291,758","261,829"
FNMA POOL AC7330,4.50,12/1/2039,"2,703","2,946","2,627"
FNMA POOL AC7870,4.50,2/1/2040,"7,662","8,388","7,446"
FNMA POOL AC8634,4.50,1/1/2040,"1,702,832","1,864,708","1,654,882"
FNMA POOL AC9288,4.50,3/1/2041,"2,114","2,295","2,051"
FNMA POOL AC9294,4.50,5/1/2041,"1,925","2,111","1,868"
FNMA POOL AC9302,4.50,7/1/2041,"623,511","677,189","604,953"
FNMA POOL AC9313,4.50,11/1/2041,"189,765","206,222","184,117"
FNMA POOL AC9518,4.50,1/1/2040,"1,477","1,608","1,436"
FNMA POOL AD0127,1.00,7/1/2039,709,750,734
FNMA POOL AD0213,1.00,9/1/2039,"1,432","1,514","1,482"
FNMA POOL AD0496,1.00,10/1/2039,"2,105","2,226","2,178"
FNMA POOL AD0526,1.00,12/1/2038,"8,246","8,716","8,536"
FNMA POOL AD0640,1.00,3/1/2039,"2,438","2,578","2,523"
FNMA POOL AD1075,4.50,3/1/2040,553,605,537
FNMA POOL AD2004,4.50,3/1/2040,"1,236","1,353","1,201"
FNMA POOL AD2341,4.50,3/1/2040,"20,379","22,275","19,793"
FNMA POOL AD3072,4.50,4/1/2040,"1,333","1,459","1,294"
FNMA POOL AD3125,4.50,5/1/2040,"2,190","2,390","2,127"
FNMA POOL AD3795,4.50,4/1/2040,"3,152","3,451","3,061"
FNMA POOL AD3907,3.50,10/1/2025,"8,889","8,942","8,780"
FNMA POOL AD4452,4.50,4/1/2040,"332,209","360,491","322,653"
FNMA POOL AD6041,4.50,7/1/2040,"17,778","18,770","17,266"
FNMA POOL AD6049,5.00,7/1/2040,"21,115","22,734","20,966"
FNMA POOL AD6927,4.50,6/1/2040,"1,037,994","1,016,902","1,008,167"
FNMA POOL AD6960,4.50,7/1/2040,"8,166","8,940","7,931"
FNMA POOL AD7887,4.50,6/1/2040,"7,152,087","7,832,949","6,946,567"
FNMA POOL AD7916,4.50,7/1/2040,"2,106,129","2,305,544","2,045,608"
FNMA POOL AD8035,4.50,8/1/2040,"2,476","2,696","2,405"
FNMA POOL AD8037,4.50,8/1/2040,"554,894","585,908","538,948"
FNMA POOL AD9687,4.00,8/1/2040,"1,130","1,220","1,067"
