0,1,2,3,4,5
,,Asset-Backed Securities,,,
Security Name,Rate,Maturity Date,Par Value,Book Value,Market Value
OWNIT MORTGAGE LOAN NIM,5.00,8/25/2036,"939,567",0,0
PALMER SQUARE CLO LTD,1.00,4/18/2037,"258,100,000","258,100,000","260,155,767"
PALMER SQUARE CLO LTD,1.00,7/20/2034,"285,000,000","285,000,000","284,912,400"
PARALLEL LTD,1.00,4/20/2031,"140,101,734","140,101,734","140,129,755"
RRAM,1.00,1/15/2030,"293,903,132","293,903,132","294,343,987"
SAIL NET INTEREST MARGIN NOTES,7.35,11/27/2033,"89,124",1,"259,953"
SOUND POINT CLO LTD,1.00,10/20/2031,"260,000,000","260,000,000","260,520,000"
SOUND POINT CLO LTD,1.00,4/18/2031,"35,389,787","35,389,787","35,389,787"
SYMPHONY CLO LTD,1.00,7/24/2036,"248,000,000","248,000,000","249,636,800"
SYMPHONY CLO LTD,1.00,4/23/2035,"47,000,000","46,985,519","46,988,875"
TEACHERS INSURANCE AND ANNUITY,1.00,1/16/2031,"54,610,263","54,610,263","54,632,107"
TIAA CLO LTD,1.00,1/20/2032,"165,509,369","165,509,369","165,790,735"
VOYA CLO LTD,1.00,4/19/2031,"22,468,292","22,220,837","22,479,526"
TOTAL,,,,"10,548,638,473","10,543,506,545"
