0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
PEMBINA PIPELINE CORP,"993,566","34,465,956","36,857,347"
PENGDU AGRICULTURE + ANIMA A,"725,600","198,682","43,730"
PENNON GROUP PLC,"450,531","4,449,991","3,266,470"
PENTA OCEAN CONSTRUCTION CO,"476,700","2,709,207","1,961,803"
PENTAIR PLC,"303,516","13,276,875","23,270,602"
PENTAMASTER CORP BHD,"789,800","650,432","840,455"
PEOPLE + TECHNOLOGY INC,"31,774","1,281,511","1,551,192"
PEOPLE S INSURANCE CO GROU H,"53,146,336","17,849,033","18,243,228"
PEOPLE.CN CO LTD A,"45,500","150,967","124,581"
PEPKOR HOLDINGS LTD,"3,854,083","4,338,532","3,953,316"
PEPTIDREAM INC,"144,600","3,848,078","2,239,212"
PERENTI LTD,"1,501,838","1,470,389","1,003,012"
PERFECT WORLD CO LTD A,"65,034","104,302","67,704"
PERION NETWORK LTD,"71,329","1,399,280","600,404"
PERNOD RICARD SA,"295,188","43,151,001","40,089,356"
PERPETUAL LTD,"185,609","3,827,570","2,641,573"
PERRIGO CO PLC,"237,998","16,627,264","6,111,801"
PERSEUS MINING LTD,"2,399,570","2,794,236","3,766,005"
PERSIMMON PLC,"557,181","12,480,264","9,526,458"
PERSISTENT SYSTEMS LTD,"167,116","5,516,513","8,500,180"
PERSOL HOLDINGS CO LTD,"4,628,700","7,123,839","6,408,138"
PERUSAHAAN GAS NEGARA TBK PT,"27,501,200","3,244,763","2,586,293"
PETRINDO JAYA KREASI TBK PT,"2,666,300","1,060,165","1,424,757"
PETROBRAS  PETROLEO BRAS,"8,760,300","57,085,687","63,686,038"
PETROBRAS  PETROLEO BRAS PR,"14,499,601","88,842,309","99,327,533"
PETROCHINA CO LTD A,"21,544,825","28,701,421","30,454,344"
PETROCHINA CO LTD H,"109,904,400","63,390,726","111,207,926"
PETROLEO BRASIL SP PREF  ADR,"448,895","5,608,646","6,122,928"
PETROLEO BRASILEIRO SPON ADR,"2,129,767","28,327,236","30,860,324"
PETRONAS CHEMICALS GROUP BHD,"8,401,700","13,409,381","11,237,889"
PETRONAS DAGANGAN BHD,"388,500","1,811,022","1,436,328"
PETRONAS GAS BHD,"1,533,400","5,867,862","5,792,309"
PETRONET LNG LTD,"1,226,494","3,741,398","4,857,579"
PETRORECONCAVO SA,"289,803","1,298,367","967,327"
PETS AT HOME GROUP PLC,"829,731","2,891,260","3,098,413"
PEXA GROUP LTD,"231,319","2,258,290","2,130,375"
PFIZER LIMITED,"19,475","992,550","1,057,658"
PHARMAESSENTIA CORP,"245,000","2,860,584","4,229,160"
PHARMALLY INTERENATIONAL HOL,"106,081",0,0
PHARMARESEARCH CO LTD,"11,201","1,093,143","1,210,832"
PHARMARON BEIJING CO LTD A,"66,556","194,452","169,379"
PHARMARON BEIJING CO LTD H,"410,373","1,547,608","444,156"
