0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
ASPEED TECHNOLOGY INC,"56,763","5,173,580","8,468,564"
ASPEN PHARMACARE HOLDINGS LT,"603,920","6,096,506","7,716,875"
ASR NEDERLAND NV,"427,798","19,945,910","20,407,547"
ASROCK INC,"4,000","30,175","28,235"
ASSA ABLOY AB B,"1,744,242","34,743,095","49,345,193"
ASSET WORLD CORP PCL FOREIGN,"9,763,200","1,705,864","925,838"
ASSET WORLD CORP PCL NVDR,"27,900","2,871","2,646"
ASSICURAZIONI GENERALI,"3,926,407","80,877,115","98,010,922"
ASSOCIATED BRITISH FOODS PLC,"606,863","15,678,518","18,978,973"
ASSURED GUARANTY LTD,"127,847","7,815,822","9,863,401"
ASTELLAS PHARMA INC,"8,021,334","112,220,916","79,285,845"
ASTER DM HEALTHCARE LTD,"365,752","1,409,932","1,520,504"
ASTRA INDUSTRIAL GROUP,"73,753","3,285,938","3,070,748"
ASTRA INTERNATIONAL TBK PT,"99,433,400","43,257,801","27,082,318"
ASTRA OTOPARTS TBK PT,"117,200","14,488","13,563"
ASTRAL LTD,"187,008","3,750,732","5,339,609"
ASTRAZENECA PLC,"3,123,438","335,172,018","487,856,428"
ASTRAZENECA PLC SPONS ADR,"31,733","1,302,315","2,474,857"
ASUSTEK COMPUTER INC,"2,728,284","31,181,337","41,881,468"
ASX LTD,"324,551","14,484,346","13,005,086"
ASYMCHEM LABORATORIES TIAN A,"12,738","181,182","114,804"
ATA IMS BHD,"62,000","4,216","6,374"
ATACADAO SA,"1,212,505","2,502,684","1,969,025"
ATEN INTERNATION CO LTD,"2,000","5,144","5,129"
ATKINSREALIS GROUP INC,"323,000","7,321,010","13,979,039"
ATLAS ARTERIA,"1,854,789","7,658,821","6,329,877"
ATLAS COPCO AB A SHS,"4,625,874","47,503,237","87,013,308"
ATLAS COPCO AB B SHS,"4,491,274","28,443,206","72,584,805"
ATLASSIAN CORP CL A,"276,162","44,802,815","48,847,573"
ATOM CORP,"199,600","1,178,993","897,122"
ATUL LTD,"23,750","2,105,124","1,845,472"
AU SMALL FINANCE BANK LTD,"382,701","2,217,061","3,084,371"
AUB GROUP LTD,"157,705","2,121,349","3,337,696"
AUCKLAND INTL AIRPORT LTD,"2,131,588","9,077,968","9,910,478"
AUDINATE GROUP LTD,"133,292","1,871,606","1,409,172"
AUDIX CORP,"24,000","53,817","56,150"
AUO CORP,"33,078,692","17,689,489","18,149,614"
AURAS TECHNOLOGY CO LTD,"110,000","1,331,653","2,736,310"
AUREN ENERGIA SA   ON,"919,655","2,460,813","2,043,202"
AURIZON HOLDINGS LTD,"3,166,429","10,869,138","7,718,656"
AUROBINDO PHARMA LTD,"392,965","3,948,425","5,690,856"
AURORA CORP,"24,000","54,062","56,002"
