0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
CHUNGHWA PRECISION TEST TECH,"25,000","615,002","352,172"
CHUNGHWA TELECOM CO LTD,"16,219,290","58,557,003","62,744,352"
CIA DE DISTRIBUCION INTEGRAL,"102,028","2,550,209","2,889,028"
CIA DE SANEAMENTO DO PA UNIT,"597,900","2,632,344","2,966,658"
CIA DE TRANSMISSAO DE ENE PF,"68,223","369,859","322,545"
CIA ENERGETICA MINAS GER PRF,"3,724,814","6,640,685","6,632,389"
CIA SANEAMENTO BASICO DE ADR,"24,079","338,432","323,863"
CIA SANEAMENTO BASICO DE SP,"659,040","8,389,224","8,895,369"
CIA SANEAMENTO MINAS GERAIS,"599,564","2,550,263","2,254,952"
CIA SIDERURGICA NACIONAL SA,"1,133,567","2,868,415","2,634,707"
CIE AUTOMOTIVE INDIA LTD,"170,022","827,201","1,166,890"
CIE AUTOMOTIVE SA,"69,863","1,472,877","1,943,026"
CIE FINANCIERE RICHEMO A REG,"996,424","90,482,684","155,518,327"
CIELO SA,"1,607,737","1,743,974","1,629,628"
CIMB GROUP HOLDINGS BHD,"44,317,668","54,127,629","63,881,323"
CIMC ENRIC HOLDINGS LTD,"1,072,000","792,468","1,080,763"
CIPLA LTD,"1,082,374","14,113,021","19,220,977"
CIPUTRA DEVELOPMENT TBK PT,"13,235,852","1,001,959","913,541"
CITI PACIFIC SPECIAL STEE A,"207,733","469,843","386,116"
CITIC LTD,"12,733,596","14,561,941","11,579,851"
CITIC SECURITIES CO A,"3,073,065","9,178,357","7,673,350"
CITIC SECURITIES CO LTD H,"3,321,246","6,362,050","4,892,382"
CITIC TELECOM INTERNATIONAL,"2,506,000","852,736","841,004"
CITIZEN WATCH CO LTD,"420,800","1,771,866","2,812,142"
CITY CEMENT CO,"7,769","38,606","40,050"
CITY DEVELOPMENTS LTD,"865,554","5,079,746","3,295,552"
CITY UNION BANK LTD,"528,681","1,209,282","1,059,315"
CJ CHEILJEDANG CORP,"23,160","5,599,777","6,486,196"
CJ CORP,"22,598","1,719,654","1,994,671"
CJ ENM CO LTD,"22,623","2,598,226","1,383,882"
CJ LOGISTICS,"15,318","1,489,589","1,058,307"
CK ASSET HOLDINGS LTD,"9,410,253","55,213,376","35,255,002"
CK HUTCHISON HOLDINGS LTD,"13,447,736","121,489,430","64,419,055"
CK INFRASTRUCTURE HOLDINGS L,"2,522,146","17,125,425","14,246,310"
CK POWER LTD FOREIGN,"5,284,230","770,298","564,458"
CKD CORP,"101,600","1,318,778","2,008,513"
CLAL INSURANCE ENTERPR HLDGS,"113,353","1,760,244","1,606,476"
CLARIANT AG REG,"373,033","5,927,855","5,869,944"
CLARIVATE PLC,"812,464","13,748,526","4,622,964"
CLASSYS INC,"41,734","1,284,402","1,540,203"
CLEAN SCIENCE + TECHNOLOGY L,"38,078","867,418","653,265"
CLEANAWAY CO LTD,"122,000","783,904","682,610"
