0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
CEAT LTD,"31,599","842,638","1,069,328"
CECEP SOLAR ENERGY CO LT A,"147,500","118,498","95,159"
CECEP WIND POWER CORP A,"214,010","96,624","87,649"
CELCOMDIGI BHD,"5,931,000","5,951,029","4,626,632"
CELESTICA INC,"242,546","11,175,413","13,887,694"
CELLNEX TELECOM SA,"2,485,205","127,275,977","80,891,092"
CELLTRION INC,"243,949","27,905,294","30,890,282"
CELLTRION PHARM INC,"34,840","2,819,154","2,247,595"
CEMBRA MONEY BANK AG,"48,117","3,735,396","4,107,064"
CEMEX SAB CPO,"27,380,707","16,836,345","17,534,878"
CENOVUS ENERGY INC,"2,396,222","38,271,184","47,091,119"
CENTAMIN PLC,"2,098,830","3,800,674","3,207,634"
CENTER LABORATORIES INC,"766,053","1,077,588","1,284,568"
CENTRAIS ELETRICAS BRAS PR B,"427,500","3,625,033","3,086,344"
CENTRAIS ELETRICAS BRASILIER,"1,961,100","16,010,921","12,657,572"
CENTRAL DEPOSITORY SERVICES,"81,132","1,624,454","2,322,621"
CENTRAL GLASS CO LTD,"40,000","864,085","931,253"
CENTRAL JAPAN RAILWAY CO,"4,445,595","147,338,840","95,981,459"
CENTRAL PATTANA PCL NVDR,"134,900","253,015","203,118"
CENTRAL PATTANA PUB CO FOREI,"4,831,300","9,048,083","7,273,774"
CENTRAL PLAZA HOTEL PCL FRGN,"925,900","1,042,403","1,002,916"
CENTRAL RETAIL CORP FOREIGN,"4,656,200","4,395,913","3,901,578"
CENTRAL RETAIL CORP PCL NVDR,"6,055,600","6,740,157","5,074,192"
CENTRICA PLC,"10,454,385","22,632,215","17,829,046"
CENTURY IRON + STEEL INDUS,"260,000","1,473,159","2,420,417"
CENTURY PLYBOARDS INDIA LTD,"89,232","744,315","817,078"
CENTURY TEXTILES + INDS LTD,"77,731","1,194,147","2,158,412"
CERA SANITARYWARE LTD,"8,177","814,473","851,487"
CESC LTD,"962,355","1,115,608","1,876,544"
CETC CYBERSPACE SECURITY T A,"35,600","121,005","69,388"
CETTIRE LTD,"348,064","835,912","271,972"
CG POWER AND INDUSTRIAL SOLU,"1,036,241","4,488,405","8,757,966"
CGI INC,"1,061,163","73,813,493","105,895,437"
CGN NEW ENERGY HOLDINGS CO L,"2,218,000","608,746","724,431"
CGN POWER CO LTD H,"59,304,412","16,330,549","26,130,479"
CGN PWR CO LTD,"826,300","428,441","524,022"
CH. KARNCHANG PUB CO FORGN,"1,496,500","1,054,747","815,587"
CHABIOTECH CO LTD,"74,717","908,251","841,321"
CHAILEASE HOLDING CO LTD,"2,155,331","9,281,113","10,198,224"
CHALET HOTELS LTD,"98,787","897,078","951,709"
CHALLENGER LTD,"820,732","3,458,621","3,842,424"
CHAMBAL FERTILISERS + CHEM,"243,326","816,960","1,478,906"
