0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
T+D HOLDINGS INC,"1,292,080","18,668,048","22,558,822"
T3EX GLOBAL HOLDINGS CORP,"25,000","72,567","75,135"
TA ANN HOLDINGS BERHAD,"52,000","44,592","41,997"
TA CHEN STAINLESS PIPE CO,"5,726,584","6,477,861","6,337,080"
TA I TECHNOLOGY CO LTD,"28,000","43,514","45,658"
TA YA ELECTRIC WIRE + CABLE,"962,000","1,205,640","1,654,666"
TABCORP HOLDINGS LTD,"4,000,182","2,158,414","1,870,104"
TADANO LTD,"181,400","1,445,616","1,277,109"
TAG IMMOBILIEN AG,"280,431","4,098,273","4,108,552"
TAI TECH ADVANCED ELECTRONIC,"71,000","281,747","307,492"
TAICHUNG COMMERCIAL BANK,"6,051,439","2,464,833","3,413,636"
TAIFLEX SCIENTIFIC CO LTD,"250,000","404,618","448,500"
TAIHAN ELECTRIC WIRE CO LTD,"100,687","1,096,425","1,211,320"
TAIHEIYO CEMENT CORP,"577,558","11,194,582","14,498,192"
TAIJI COMPUTER CORP LTD A,"24,600","106,881","75,982"
TAIKISHA LTD,"51,900","1,311,194","1,716,453"
TAIMED BIOLOGICS INC,"297,371","1,212,696","818,560"
TAINAN SPINNING,"1,658,265","777,902","881,745"
TAISEI CORP,"529,251","17,310,273","19,579,589"
TAISHIN FINANCIAL HOLDING,"59,232,774","23,889,575","34,416,959"
TAIWAN ASIA SEMICONDUCTOR CO,"579,000","916,111","746,919"
TAIWAN BUSINESS BANK,"21,073,239","8,602,007","11,822,294"
TAIWAN COGENERATION CORP,"636,673","684,727","940,051"
TAIWAN COOPERATIVE FINANCIAL,"51,568,244","29,954,196","41,328,987"
TAIWAN FERTILIZER CO LTD,"1,146,000","2,067,318","2,271,435"
TAIWAN FIRE + MARINE INSURAN,"104,000","90,325","87,037"
TAIWAN FU HSING INDUSTRIAL,"317,000","539,697","518,863"
TAIWAN GLASS IND CORP,"2,115,000","1,061,897","1,261,522"
TAIWAN HIGH SPEED RAIL CORP,"3,148,000","3,267,057","2,950,058"
TAIWAN HON CHUAN ENTERPRISE,"466,642","1,367,696","2,466,895"
TAIWAN MASK CORPORATION,"185,000","571,070","433,967"
TAIWAN MOBILE CO LTD,"7,111,312","24,977,494","23,454,846"
TAIWAN NAVIGATION CO LTD,"458,000","516,752","537,179"
TAIWAN PAIHO LTD,"374,299","819,563","737,307"
TAIWAN PCB TECHVEST CO LTD,"242,000","300,650","293,162"
TAIWAN SAKURA CORP,"125,000","341,199","350,631"
TAIWAN SANYO ELECTRIC CO,"1,000","1,563","1,413"
TAIWAN SECOM,"508,680","1,618,188","2,061,928"
TAIWAN SEMICONDUCTOR CO LTD,"345,000","620,599","806,105"
TAIWAN SEMICONDUCTOR MANUFAC,"65,730,781","946,306,661","1,957,244,099"
TAIWAN SEMICONDUCTOR SP ADR,"192,759","29,122,631","33,503,442"
TAIWAN SHIN KONG SECURITY CO,"29,000","36,752","37,902"
