0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
HUALI INDUSTRIAL GROUP CO  A,"14,700","131,605","122,520"
HUANENG LANCANG RIVER HYDR A,"342,064","417,540","505,071"
HUANENG POWER INTL INC A,"423,600","524,741","558,162"
HUANENG POWER INTL INC H,"6,819,602","4,019,911","5,057,480"
HUANG HSIANG CONSTRUCTION CO,"118,000","222,968","203,326"
HUATAI SECURITIES CO LTD A,"381,044","767,516","646,668"
HUATAI SECURITIES CO LTD H,"2,646,402","3,846,803","2,925,295"
HUAXIA BANK CO LTD A,"16,204,183","14,583,872","14,204,763"
HUAXIN CEMENT CO LTD A,"181,256","377,449","341,367"
HUAXIN CEMENT CO LTD H,"452,488","666,147","436,991"
HUAYU AUTOMOTIVE SYSTEMS  A,"657,267","1,630,955","1,474,635"
HUB24 LTD,"105,429","1,860,047","3,277,632"
HUBEI DINGLONG CO LTD A,"111,507","383,699","346,396"
HUBEI ENERGY GROUP CO LTD A,"486,400","385,049","400,402"
HUBEI FEILIHUA QUARTZ GLAS A,"64,611","446,999","272,131"
HUBEI XINGFA CHEMICALS GRP A,"45,300","174,692","118,388"
HUBER   SUHNER AG REG,"27,854","2,281,475","2,371,285"
HUDACO INDUSTRIES LTD,"2,811","25,929","26,093"
HUFVUDSTADEN AB A SHS,"179,394","2,504,821","2,125,925"
HUGEL INC,"54,987","6,903,367","9,227,768"
HUGO BOSS AG   ORD,"105,977","4,474,744","4,744,282"
HUHTAMAKI OYJ,"164,234","5,748,343","6,593,638"
HUISHAN DAIRY,"7,591,000",0,1
HUIYUAN JUICE,"911,000",0,0
HUIZHOU DESAY SV AUTOMOTIV A,"19,900","331,757","237,383"
HULIC CO LTD,"1,731,600","16,419,756","15,334,230"
HUMANWELL HEALTHCARE GROUP A,"71,800","200,937","168,858"
HUNAN GOLD CORP LTD A,"98,300","217,179","243,704"
HUNAN VALIN STEEL CO LTD  A,"866,625","692,615","525,853"
HUNDSUN TECHNOLOGIES INC A,"91,694","334,263","221,800"
HUSQVARNA AB B SHS,"560,279","4,312,027","4,493,794"
HUTCHISON PORT HOLDINGS TR U,"8,771,400","3,366,096","1,122,741"
HUTCHMED CHINA LTD,"788,000","2,752,155","2,775,584"
HUYA INC ADR,"118,951","1,109,021","469,857"
HWA SHIN CO LTD,"61,347","595,689","661,826"
HYAKUGO BANK LTD/THE,"409,700","1,442,933","1,762,482"
HYBE CO LTD,"25,806","5,579,916","3,796,384"
HYDRO ONE LTD,"1,377,100","34,926,482","40,104,823"
HYFLUX LTD,"1,393,400",0,1
HYGEIA HEALTHCARE HOLDINGS C,"370,200","2,645,805","1,334,781"
HYOSUNG ADVANCED MATERIALS C,"5,265","1,101,904","1,445,826"
HYOSUNG CORPORATION,"83,655","4,307,442","3,585,648"
