0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
SAPPORO HOLDINGS LTD,"340,400","8,393,520","11,937,066"
SAPUTO INC,"764,858","17,628,162","17,171,365"
SARANA MENARA NUSANTARA PT,"28,271,800","1,831,799","1,269,035"
SARTORIUS AG VORZUG,"41,032","8,952,399","9,630,776"
SARTORIUS STEDIM BIOTECH,"69,819","18,885,532","11,471,322"
SASOL LTD,"1,059,206","16,227,746","8,010,757"
SASOL LTD SPONSORED ADR,"9,542","61,569","72,615"
SATELLITE CHEMICAL CO LTD A,"135,504","332,879","333,712"
SATO HOLDINGS CORP,"37,500","631,518","502,379"
SATS LTD,"4,714,967","10,360,217","9,915,260"
SAUDI ARABIAN AMIANTIT CO,"29,336","220,369","189,860"
SAUDI ARABIAN MINING CO,"2,031,696","17,128,162","23,313,923"
SAUDI ARABIAN OIL CO,"15,725,003","125,239,271","116,105,817"
SAUDI ARAMCO BASE OIL CO,"255,310","10,078,546","8,942,247"
SAUDI AWWAL BANK,"4,734,968","46,563,003","48,780,924"
SAUDI BASIC INDUSTRIES CORP,"4,457,468","112,684,066","87,329,112"
SAUDI CEMENT,"117,170","1,742,758","1,405,440"
SAUDI CHEMICAL CO HOLDING,"613,206","1,355,379","1,843,737"
SAUDI CO FOR HARDWARE LLC,"37,609","377,668","351,369"
SAUDI ELECTRICITY CO,"3,376,849","18,805,633","14,815,794"
SAUDI GROUND SERVICES CO,"133,714","1,050,673","1,899,711"
SAUDI IND INVESTMENT GROUP,"1,954,815","11,684,408","10,973,559"
SAUDI INVESTMENT BANK/THE,"1,097,645","4,075,185","3,756,734"
SAUDI KAYAN PETROCHEMICAL CO,"3,416,705","11,498,597","7,386,043"
SAUDI PAPER MANUFACTURING CO,"58,839","1,184,293","1,182,552"
SAUDI PHARMACEUTICAL INDUSTR,"91,025","705,714","708,479"
SAUDI RE FOR COOPERATIVE REI,"15,823","114,474","118,095"
SAUDI REAL ESTATE CO,"236,246","1,418,829","1,201,507"
SAUDI RESEARCH + MEDIA GROUP,"57,738","2,346,683","3,185,778"
SAUDI STEEL PIPE CO,"47,628","1,022,716","821,391"
SAUDI TADAWUL GROUP HOLDING,"212,455","14,116,972","14,112,322"
SAUDI TELECOM CO,"8,487,409","92,969,283","84,837,893"
SAUDIA DAIRY + FOODSTUFF CO,"28,552","1,893,175","2,666,761"
SAVIA A,"228,906",0,0
SAVILLS PLC,"238,334","2,493,386","3,356,686"
SAVIOR LIFETEC CORP,"90,000","58,569","70,743"
SAVOLA,"418,314","4,194,809","5,212,757"
SAWAI GROUP HOLDINGS CO LTD,"70,529","3,046,474","2,866,150"
SAYONA MINING LTD,"11,503,924","2,054,629","276,584"
SBERBANK OF RUSSIA PJSC,"6,930,750",0,0
SBERBANK PJSC  SPONSORED ADR,"5,277,348",0,5
SBI CARDS + PAYMENT SERVICES,"318,767","3,796,378","2,770,120"
