0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
RAINBOW CHILDREN S MEDICARE,"68,553","905,392","1,024,220"
RAINBOW ROBOTICS,"13,332","1,791,795","1,544,827"
RAITO KOGYO CO LTD,"76,300","755,449","996,087"
RAIZEN SA  PREFERENCE,"1,730,522","964,959","919,092"
RAIZNEXT CORP,"51,400","503,392","591,775"
RAJESH EXPORTS LTD,"207,780","1,636,952","702,931"
RAKSUL INC,"83,500","1,101,260","493,132"
RAKUS CO LTD,"161,800","4,443,816","2,094,670"
RAKUTEN BANK LTD,"137,300","2,672,234","2,486,355"
RAKUTEN GROUP INC,"2,284,587","15,694,380","11,786,528"
RAMCO CEMENTS LTD/THE,"190,029","1,930,962","1,906,219"
RAMELIUS RESOURCES LTD,"1,995,209","2,157,968","2,558,404"
RAMI LEVY CHAIN STORES HASHI,"14,325","791,517","754,428"
RAMKRISHNA FORGINGS LTD,"137,876","1,162,731","1,471,568"
RAMSAY HEALTH CARE LTD,"225,425","8,712,416","7,145,130"
RANDON PARTICIPACOES SA PREF,"310,500","685,305","610,440"
RANDSTAD NV,"187,496","9,250,595","8,506,203"
RATCH GROUP PCL FOREIGN,"1,604,749","2,284,897","1,158,821"
RATIONAL AG,"26,987","16,923,302","22,487,896"
RATNAMANI METALS + TUBES LTD,"44,230","1,269,755","1,914,083"
RAUBEX GROUP LTD,"17,993","35,074","39,415"
RAYDIUM SEMICONDUCTOR CORP,"101,000","989,101","1,279,565"
RAYMOND LTD,"56,872","1,077,944","1,993,443"
RAYTRON TECHNOLOGY CO LTD A,"33,060","155,455","126,655"
RBL BANK LTD,"677,325","2,642,723","2,136,144"
RCE CAPITAL BHD,"34,300","19,755","20,504"
RDC SEMICONDUCTOR CO LTD,"88,000","1,167,952","1,060,617"
REA GROUP LTD,"91,497","7,274,830","12,017,247"
REALGOLD MINING,"5,371,500",1,1
REALTEK SEMICONDUCTOR CORP,"3,583,402","50,057,467","60,309,711"
REC LTD,"2,255,681","7,081,043","14,214,387"
RECHI PRECISION CO LTD,"1,408,000","1,226,390","1,323,737"
RECKITT BENCKISER GROUP PLC,"1,956,621","136,898,540","105,909,426"
RECORDATI INDUSTRIA CHIMICA,"479,740","20,739,978","25,039,669"
RECRUIT HOLDINGS CO LTD,"2,755,500","91,256,360","147,436,794"
RED 5 LTD,"10,146,728","2,595,816","2,439,538"
RED AVENUE NEW MATERIALS G A,"75,474","464,559","305,480"
RED SEA INTERNATIONAL CO,"43,547","379,059","329,655"
RED STAR MACALLINE GROUP C H,"1,036,077","684,848","181,805"
REDCO PROPERTIES GROUP LTD,"1,752,000","741,853",0
REDE D OR SAO LUIZ SA,"1,043,994","7,279,466","5,112,461"
REDEIA CORP SA,"1,903,912","36,145,563","33,301,264"
