0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
JD LOGISTICS INC,"3,674,600","7,089,820","3,944,115"
JD SPORTS FASHION PLC,"4,120,125","6,165,766","6,224,382"
JD.COM INC CLASS A,"4,077,923","89,583,863","53,956,794"
JDE PEET S NV,"196,662","6,692,463","3,920,375"
JEISYS MEDICAL INC,"96,809","907,962","905,145"
JENAX INC,"7,380",0,0
JENOPTIK AG,"84,465","1,803,110","2,446,000"
JENTECH PRECISION INDUSTRIAL,"152,791","1,935,845","5,651,705"
JEOL LTD,"70,900","4,729,272","3,203,416"
JESS LINK PRODUCTS CO LTD,"136,000","627,195","809,087"
JFE HOLDINGS INC,"1,061,827","20,082,637","15,284,485"
JGC HOLDINGS CORP,"362,500","5,006,800","2,840,559"
JIA WEI LIFESTYLE INC,"42,000","100,506","99,040"
JIANGSU AZURE CORP A,"271,300","454,666","287,991"
JIANGSU CNANO TECHNOLOGY C A,"12,048","59,173","38,087"
JIANGSU EASTERN SHENGHONG  A,"166,515","269,478","181,777"
JIANGSU EXPRESS CO LTD H,"2,192,306","2,523,272","2,339,110"
JIANGSU HENGLI HYDRAULIC C A,"48,991","380,091","312,571"
JIANGSU HENGRUI PHARMACEUT A,"1,620,300","10,104,381","8,535,546"
JIANGSU HOPERUN SOFTWARE C A,"96,700","364,518","273,776"
JIANGSU JIEJIE MICROELECTR A,"147,600","438,359","349,751"
JIANGSU KING S LUCK BREWER A,"46,215","350,253","292,453"
JIANGSU LINYANG ENERGY CO  A,"433,200","383,355","372,034"
JIANGSU NATA OPTO ELECTRON A,"56,390","304,807","220,822"
JIANGSU NHWA PHARMACEUTICA A,"37,500","135,284","121,938"
JIANGSU PACIFIC QUARTZ CO  A,"19,600","158,267","79,492"
JIANGSU YANGHE DISTILLERY A,"59,051","921,365","653,049"
JIANGSU YANGNONG CHEMICAL  A,"14,540","134,534","112,425"
JIANGSU YOKE TECHNOLOGY A,"22,500","197,573","193,881"
JIANGSU YUYUE MEDICAL EQU A,"43,631","221,334","224,704"
JIANGSU ZHONGTIAN TECHNOLO A,"472,408","903,149","1,025,604"
JIANGXI COPPER CO LTD A,"4,736,191","14,458,119","15,361,676"
JIANGXI COPPER CO LTD H,"2,881,000","5,616,801","5,749,626"
JIANGXI SPECIAL ELECTRIC  A,"70,500","131,463","78,700"
JIH LIN TECHNOLOGY CO LTD,"60,000","125,146","127,244"
JILIN ELECTRIC POWER A,"295,000","233,983","215,365"
JINAN ACETATE CHEMICAL CO LT,"95,730","2,688,022","2,629,207"
JINCHUAN GROUP INTERNATIONAL,"8,212,000","1,140,109","872,358"
JINDAL SAW LTD,"290,889","1,654,655","1,897,170"
JINDAL STAINLESS LTD,"630,776","5,064,233","6,221,735"
JINDAL STEEL + POWER LTD,"640,129","3,703,106","8,017,397"
JINKE SMART SERVICES GROUP H,"347,300","1,179,498","328,735"
