0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
TURK HAVA YOLLARI AO,"19,335","181,820","182,094"
TURK SISE VE CAM FABRIKALARI,"48,283","96,934","73,934"
TURKCELL ILETISIM HIZMET AS,"42,383","93,076","130,057"
TURKIYE IS BANKASI C,"306,484","107,873","148,177"
TVS MOTOR CO LTD,"8,383","204,174","237,740"
UBS GROUP AG REG,"91,790","2,461,763","2,701,809"
UCB SA,"3,590","322,641","533,660"
ULTRAPAR PARTICIPACOES SA,"24,743","97,883","96,220"
ULTRATECH CEMENT LTD,"4,297","521,303","601,253"
UMICORE,"5,933","152,036","89,213"
UNI PRESIDENT ENTERPRISES CO,"174,000","387,261","436,053"
UNICHARM CORP,"11,600","443,976","372,605"
UNICREDIT SPA,"43,209","1,056,416","1,602,532"
UNIGROUP GUOXIN MICROELECT A,"1,900","23,925","13,754"
UNILEVER INDONESIA TBK PT,"265,200","62,891","48,910"
UNILEVER PLC,"71,812","3,599,304","3,944,283"
UNIMICRON TECHNOLOGY CORP,"47,000","274,375","260,777"
UNION BANK OF INDIA,"54,185","95,813","88,821"
UNISPLENDOUR CORP LTD A,"6,300","22,632","19,378"
UNITED MICROELECTRONICS CORP,"410,000","604,951","703,944"
UNITED OVERSEAS BANK LTD,"34,800","728,883","804,489"
UNITED SPIRITS LTD,"15,008","196,371","229,743"
UNITED TRACTORS TBK PT,"52,100","89,049","69,917"
UNITED UTILITIES GROUP PLC,"21,034","245,005","261,264"
UNIVERSAL MUSIC GROUP NV,"22,818","571,536","679,366"
UNIVERSAL ROBINA CORP,"31,140","64,610","59,083"
UNIVERSAL SCIENTIFIC INDUS A,"2,600","5,245","5,743"
UOL GROUP LTD,"85,000","403,027","326,139"
UPL LTD,"19,140","140,091","131,028"
UPM KYMMENE OYJ,"15,256","513,671","533,357"
VALE SA,"121,940","1,700,194","1,365,951"
VANGUARD INTERNATIONAL SEMI,"31,000","68,509","123,746"
VARUN BEVERAGES LTD,"17,088","226,695","333,922"
VAT GROUP AG,760,"312,274","430,830"
VEDANTA LTD,"40,680","144,430","221,481"
VEOLIA ENVIRONNEMENT,"19,334","578,833","578,537"
VERBUND AG,"2,213","172,836","174,682"
VESTAS WIND SYSTEMS A/S,"28,068","642,038","650,451"
VGP,"1,885","186,814","210,106"
VIBRA ENERGIA SA,"41,344","156,222","155,567"
VINCI SA,"13,636","1,502,897","1,437,764"
VIVENDI SE,"18,148","162,816","189,755"
