0,1,2,3,4,5
,,Mortgage-Backed Securities,,,
Security Name,Rate,Maturity Date,Par Value,Book Value,Market Value
FNMA POOL FS6764,1.00,1/1/2054,"246,352,374","256,139,946","254,870,315"
FNMA POOL FS6770,1.00,1/1/2054,"157,952,396","165,091,566","164,998,538"
FNMA POOL FS6774,1.00,12/1/2053,"21,951,120","23,146,197","23,184,571"
FNMA POOL FS6942,1.00,12/1/2053,"415,944,568","427,269,308","425,235,792"
FNMA POOL FS6959,1.00,1/1/2054,"72,695,272","77,128,164","76,711,750"
FNMA POOL FS7050,1.00,1/1/2054,"24,823,869","25,598,322","25,710,041"
FNMA POOL FS7111,1.00,1/1/2054,"24,877,063","25,994,849","25,737,218"
FNMA POOL FS7166,1.00,2/1/2054,"47,056,422","48,495,129","48,694,049"
FNMA POOL FS7167,1.00,2/1/2054,"28,229,435","30,067,692","29,883,886"
FNMA POOL FS7240,1.00,3/1/2052,"50,685,142","42,036,106","41,915,707"
FNMA POOL FS7253,1.00,2/1/2054,"56,520,364","58,889,533","58,474,626"
FNMA POOL FS7364,1.00,11/1/2051,"6,829,053","5,485,267","5,465,980"
FNMA POOL FS7400,1.00,4/1/2052,"4,185,595","3,561,100","3,497,968"
FNMA POOL FS7821,1.00,3/1/2052,"20,559,627","15,914,474","16,439,242"
FNMA POOL MA0052,6.00,3/1/2029,"1,498","1,542","1,504"
FNMA POOL MA0562,4.50,11/1/2040,"18,188","19,940","17,665"
FNMA POOL MA0583,4.00,12/1/2040,"158,705","171,738","149,892"
FNMA POOL MA0614,4.00,1/1/2041,"45,896","49,736","43,348"
FNMA POOL MA0640,4.50,2/1/2041,"395,998","434,279","384,619"
FNMA POOL MA0790,4.50,7/1/2041,"1,234,434","1,351,100","1,197,693"
FNMA POOL MA1260,4.00,10/1/2042,"1,129,032","1,226,676","1,062,053"
FNMA POOL MA1430,3.00,5/1/2043,"2,062,642","2,182,162","1,827,591"
FNMA POOL MA1524,3.00,8/1/2043,"1,612,484","1,706,111","1,428,731"
FNMA POOL MA1614,4.50,10/1/2043,"1,335,838","1,466,511","1,292,073"
FNMA POOL MA2190,4.00,2/1/2045,"6,962,071","7,365,061","6,511,893"
FNMA POOL MA2487,3.00,12/1/2045,"16,336","16,286","14,307"
FNMA POOL MA2670,3.00,7/1/2046,"64,597","67,675","56,429"
FNMA POOL MA2806,3.00,11/1/2046,"33,437,024","35,038,692","29,209,325"
FNMA POOL MA2833,3.00,12/1/2046,"70,094,678","73,573,415","61,232,071"
FNMA POOL MA2896,3.50,2/1/2047,"1,142,389","1,200,340","1,029,416"
FNMA POOL MA3057,3.50,7/1/2047,"33,895,380","31,635,802","30,524,815"
FNMA POOL MA3147,3.00,10/1/2047,"45,110","46,978","39,357"
FNMA POOL MA3148,3.50,10/1/2047,"51,678,038","47,833,382","46,539,161"
FNMA POOL MA3209,3.00,12/1/2047,"33,213","34,759","28,977"
FNMA POOL MA3210,3.50,12/1/2047,"96,543,703","91,993,294","86,943,372"
FNMA POOL MA3237,3.00,1/1/2048,"1,915,811","1,980,582","1,671,487"
FNMA POOL MA3238,3.50,1/1/2048,"86,016,866","86,048,152","77,463,327"
FNMA POOL MA3331,3.00,4/1/2048,"4,324,341","4,475,355","3,738,519"
FNMA POOL MA3530,3.00,10/1/2048,"696,827","691,887","602,427"
FNMA POOL MA3568,3.00,11/1/2048,"1,027,546","1,020,998","888,343"
FNMA POOL MA3577,3.00,1/1/2049,"2,108,732","2,097,407","1,823,060"
FNMA POOL MA4119,2.00,9/1/2050,"27,405,480","26,240,372","21,615,755"
FNMA POOL MA4182,2.00,11/1/2050,"30,647,522","29,326,298","24,156,263"
FNMA POOL MA4208,2.00,12/1/2050,"13,282,026","12,709,291","10,465,243"
FNMA POOL MA4209,1.50,12/1/2050,"11,300,965","8,149,169","8,445,510"
FNMA POOL MA4236,1.50,1/1/2051,"9,255,099","6,914,633","6,915,863"
FNMA POOL MA4254,1.50,2/1/2051,"161,402,201","121,085,307","120,595,124"
FNMA POOL MA4586,2.00,4/1/2042,"22,241,647","20,213,194","18,505,516"
FNMA POOL MA4733,4.50,9/1/2052,"131,107,972","126,280,028","123,681,929"
