0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
KRAFTON INC,"1,054","127,799","215,547"
KT CORP,"1,451","35,388","39,424"
KUAISHOU TECHNOLOGY,"83,500","686,484","493,573"
KUALA LUMPUR KEPONG BHD,"18,300","83,601","80,066"
KUANG CHI TECHNOLOGIES CO A,"4,500","8,954","10,745"
KUBOTA CORP,"27,300","440,544","381,854"
KUEHNE   NAGEL INTL AG REG,"1,397","406,640","401,719"
KUM YANG CO LTD,"1,273","126,623","79,534"
KUMBA IRON ORE LTD,"2,897","75,822","69,749"
KUMHO PETROCHEMICAL CO LTD,631,"61,936","67,157"
KUNLUN ENERGY CO LTD,"140,000","111,323","145,247"
KUNLUN TECH CO LTD A,"2,700","13,147","11,980"
KUWAIT FINANCE HOUSE,"355,581","796,469","823,024"
KWEICHOW MOUTAI CO LTD A,"2,700","681,093","545,269"
KYOCERA CORP,"36,900","474,230","424,719"
KYOWA KIRIN CO LTD,"7,900","139,858","134,933"
L OREAL,"6,761","2,952,932","2,971,265"
L+F CO LTD,912,"144,626","89,643"
LA FRANCAISE DES JEUX SAEM,"3,076","107,903","104,835"
LARGAN PRECISION CO LTD,"4,000","295,860","338,455"
LARSEN + TOUBRO LTD,"24,263","1,021,803","1,032,481"
LASERTEC CORP,"2,200","377,944","493,584"
LATAM AIRLINES GROUP SA,"6,615,558","64,850","89,990"
LB GROUP CO LTD A,"4,500","11,701","11,501"
LEG IMMOBILIEN SE,"15,662","1,123,631","1,280,082"
LEGAL + GENERAL GROUP PLC,"185,315","502,242","531,762"
LEGRAND SA,"7,121","692,514","707,022"
LENOVO GROUP LTD,"294,000","337,655","414,976"
LENS TECHNOLOGY CO LTD A,"6,900","11,634","17,331"
LEONARDO SPA,"7,858","120,766","182,585"
LEPU MEDICAL TECHNOLOGY A,"2,800","6,123","5,719"
LG CHEM LTD,"1,829","803,673","459,077"
LG CHEM LTD PREFERENCE,262,"68,328","45,871"
LG CORP,"3,287","208,749","192,468"
LG DISPLAY CO LTD,"10,289","94,809","85,735"
LG ELECTRONICS INC,"3,956","302,535","318,722"
LG ENERGY SOLUTION,"1,725","689,873","409,163"
LG H+H,330,"118,180","82,830"
LG INNOTEK CO LTD,519,"106,097","102,556"
LG UPLUS CORP,"7,744","60,762","55,246"
LI AUTO INC CLASS A,"44,200","856,282","397,989"
LI NING CO LTD,"82,000","384,154","177,498"
