0,1,2,3
,CalPERS 2023-2024 Annual Investment Report,,
,Derivatives,,
Security Name,Par Value,Book Value,Market Value
BCP78SHT0 TRS USD R V 12MFEDL,"102,497,080","102,497,080","102,497,080"
BCP78ZA46 TRS USD P E,"(3,240,000)","(694,299,600)","(682,408,800)"
BCP78ZA46 TRS USD R V 12MFEDL,"694,299,600","694,299,600","694,299,600"
BCP78ZA79 TRS USD P E,"(4,850,000)","(657,563,000)","(599,169,000)"
BCP78ZA79 TRS USD R V 12MFEDL,"657,563,000","657,563,000","657,563,000"
BCP78ZB03 TRS USD P V 12MFEDL,"(38,912,016)","(38,912,016)","(38,912,016)"
BCP78ZB03 TRS USD R E,"1,846,359","38,912,016","37,755,614"
BCP797824 TRS USD P E,"(200,000)","(81,830,000)","(81,360,000)"
BCP797824 TRS USD R V 12MFEDL,"81,830,000","81,830,000","81,830,000"
BCP797857 TRS USD P E,"(125,000)","(22,037,500)","(22,768,750)"
BCP797857 TRS USD R V 12MFEDL,"22,037,500","22,037,500","22,037,500"
BCP797881 TRS USD P E,"(30,000)","(13,575,300)","(13,234,800)"
BCP797881 TRS USD R V 12MFEDL,"13,575,300","13,575,300","13,575,300"
BCP7978B4 TRS USD P E,"(125,000)","(22,213,750)","(22,927,500)"
BCP7978B4 TRS USD R V 12MFEDL,"22,213,750","22,213,750","22,213,750"
BCP7978E8 TRS USD P E,"(100,000)","(20,968,000)","(21,062,000)"
BCP7978E8 TRS USD R V 12MFEDL,"20,968,000","20,968,000","20,968,000"
BCP798BK8 TRS USD P E,"(285,000)","(53,887,800)","(55,076,250)"
BCP798BK8 TRS USD R V 12MFEDL,"53,887,800","53,887,800","53,887,800"
BCP798BN2 TRS USD P E,"(85,000)","(10,701,500)","(10,421,850)"
BCP798BN2 TRS USD R V 12MFEDL,"10,701,500","10,701,500","10,701,500"
BCP798BR3 TRS USD P E,"(2,100,000)","(58,254,000)","(58,758,000)"
BCP798BR3 TRS USD R V 12MFEDL,"58,254,000","58,254,000","58,254,000"
BCP798BU6 TRS USD P E,"(400,000)","(71,852,000)","(72,860,000)"
BCP798BU6 TRS USD R V 12MFEDL,"71,852,000","71,852,000","71,852,000"
BCP798BX0 TRS USD P E,"(800,000)","(359,824,000)","(357,560,000)"
BCP798BX0 TRS USD R V 12MFEDL,"359,824,000","359,824,000","359,824,000"
BCP79AQQ4 TRS USD P E,"(800,000)","(94,488,000)","(98,832,000)"
BCP79AQQ4 TRS USD R V 12MFEDL,"94,488,000","94,488,000","94,488,000"
BCP79AQT8 TRS USD P E,"(3,000,000)","(624,420,000)","(631,860,000)"
BCP79AQT8 TRS USD R V 12MFEDL,"624,420,000","624,420,000","624,420,000"
BCP79AQW1 TRS USD P E,"(1,330,000)","(595,401,100)","(594,443,500)"
BCP79AQW1 TRS USD R V 12MFEDL,"595,401,100","595,401,100","595,401,100"
BCP79AQZ4 TRS USD P E,"(50,000)","(44,505,500)","(45,269,000)"
BCP79AQZ4 TRS USD R V 12MFEDL,"44,505,500","44,505,500","44,505,500"
BCP79AR26 TRS USD P E,"(400,000)","(64,100,000)","(64,884,000)"
BCP79AR26 TRS USD R V 12MFEDL,"64,100,000","64,100,000","64,100,000"
BCP79AR59 TRS USD P E,"(170,000)","(38,838,200)","(38,804,200)"
BCP79AR59 TRS USD R V 12MFEDL,"38,838,200","38,838,200","38,838,200"
BCP79BCZ7 TRS USD P E,"(262,000)","(91,930,560)","(90,190,880)"
BCP79BCZ7 TRS USD R V 12MFEDL,"91,930,560","91,930,560","91,930,560"
BCP79BD29 TRS USD P E,"(1,000,000)","(193,910,000)","(194,530,000)"
