0,1,2,3
,Domestic Equity,,
Security Name,Shares,Book Value,Market Value
10X GENOMICS INC CLASS A,"145,667","13,142,166","2,833,225"
3M CO,"1,536,771","189,875,652","157,042,628"
4LICENSING CORP,"40,600",0,0
AAON INC,"104,662","6,983,166","9,130,715"
ABBOTT LABORATORIES,"3,921,968","327,656,228","407,531,695"
ABBVIE INC,"6,248,879","781,097,652","1,071,807,726"
ABERCROMBIE + FITCH CO CL A,"103,337","13,822,057","18,377,453"
ACADEMY SPORTS + OUTDOORS IN,"120,586","5,760,821","6,421,216"
ACADIA HEALTHCARE CO INC,"354,723","22,401,960","23,957,991"
ACI WORLDWIDE INC,"207,419","5,002,006","8,211,723"
ACUITY BRANDS INC,"69,771","9,685,580","16,845,534"
ADIENT PLC,"168,569","6,010,911","4,165,343"
ADOBE INC,"1,090,369","355,345,012","605,743,643"
ADVANCE AUTO PARTS INC,"96,135","9,137,353","6,088,231"
ADVANCED DRAINAGE SYSTEMS IN,"129,392","9,073,481","20,753,200"
ADVANCED ENERGY INDUSTRIES,"65,866","2,999,638","7,163,594"
ADVANCED MICRO DEVICES,"3,227,957","235,439,716","523,607,098"
AECOM,"259,667","13,417,570","22,887,119"
AES CORP,"1,163,086","20,247,058","20,435,459"
AEVI GENOMIC MEDICINE INC,"51,000",0,0
AFFILIATED MANAGERS GROUP,"74,861","8,208,728","11,695,548"
AFFIRM HOLDINGS INC,"394,086","12,824,593","11,905,344"
AFLAC INC,"1,424,045","79,082,831","127,181,461"
AGCO CORP,"117,031","9,273,052","11,455,016"
AGILENT TECHNOLOGIES INC,"649,819","61,222,679","84,236,255"
AIR LEASE CORP,"188,820","7,374,465","8,974,627"
AIR PRODUCTS + CHEMICALS INC,"299,113","51,104,092","77,186,110"
AIRBNB INC CLASS A,"1,289,376","170,171,235","195,508,109"
AKAMAI TECHNOLOGIES INC,"748,143","66,054,747","67,392,721"
ALARM.COM HOLDINGS INC,"94,826","5,357,510","6,025,247"
ALASKA AIR GROUP INC,"215,611","8,323,126","8,710,684"
ALBEMARLE CORP,"177,723","19,017,482","16,976,194"
ALBERTSONS COS INC   CLASS A,"2,042,504","44,569,083","40,339,454"
ALCOA CORP,"238,756","6,963,115","9,497,715"
ALEXZA PHARMACEUTICALS,"26,307",0,0
ALIGN TECHNOLOGY INC,"133,123","28,653,179","32,139,894"
ALLETE INC,"332,096","21,021,650","20,706,186"
ALLIANT ENERGY CORP,"1,203,203","55,629,659","61,243,033"
ALLISON TRANSMISSION HOLDING,"197,881","8,457,069","15,019,176"
ALLSTATE CORP,"1,362,348","131,518,920","217,512,482"
ALLY FINANCIAL INC,"551,148","15,930,181","21,864,093"
ALNYLAM PHARMACEUTICALS INC,"215,567","25,663,756","52,382,790"
