0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
YUNGSHIN CONSTRUCTION + DEV,"70,000","375,443","462,833"
YUNGSHIN GLOBAL HOLDING CORP,"2,000","3,319","3,249"
YUNNAN ALUMINIUM CO LTD A,"162,256","315,145","300,258"
YUNNAN BAIYAO GROUP CO LTD A,"70,280","531,180","492,385"
YUNNAN BOTANEE BIO TECHNOL A,"13,000","105,443","86,040"
YUNNAN COPPER CO LTD A,"10,822,089","20,924,488","18,469,529"
YUNNAN ENERGY NEW MATERIAL A,"34,439","390,479","149,298"
YUNNAN TIN CO LTD A,"78,179","181,005","165,872"
YUNNAN YUNTIANHUA CO A,"118,200","347,989","314,408"
ZAI LAB LTD,"1,615,600","8,076,019","2,772,888"
ZAI LAB LTD ADR,"14,914","333,733","258,460"
ZALANDO SE,"357,932","17,039,360","8,397,338"
ZAMIL INDUSTRIAL INVESTMENT,"264,001","1,521,666","1,698,738"
ZANGGE MINING CO LTD A,"63,300","242,687","208,693"
ZEALAND PHARMA A/S,"114,349","6,857,456","14,667,094"
ZEE ENTERTAINMENT ENTERPRISE,"1,201,977","4,107,173","2,188,099"
ZENG HSING INDUSTRIAL CO LTD,"21,000","65,094","65,379"
ZENITRON CORPORATION,"58,000","64,153","63,468"
ZENKOKU HOSHO CO LTD,"235,400","8,344,057","8,672,015"
ZENSAR TECHNOLOGIES LTD,"178,703","1,212,894","1,601,586"
ZENSHO HOLDINGS CO LTD,"119,000","2,591,214","4,549,624"
ZEON CORP,"249,801","2,269,448","2,073,153"
ZERIA PHARMACEUTICAL CO LTD,"61,800","997,233","811,785"
ZF COMMERCIAL VEHICLE CONTRO,"8,489","1,526,127","1,583,143"
ZHANGZHOU PIENTZEHUANG PHA A,"24,983","883,805","708,931"
ZHAOJIN MINING INDUSTRY   H,"2,080,500","2,748,873","3,490,874"
ZHEFU HOLDING GROUP CO LTD A,"159,325","69,540","60,892"
ZHEJIANG CENTURY HUATONG  A,"371,161","240,680","174,376"
ZHEJIANG CFMOTO POWER CO L A,"15,600","343,448","304,144"
ZHEJIANG CHINA COMMODITIES A,"221,400","243,610","225,013"
ZHEJIANG CHINT ELECTRICS A,"132,062","387,091","344,772"
ZHEJIANG CRYSTAL OPTECH  A,"82,700","157,378","192,340"
ZHEJIANG DAHUA TECHNOLOGY A,"132,676","333,253","280,953"
ZHEJIANG DINGLI MACHINERY  A,"22,216","193,530","183,855"
ZHEJIANG EXPRESSWAY CO H,"2,988,479","2,172,014","2,017,285"
ZHEJIANG HANGKE TECHNOLOGY A,"115,919","355,271","277,062"
ZHEJIANG HUAHAI PHARMACEUT A,"59,920","154,082","139,934"
ZHEJIANG HUAYOU COBALT CO  A,"87,284","458,457","264,588"
ZHEJIANG JINGSHENG MECHANI A,"54,800","347,347","215,647"
ZHEJIANG JIUZHOU PHARMACEU A,"139,600","327,831","262,341"
ZHEJIANG JUHUA CO A,"145,767","436,989","481,781"
ZHEJIANG NARADA POWER SOUR A,"103,300","212,713","117,154"
