0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
NEW HOPE LIUHE CO LTD A,"167,278","242,081","209,438"
NEW HORIZON HEALTH LTD,"579,500","1,433,042",7
NEW INDIA ASSURANCE CO LTD/T,"334,470","942,397","950,377"
NEW ORIENTAL EDUCATION + TEC,"2,762,300","23,825,927","21,122,247"
NEW WORLD DEVELOPMENT,"2,624,198","9,614,964","2,457,211"
NEWGEN SOFTWARE TECHNOLOGIES,"90,649","862,496","1,056,378"
NEXANS SA,"127,254","11,472,549","14,034,154"
NEXI SPA,"1,386,708","15,325,914","8,462,522"
NEXON CO LTD,"575,275","7,809,537","10,639,344"
NEXT PLC,"222,631","16,848,239","25,431,139"
NEXTAGE CO LTD,"64,100","1,009,397","957,556"
NEXTDC LTD,"2,907,652","24,953,786","34,235,268"
NGERN TID LOR PCL FOREIGN,"1,908,871","1,552,685","962,303"
NGK INSULATORS LTD,"434,600","6,578,840","5,565,581"
NH FOODS LTD,"515,900","15,992,712","15,426,327"
NH INVESTMENT + SECURITIES C,"305,564","3,043,292","2,817,103"
NHK SPRING CO LTD,"299,700","2,592,356","2,987,499"
NHN CORP,"24,322","454,267","366,643"
NHPC LTD,"5,002,604","3,602,679","6,041,632"
NIB HOLDINGS LTD,"897,929","3,645,720","4,407,728"
NIBE INDUSTRIER AB B SHS,"2,428,316","12,972,622","10,304,768"
NICE INFORMATION SERVICE CO,"58,178","622,885","479,278"
NICE LTD,"114,488","16,254,758","18,723,736"
NICHIAS CORP,"103,500","2,012,005","3,036,933"
NICHICON CORP,"109,200","1,030,397","814,623"
NICHIDENBO CORP,"119,000","244,780","232,927"
NICHIHA CORP,"44,300","886,231","943,229"
NICHIREI CORP,"509,671","9,473,591","11,216,184"
NICKEL INDUSTRIES LTD,"3,208,478","1,896,710","1,714,230"
NIDEC CORP,"1,032,592","50,489,293","46,122,082"
NIEN HSING TEXTILE CO LTD,"74,000","46,954","46,761"
NIEN MADE ENTERPRISE CO LTD,"196,000","2,281,885","2,356,241"
NIFCO INC,"138,300","3,114,599","3,298,888"
NIHON KOHDEN CORP,"544,270","7,258,988","7,863,283"
NIHON M+A CENTER HOLDINGS IN,"3,238,200","22,313,332","16,736,549"
NIHON PARKERIZING CO LTD,"147,600","1,342,913","1,199,268"
NIHON UNISYS LTD,"317,600","7,663,374","8,801,820"
NIKKISO CO LTD,"97,500","831,091","698,254"
NIKKON HOLDINGS CO LTD,"99,400","1,808,773","2,248,648"
NIKON CORP,"491,400","7,381,709","4,967,155"
NINE DRAGONS PAPER HOLDINGS,"2,909,000","2,150,841","1,210,935"
NINE ENTERTAINMENT CO HOLDIN,"2,307,791","3,167,185","2,157,770"
