0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
MITSUBISHI GAS CHEMICAL CO,"631,900","11,113,035","12,051,904"
MITSUBISHI HC CAPITAL INC,"3,438,457","21,555,511","22,700,742"
MITSUBISHI HEAVY INDUSTRIES,"5,142,170","28,157,646","55,079,357"
MITSUBISHI LOGISNEXT CO LTD,"158,500","1,484,595","1,577,512"
MITSUBISHI LOGISTICS CORP,"108,100","2,977,011","3,548,232"
MITSUBISHI MATERIALS CORP,"216,500","5,482,877","3,971,724"
MITSUBISHI MOTORS CORP,"912,200","6,047,598","2,513,289"
MITSUBISHI PENCIL CO LTD,"74,700","981,673","1,165,599"
MITSUBISHI UFJ FINANCIAL GRO,"19,673,452","144,970,137","211,460,778"
MITSUBOSHI BELTING LTD,"36,300","1,062,135","1,021,121"
MITSUI + CO LTD,"5,004,746","68,834,634","113,591,907"
MITSUI CHEMICALS INC,"288,707","6,891,057","7,968,799"
MITSUI E+S CO LTD,"170,600","1,938,384","1,544,160"
MITSUI FUDOSAN CO LTD,"5,953,549","45,617,784","54,350,284"
MITSUI HIGH TEC INC,"37,700","2,667,317","1,472,987"
MITSUI MINING + SMELTING CO,"107,300","3,633,572","3,427,959"
MITSUI OSK LINES LTD,"3,570,605","95,254,760","106,945,014"
MITSUI SOKO HOLDINGS CO LTD,"35,400","851,273","1,050,825"
MITSUUROKO HOLDINGS CO LTD,"65,900","597,656","722,262"
MIURA CO LTD,"551,300","20,913,289","11,162,403"
MIVNE REAL ESTATE KD LTD,"1,099,966","2,411,595","2,575,308"
MIXI INC,"72,200","1,632,545","1,359,980"
MIZRAHI TEFAHOT BANK LTD,"241,829","5,956,728","8,191,065"
MIZUHO FINANCIAL GROUP INC,"12,304,106","203,075,240","256,851,846"
MIZUHO LEASING CO LTD,"372,600","1,955,007","2,608,174"
MIZUNO CORP,"31,400","1,116,509","1,545,992"
MLS CO LTD A,"2,476,500","3,113,433","2,734,010"
MMC NORILSK NICKEL PJSC,"13,935,400","14,693",0
MMC NORILSK NICKEL PJSC ADR,5,0,0
MMG LTD,"5,874,400","1,777,681","1,697,358"
MOBILE TELECOMMUNICATIONS CO,"682,372","2,257,310","2,131,730"
MOBILE TELESYSTEMS PUBLIC JO,"897,563",0,1
MOBIMO HOLDING AG REG,"12,353","2,931,456","3,498,602"
MOBVISTA INC,"1,008,000","704,340","325,384"
MOCHIDA PHARMACEUTICAL CO,"38,700","1,121,341","749,417"
MOMENTUM METROPOLITAN HOLDIN,"2,345,511","2,512,570","2,941,532"
MOMO.COM INC,"104,844","1,641,065","1,388,099"
MONADELPHOUS GROUP LTD,"177,116","1,813,294","1,518,815"
MONCLER SPA,"369,728","16,880,645","22,610,756"
MONDAY.COM LTD,"80,148","16,916,773","19,296,433"
MONDI PLC,"800,085","16,763,637","15,357,951"
MONEX GROUP INC,"317,200","1,174,461","1,433,587"
