0,1,2,3,4,5
,,Corporate Bonds,,,
Security Name,Rate,Maturity Date,Par Value,Book Value,Market Value
TEXAS INSTRUMENTS INC,3.88,3/15/2039,"180,000","160,905","157,095"
TEXAS NATURAL GAS SECURITIZTN,5.17,4/1/2041,"1,250,000","1,234,431","1,251,093"
TEXTRON INC,6.10,11/15/2033,"57,000","59,833","59,050"
THERMO FISHER SCIENTIFIC,4.10,8/15/2047,"197,000","171,342","161,946"
THERMO FISHER SCIENTIFIC,5.40,8/10/2043,"445,000","462,020","444,310"
THOMSON REUTERS CORP,5.65,11/23/2043,"32,000","28,738","31,450"
THOMSON REUTERS CORP,5.85,4/15/2040,"67,000","64,452","68,713"
THOMSON REUTERS CORP,5.50,8/15/2035,"21,000","20,305","21,117"
TIERRA MOJADA LUX II SRL,5.75,12/1/2040,"1,578,022","1,350,741","1,420,898"
TIME WARNER CABLE LLC,4.50,9/15/2042,"607,000","441,454","445,271"
TIME WARNER CABLE LLC,5.50,9/1/2041,"637,000","515,957","532,398"
TIME WARNER CABLE LLC,5.88,11/15/2040,"96,000","82,093","83,507"
TIME WARNER CABLE LLC,6.75,6/15/2039,"304,000","287,661","294,397"
TIME WARNER CABLE LLC,7.30,7/1/2038,"122,000","120,280","123,377"
TIME WARNER CABLE LLC,6.55,5/1/2037,"152,000","141,328","143,991"
TITAN INTERNATIONAL INC,7.00,4/30/2028,"790,000","758,659","759,601"
TK ELEVATOR US NEWCO INC,5.25,7/15/2027,"700,000","662,111","678,664"
TOLEDO EDISON COMPANY,6.15,5/15/2037,"19,000","19,304","19,943"
TOLEDO HOSPITAL/THE,6.02,11/15/2048,"87,000","60,453","75,064"
TOTALENERGIES CAPITAL SA,5.49,4/5/2054,"1,150,000","1,150,000","1,134,740"
TOWNSQUARE MEDIA INC,6.88,2/1/2026,"731,000","714,367","720,101"
TOYOTA MOTOR CREDIT CORP,4.80,1/5/2034,"127,000","125,364","123,331"
TPC GROUP INC,13.00,12/16/2027,"148,286","149,555","149,936"
TRANE TECH FIN LTD,4.50,3/21/2049,"74,000","66,545","63,285"
TRANSCONT GAS PIPE LINE,4.60,3/15/2048,"2,237,000","1,979,713","1,904,604"
TRANSCONT GAS PIPE LINE,4.45,8/1/2042,"1,559,000","1,361,260","1,356,642"
TRANSDIGM INC,6.63,3/1/2032,"295,000","295,000","298,413"
TRANSDIGM INC,6.88,12/15/2030,"264,000","264,517","269,557"
TRANSDIGM INC,4.88,5/1/2029,"670,000","607,584","627,736"
TRANSDIGM INC,6.38,3/1/2029,"279,000","279,000","280,727"
TRANSDIGM INC,6.75,8/15/2028,"1,533,000","1,529,917","1,553,297"
TRANSDIGM INC,5.50,11/15/2027,"822,000","772,885","807,294"
TRANSNET SOC LTD,8.25,2/6/2028,"850,000","829,016","845,266"
TRANSOCEAN INC,8.75,2/15/2030,"596,700","611,239","626,499"
TRANSOCEAN TITAN FIN LTD,8.38,2/1/2028,"400,000","409,581","412,600"
TRAVEL + LEISURE CO,4.63,3/1/2030,"208,000","182,873","189,251"
TRAVEL + LEISURE CO,4.50,12/1/2029,"1,614,000","1,407,503","1,484,493"
TRAVEL + LEISURE CO,6.63,7/31/2026,"817,000","805,675","823,209"
TRAVEL + LEISURE CO,5.10,10/1/2025,"44,000","43,823","44,233"
TRINIDAD GEN UNLTD,5.25,11/4/2027,"580,000","562,971","563,209"
TRINITY HEALTH CORP,3.43,12/1/2048,"35,000","26,043","26,193"
TRINITY HEALTH CORP,4.13,12/1/2045,"21,000","17,156","17,693"
TRINITY HEALTH CORP,2.63,12/1/2040,"823,000","568,032","581,022"
TRONOX INC,4.63,3/15/2029,"2,054,000","1,847,699","1,856,611"
TRUSTEES PRINCETON UNIV,4.20,3/1/2052,"173,000","150,039","152,188"
TRUSTEES PRINCETON UNIV,2.52,7/1/2050,"139,000","87,997","89,809"
TRUSTEES PRINCETON UNIV,5.70,3/1/2039,"1,064,000","1,117,582","1,133,500"
TUCSON ELECTRIC POWER CO,5.50,4/15/2053,"173,000","162,678","166,379"
TUCSON ELECTRIC POWER CO,3.25,5/1/2051,"116,000","75,129","76,384"
TUCSON ELECTRIC POWER CO,4.00,6/15/2050,"133,000","98,296","100,262"
TURKIYE VARLIK FONU,8.25,2/14/2029,"690,000","686,798","701,455"
TWILIO INC,3.88,3/15/2031,"389,000","331,351","342,250"
TWILIO INC,3.63,3/15/2029,"667,000","588,480","601,394"
