0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
HAIER SMART HOME CO LTD A,"17,300","57,470","67,571"
HAIER SMART HOME CO LTD H,"84,800","268,806","283,485"
HAINAN AIRLINES HOLDING CO A,"119,300","25,307","16,747"
HAINAN AIRPORT INFRASTRUCT A,"22,200","12,244","9,594"
HAITIAN INTERNATIONAL HLDGS,"24,000","51,433","68,243"
HAITONG SECURITIES CO LTD A,"27,800","37,858","32,751"
HAITONG SECURITIES CO LTD H,"59,600","37,329","27,711"
HALEON PLC,"204,430","819,132","833,662"
HALMA PLC,"11,766","314,260","402,474"
HAMAMATSU PHOTONICS KK,"3,900","176,270","104,446"
HANA FINANCIAL GROUP,"10,687","318,469","471,268"
HANG SENG BANK LTD,"21,700","270,656","279,053"
HANGZHOU FIRST APPLIED MAT A,"6,020","17,843","12,179"
HANGZHOU OXYGEN PLANT GROU A,"2,600","11,710","7,962"
HANGZHOU SILAN MICROELECTR A,"3,400","11,977","8,193"
HANGZHOU TIGERMED CONSULTI A,700,"6,250","4,682"
HANJIN KAL CORP,"1,003","47,791","47,071"
HANKOOK TIRE + TECHNOLOGY CO,"3,149","90,950","103,403"
HANKYU HANSHIN HOLDINGS INC,"5,800","206,152","154,104"
HANMI PHARM CO LTD,329,"73,944","64,653"
HANMI SEMICONDUCTOR CO LTD,"1,524","67,349","190,763"
HANNOVER RUECK SE,"1,800","398,698","456,630"
HANSOH PHARMACEUTICAL GROUP,"42,000","54,647","87,794"
HANWHA AEROSPACE CO LTD,"1,285","110,773","232,915"
HANWHA OCEAN CO LTD,"3,134","71,098","69,556"
HANWHA SOLUTIONS CORP,"4,303","118,815","86,279"
HAOHUA CHEMICAL SCIENCE   A,"1,800","8,316","7,159"
HAPVIDA PARTICIPACOES E INVE,"176,149","157,344","121,461"
HARGREAVES LANSDOWN PLC,"11,129","105,404","159,252"
HARMONY GOLD MINING CO LTD,"20,570","95,920","189,309"
HAVELLS INDIA LTD,"8,846","142,277","193,326"
HCL TECHNOLOGIES LTD,"34,621","622,175","606,000"
HD HYUNDAI,"1,778","80,177","96,230"
HD HYUNDAI ELECTRIC CO LTD,777,"166,700","174,987"
HD HYUNDAI HEAVY INDUSTRIES,846,"80,369","95,694"
HD KOREA SHIPBUILDING + OFFS,"1,517","136,930","175,009"
HDFC ASSET MANAGEMENT CO LTD,"3,724","143,134","178,337"
HDFC BANK LIMITED,"100,577","2,012,121","2,030,899"
HDFC LIFE INSURANCE CO LTD,"34,143","277,372","243,643"
HEBEI YANGYUAN ZHIHUI BEVE A,"3,300","11,367","9,660"
HEIDELBERG MATERIALS AG,"3,582","281,016","371,693"
HEILONGJIANG AGRICULTURE A,"7,000","13,086","12,033"
