0,1,2,3
,Domestic Equity,,
Security Name,Shares,Book Value,Market Value
NEXTEER AUTOMOTIVE GROUP LTD,"1,372,000","1,330,300","618,573"
NEXTERA ENERGY INC,"6,533,791","333,306,211","462,657,741"
NEXTRACKER INC CL A,"200,118","11,881,220","9,381,533"
NIKE INC CL B,"2,261,415","175,147,176","170,443,589"
NISOURCE INC,"2,149,130","56,294,082","61,916,435"
NOBLE CORP PLC,"187,432","9,599,508","8,368,844"
NORDSON CORP,"103,461","14,915,414","23,996,754"
NORDSTROM INC,"184,075","4,455,731","3,906,086"
NORFOLK SOUTHERN CORP,"386,484","59,447,309","82,974,255"
NORTHERN TRUST CORP,"364,435","29,551,129","30,605,262"
NORTHROP GRUMMAN CORP,"654,067","252,787,778","285,140,509"
NORWEGIAN CRUISE LINE HOLDIN,"756,997","20,285,280","14,223,974"
NOV INC,"699,523","15,419,233","13,298,264"
NOVANTA INC,"72,279","6,648,616","11,789,429"
NRG ENERGY INC,"413,625","16,192,795","32,204,852"
NTENT INC,2,0,0
NUCOR CORP,"450,536","34,631,949","71,220,791"
NUTANIX INC   A,"465,497","16,320,314","26,463,616"
NVIDIA CORP,"67,259,938","1,928,490,987","8,309,296,773"
NVR INC,"8,655","26,402,168","65,678,988"
O REILLY AUTOMOTIVE INC,"337,434","186,355,490","356,350,550"
OCCIDENTAL PETROLEUM CORP,"1,125,040","53,291,842","70,911,340"
OCERA THERAPEUTICS INC,"30,711",0,0
OGE ENERGY CORP,"920,709","33,421,026","32,869,311"
OKTA INC,"270,609","27,989,335","25,331,732"
OLD DOMINION FREIGHT LINE,"390,961","31,688,991","69,043,719"
OLD NATIONAL BANCORP,"522,561","8,664,901","8,982,835"
OLD REPUBLIC INTL CORP,"1,225,390","32,155,545","37,864,551"
OLIN CORP,"222,012","7,083,317","10,467,868"
OLLIE S BARGAIN OUTLET HOLDI,"117,322","8,478,180","11,517,506"
OMNICOM GROUP,"913,852","63,429,943","81,972,524"
OMTHERA PHARMACEUTICAL INC,"3,900",0,0
ON SEMICONDUCTOR,"2,146,716","132,748,508","147,157,405"
ONE GAS INC,"296,078","21,638,598","18,904,580"
ONEMAIN HOLDINGS INC,"231,325","9,895,209","11,216,959"
ONEOK INC,"1,042,355","60,037,120","85,004,175"
ONTO INNOVATION INC,"89,934","7,501,676","19,745,911"
OPTION CARE HEALTH INC,"291,389","9,313,299","8,071,476"
ORACLE CORP,"4,949,236","277,547,672","698,832,123"
ORCHIDS PAPER PRODUCTS CO,"25,100",0,0
ORGANON + CO,"419,986","10,606,870","8,693,740"
ORMAT TECHNOLOGIES INC,"66,633","4,549,999","4,777,598"
