0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
BEIJING CAPITAL INTL AIRPO H,"2,549,154","1,905,978","842,391"
BEIJING CHUNLIZHENGDA MEDI H,"136,750","258,123","150,809"
BEIJING DABEINONG TECHNOLO A,"182,521","133,784","96,262"
BEIJING EASPRING MATERIAL A,"21,800","161,066","102,452"
BEIJING ENLIGHT MEDIA CO L A,"117,930","147,912","135,849"
BEIJING ENTERPRISES HLDGS,"1,154,539","4,488,734","3,874,684"
BEIJING ENTERPRISES WATER GR,"6,270,000","2,944,338","1,927,650"
BEIJING HUAFENG TEST + CON A,"14,944","290,359","187,802"
BEIJING JINGNENG CLEAN ENE H,"4,272,000","1,015,292","1,017,749"
BEIJING JINGYUNTONG TECHNO A,"585,600","393,927","202,931"
BEIJING KINGSOFT OFFICE SO A,"18,900","799,309","588,938"
BEIJING NEW BUILDING MATER A,"285,729","1,252,004","1,160,786"
BEIJING ORIGINWATER TECHNO A,"169,400","114,696","97,229"
BEIJING SHIJI INFORMATION  A,"333,460","335,693","261,713"
BEIJING SHOUGANG CO LTD A,"618,500","294,597","230,428"
BEIJING SHUNXIN AGRICULT A,"32,950","95,002","75,551"
BEIJING SINNET TECHNOLOGY A,"65,800","87,379","76,159"
BEIJING TONGRENTANG CO A,"54,700","363,617","286,280"
BEIJING UNITED INFORMATION A,"30,543","140,363","82,041"
BEIJING WANTAI BIOLOGICAL A,"17,489","170,687","157,816"
BEIJING YANJING BREWERY CO A,"94,600","131,587","114,415"
BEIJING YUANLIU HONGYUAN E A,"6,900","43,487","32,228"
BEIJING ZHONGKE SANHUAN HI A,"34,300","42,562","35,941"
BEKAERT NV,"60,958","2,799,449","2,553,170"
BELIMO HOLDING AG REG,"16,044","7,637,852","8,045,268"
BELLEVUE GOLD LTD,"1,893,977","1,602,211","2,257,835"
BELLSYSTEM24 HOLDINGS INC,"56,400","622,946","560,284"
BELLWAY PLC,"237,673","6,614,414","7,619,396"
BEML LTD,"28,018","1,064,908","1,491,188"
BENDIGO AND ADELAIDE BANK,"969,667","7,421,203","7,440,838"
BERGER PAINTS INDIA LTD,"439,309","2,364,735","2,656,296"
BERJAYA CORP BHD,"186,800","11,824","12,275"
BERKELEY GROUP HOLDINGS/THE,"184,661","10,027,578","10,711,286"
BERLI JUCKER PUB CO FORGN,"1,379,250","1,824,349","800,546"
BERMAZ AUTO BHD,"271,000","133,370","144,189"
BETHEL AUTOMOTIVE SAFETY S A,"19,580","132,441","104,325"
BEZEQ THE ISRAELI TELECOM CO,"3,625,244","4,636,120","4,076,379"
BFF BANK SPA,"292,676","2,846,577","2,782,337"
BFI FINANCE INDONESIA TBK PT,"11,938,400","1,002,919","688,600"
BGF RETAIL CO LTD,"16,447","2,171,376","1,234,283"
BH CO LTD,"40,554","878,164","712,976"
BHARAT DYNAMICS LTD,"106,514","1,218,403","2,039,404"
