0,1,2,3,4,5
Security Name,Rate,Maturity Date,Par Value,Book Value,Market Value
INGERSOLL RAND INC,5.70,6/15/2054,"17,000,000","16,918,756","17,118,150"
INGERSOLL RAND INC,5.45,6/15/2034,"15,000,000","14,962,339","15,121,800"
INGERSOLL RAND INC,5.70,8/14/2033,"14,500,000","14,398,720","14,836,690"
INGERSOLL RAND INC,5.31,6/15/2031,"12,000,000","12,017,664","12,060,720"
INGEVITY CORP,3.88,11/1/2028,"36,106,000","32,422,140","32,798,329"
INGLES MARKETS INC,4.00,6/15/2031,"1,000,000","859,218","871,790"
INSIGHT ENTERPRS,6.63,5/15/2032,"11,560,000","11,650,773","11,745,422"
INSTALLED BUILDING PRODU,5.75,2/1/2028,"925,000","928,812","904,733"
INSTITUTO COSTARRICENSE,6.38,5/15/2043,"32,595,000","27,312,225","28,765,088"
INTEL CORP,5.90,2/10/2063,"78,000,000","79,092,495","77,963,340"
INTEL CORP,4.90,8/5/2052,"3,000,000","2,802,447","2,644,230"
INTEL CORP,3.05,8/12/2051,"10,000,000","9,053,303","6,342,800"
INTEL CORP,3.25,11/15/2049,"5,000,000","3,627,524","3,352,750"
INTEL CORP,3.73,12/8/2047,"28,807,000","28,238,946","21,188,701"
INTEL CORP,5.63,2/10/2043,"25,000,000","25,476,750","24,765,750"
INTEL CORP,4.60,3/25/2040,"15,544,000","15,924,093","14,021,776"
INTEL CORP,5.15,2/21/2034,"5,000,000","4,967,038","4,937,050"
INTELLIGENT PACKAGING,6.00,9/15/2028,"24,675,000","23,165,351","23,902,426"
INTERCONTINENTALEXCHANGE,5.20,6/15/2062,"39,000,000","39,606,217","36,321,870"
INTERCONTINENTALEXCHANGE,4.95,6/15/2052,"18,000,000","17,627,387","16,394,220"
INTERCONTINENTALEXCHANGE,3.00,6/15/2050,"53,500,000","52,640,236","34,732,200"
INTERCONTINENTALEXCHANGE,4.25,9/21/2048,"19,264,000","20,251,963","15,774,904"
INTERCONTINENTALEXCHANGE,2.65,9/15/2040,"7,250,000","6,667,952","5,030,195"
INTERCONTINENTALEXCHANGE,4.60,3/15/2033,"5,500,000","5,497,653","5,251,235"
INTERCONTINENTALEXCHANGE,1.85,9/15/2032,"5,000,000","3,989,284","3,877,250"
INTERNATIONAL PAPER CO,4.35,8/15/2048,"2,000,000","1,748,151","1,619,780"
INTERNATIONAL PAPER CO,4.80,6/15/2044,"26,153,000","25,719,816","22,718,065"
INTERSTATE POWER + LIGHT,5.70,10/15/2033,"9,000,000","8,954,988","9,093,510"
INTESA SANPAOLO SPA,1.00,6/1/2042,"10,000,000","7,674,938","7,489,700"
INTESA SANPAOLO SPA,1.00,6/1/2032,"15,000,000","12,699,767","12,743,250"
INTUIT INC,5.50,9/15/2053,"7,000,000","6,943,574","7,028,280"
INVITATION HOMES OP,2.70,1/15/2034,"20,000,000","19,970,111","15,768,200"
INVITATION HOMES OP,4.15,4/15/2032,"18,500,000","18,003,676","16,885,875"
INVITATION HOMES OP,2.00,8/15/2031,"25,650,000","25,256,555","20,342,246"
IQVIA INC,6.50,5/15/2030,"9,364,000","9,435,291","9,506,988"
IQVIA INC,5.00,5/15/2027,"37,022,000","36,372,600","36,168,643"
IQVIA INC,5.00,10/15/2026,"38,180,000","37,407,397","37,494,669"
IRB HOLDING CORP,7.00,6/15/2025,"22,454,000","22,479,359","22,456,245"
IRON MOUNTAIN INC,5.63,7/15/2032,"3,150,000","2,813,857","2,982,137"
IRON MOUNTAIN INC,4.50,2/15/2031,"22,630,000","20,396,890","20,406,150"
IRON MOUNTAIN INC,5.25,7/15/2030,"39,259,000","36,618,989","37,301,546"
IRON MOUNTAIN INC,4.88,9/15/2029,"37,791,000","34,870,190","35,579,849"
IRON MOUNTAIN INC,7.00,2/15/2029,"16,581,000","16,711,489","16,886,588"
IRON MOUNTAIN INC,5.00,7/15/2028,"1,720,000","1,623,112","1,648,087"
IRON MOUNTAIN INC,5.25,3/15/2028,"24,228,000","23,608,665","23,451,735"
IRON MOUNTAIN INC,4.88,9/15/2027,"43,059,000","41,458,188","41,776,703"
ITT HOLDINGS LLC,6.50,8/1/2029,"31,670,000","28,586,988","28,724,690"
JACKSON FINANCIAL INC,4.00,11/23/2051,"20,000,000","13,025,777","13,929,000"
JACOBS ENGINEERING GROUP,5.90,3/1/2033,"18,500,000","18,261,984","18,524,420"
JACOBS ENTERTAINMENT INC,6.75,2/15/2029,"10,250,000","9,641,775","9,536,190"
JAGUAR LAND ROVER AUTOMO,5.50,7/15/2029,"950,000","950,000","909,834"
JAGUAR LAND ROVER AUTOMO,7.75,10/15/2025,"800,000","800,000","804,312"
JANE STREET GRP/JSG FIN,7.13,4/30/2031,"27,834,000","28,115,959","28,544,324"
