0,1,2,3,4,5
Security Name,Rate,Maturity Date,Par Value,Book Value,Market Value
ABU DHABI GOVT INT L,2.70,9/2/2070,"9,600,000","5,920,593","5,472,000"
ABU DHABI GOVT INT L,5.50,4/30/2054,"102,100,000","100,670,938","103,759,125"
ABU DHABI GOVT INT L,3.00,9/15/2051,"14,600,000","10,239,478","9,800,250"
ABU DHABI GOVT INT L,3.88,4/16/2050,"38,300,000","32,793,393","30,544,250"
ABU DHABI GOVT INT L,3.13,9/30/2049,"24,100,000","18,275,134","16,817,281"
ABU DHABI GOVT INT L,4.13,10/11/2047,"26,400,000","23,324,753","22,233,750"
ABU DHABI GOVT INT L,5.00,4/30/2034,"4,000,000","4,071,500","4,045,000"
ABU DHABI GOVT INT L,3.13,4/16/2030,"6,400,000","6,019,979","5,858,000"
ABU DHABI GOVT INT L,4.88,4/30/2029,"20,000,000","20,101,802","20,055,600"
ABU DHABI GOVT INT L,1.63,6/2/2028,"10,000,000","9,142,843","8,850,000"
ABU DHABI GOVT INT L,3.13,10/11/2027,"20,000,000","19,422,016","18,900,000"
ABU DHABI GOVT INT L,3.13,5/3/2026,"12,500,000","12,144,308","12,042,969"
ARAB REPUBLIC OF EGYPT,7.50,2/16/2061,"18,000,000","11,059,268","12,031,875"
ARAB REPUBLIC OF EGYPT,8.15,11/20/2059,"3,200,000","1,944,211","2,273,000"
ARAB REPUBLIC OF EGYPT,8.75,9/30/2051,"28,200,000","19,879,228","21,167,625"
ARAB REPUBLIC OF EGYPT,8.88,5/29/2050,"136,300,000","91,891,310","103,758,375"
ARAB REPUBLIC OF EGYPT,8.70,3/1/2049,"101,100,000","71,452,047","75,319,500"
ARAB REPUBLIC OF EGYPT,7.90,2/21/2048,"43,000,000","26,822,190","30,180,625"
ARAB REPUBLIC OF EGYPT,8.50,1/31/2047,"63,400,000","43,097,581","46,916,000"
ARAB REPUBLIC OF EGYPT,7.30,9/30/2033,"74,400,000","55,007,796","58,613,250"
ARAB REPUBLIC OF EGYPT,7.63,5/29/2032,"107,500,000","81,566,528","87,713,281"
ARAB REPUBLIC OF EGYPT,7.05,1/15/2032,"58,000,000","40,164,716","46,345,625"
ARAB REPUBLIC OF EGYPT,5.88,2/16/2031,"41,500,000","30,616,496","32,162,500"
ARAB REPUBLIC OF EGYPT,7.60,3/1/2029,"34,650,000","30,143,079","31,434,047"
ARAB REPUBLIC OF EGYPT,6.59,2/21/2028,"64,700,000","55,230,115","58,472,625"
ARAB REPUBLIC OF EGYPT,5.80,9/30/2027,"16,000,000","13,734,917","14,380,000"
ARAB REPUBLIC OF EGYPT,7.50,1/31/2027,"41,000,000","38,364,992","39,372,813"
ARAB REPUBLIC OF EGYPT,3.88,2/16/2026,"5,000,000","4,547,908","4,625,000"
ARAB REPUBLIC OF EGYPT,5.25,10/6/2025,"18,000,000","16,124,944","17,353,125"
ARAB REPUBLIC OF EGYPT,5.88,6/11/2025,"32,427,000","31,714,287","31,687,259"
BANK GOSPODARSTWA KRAJOW,5.38,5/22/2033,"74,750,000","74,561,395","74,032,400"
BANK GOSPODARSTWA KRAJOW,6.25,10/31/2028,"31,600,000","31,547,978","32,677,876"
CBB INTL SUKUK SIX,5.25,3/20/2025,"5,000,000","4,969,255","4,956,250"
CORP FINANCIERA DE DESAR,2.40,9/28/2027,"11,500,000","10,267,570","10,335,625"
COSTA RICA GOVERNMENT,7.30,11/13/2054,"80,400,000","76,482,797","83,766,750"
COSTA RICA GOVERNMENT,7.16,3/12/2045,"30,000,000","28,829,534","30,956,250"
COSTA RICA GOVERNMENT,7.00,4/4/2044,"28,850,000","27,459,374","29,345,859"
COSTA RICA GOVERNMENT,5.63,4/30/2043,"14,000,000","11,642,043","12,481,875"
COSTA RICA GOVERNMENT,6.55,4/3/2034,"81,300,000","81,330,613","83,154,656"
COSTA RICA GOVERNMENT,6.13,2/19/2031,"56,500,000","55,298,293","56,694,219"
DOMINICAN REPUBLIC,5.88,1/30/2060,"57,527,000","43,164,932","48,933,904"
DOMINICAN REPUBLIC,6.40,6/5/2049,"36,000,000","29,822,404","33,738,750"
DOMINICAN REPUBLIC,6.50,2/15/2048,"25,700,000","21,749,889","24,382,875"
DOMINICAN REPUBLIC,6.85,1/27/2045,"90,600,000","81,198,926","88,923,900"
DOMINICAN REPUBLIC,7.45,4/30/2044,"91,000,000","87,341,911","95,550,000"
DOMINICAN REPUBLIC,5.30,1/21/2041,"24,400,000","19,338,231","20,717,125"
DOMINICAN REPUBLIC,6.60,6/1/2036,"33,620,000","33,349,359","33,502,330"
DOMINICAN REPUBLIC,6.00,2/22/2033,"96,700,000","89,768,861","93,527,031"
DOMINICAN REPUBLIC,4.88,9/23/2032,"101,800,000","87,452,098","91,301,875"
