0,1,2,3,4,5
Security Name,Rate,Maturity Date,Par Value,Book Value,Market Value
ESTEE LAUDER CO INC,5.15,5/15/2053,"31,000,000","30,740,304","29,040,800"
ESTEE LAUDER CO INC,5.00,2/14/2034,"10,000,000","9,908,856","9,812,900"
EUSHI FINANCE INC,1.00,12/15/2054,"1,700,000","1,704,524","1,711,271"
EVEREST REINSURANCE HLDG,3.13,10/15/2052,"17,000,000","16,103,610","10,504,810"
EVEREST REINSURANCE HLDG,3.50,10/15/2050,"16,230,000","15,946,778","10,920,356"
EVERI HOLDINGS INC,5.00,7/15/2029,"650,000","648,797","638,606"
EVERSOURCE ENERGY,3.45,1/15/2050,"18,768,000","18,861,406","12,847,634"
EVERSOURCE ENERGY,5.95,7/15/2034,"41,000,000","41,096,415","41,397,290"
EVERSOURCE ENERGY,5.50,1/1/2034,"15,000,000","14,923,657","14,714,850"
EVERSOURCE ENERGY,5.13,5/15/2033,"20,000,000","19,918,995","19,175,400"
EVERSOURCE ENERGY,3.38,3/1/2032,"18,500,000","18,471,246","15,890,020"
EXELON CORP,5.60,3/15/2053,"34,000,000","33,972,995","32,710,720"
EXELON CORP,4.70,4/15/2050,"3,250,000","3,713,659","2,745,405"
EXELON CORP,5.63,6/15/2035,"28,102,000","28,677,725","28,037,084"
EXELON CORP,5.45,3/15/2034,"20,000,000","19,968,124","19,859,800"
EXELON CORP,5.30,3/15/2033,"17,000,000","17,226,390","16,877,940"
EXTRA SPACE STORAGE LP,2.35,3/15/2032,"16,250,000","15,432,823","12,960,025"
EXTRA SPACE STORAGE LP,2.55,6/1/2031,"15,000,000","14,984,423","12,483,750"
EXTRA SPACE STORAGE LP,2.20,10/15/2030,"4,959,000","4,979,583","4,117,606"
EXXON MOBIL CORPORATION,3.45,4/15/2051,"52,350,000","48,338,610","37,799,318"
EXXON MOBIL CORPORATION,4.33,3/19/2050,"87,438,000","95,699,744","73,685,751"
EXXON MOBIL CORPORATION,3.10,8/16/2049,"33,014,000","32,730,351","22,388,444"
EXXON MOBIL CORPORATION,4.23,3/19/2040,"45,118,000","50,805,973","39,725,497"
FACTSET RESEARCH SYSTEMS,3.45,3/1/2032,"18,200,000","18,024,481","15,861,482"
FAIR ISAAC CORP,4.00,6/15/2028,"34,578,000","32,971,797","32,338,729"
FAIRFAX FINL HLDGS LTD,6.35,3/22/2054,"12,000,000","11,968,374","12,013,440"
FAIRFAX FINL HLDGS LTD,5.63,8/16/2032,"5,650,000","5,580,916","5,582,370"
FAIRFAX FINL HLDGS LTD,3.38,3/3/2031,"15,500,000","15,507,964","13,482,830"
FEDEX CORP,5.25,5/15/2050,"6,000,000","6,617,797","5,595,360"
FEDEX CORP,4.95,10/17/2048,"1,000,000","939,921","884,710"
FEDEX CORP,4.40,1/15/2047,"9,038,000","9,508,002","7,359,372"
FEDEX CORP,4.75,11/15/2045,"12,634,000","13,014,939","10,873,326"
FEDEX CORP,3.88,8/1/2042,"5,600,000","6,109,077","4,371,920"
FEDEX CORP,3.25,5/15/2041,"17,500,000","17,563,447","12,820,850"
FEDEX CORP,3.90,2/1/2035,"5,600,000","5,755,849","4,966,976"
FEDEX CORP,4.90,1/15/2034,"5,800,000","5,974,596","5,660,742"
FERRELLGAS LP/FERRELLGAS,5.88,4/1/2029,"17,625,000","15,983,367","16,218,701"
FERRELLGAS LP/FERRELLGAS,5.38,4/1/2026,"20,825,000","20,125,621","20,367,475"
FERTITTA ENTERTAINMENT,6.75,1/15/2030,"8,331,000","7,259,416","7,313,952"
FERTITTA ENTERTAINMENT,4.63,1/15/2029,"29,274,000","26,699,937","26,667,150"
FIDELITY NATL FINANCIAL,2.45,3/15/2031,"28,600,000","28,416,094","23,330,164"
FIDELITY NATL INFO SERV,3.10,3/1/2041,"6,000,000","5,987,246","4,309,080"
FIDELITY NATL INFO SERV,5.10,7/15/2032,"1,000,000","972,373","987,230"
FIESTA PURCHASER INC,7.88,3/1/2031,"10,350,000","10,479,857","10,698,278"
FIRST AMERICAN FINANCIAL,2.40,8/15/2031,"13,000,000","12,968,900","10,369,840"
FIRST AMERICAN FINANCIAL,4.00,5/15/2030,"7,150,000","7,117,935","6,432,712"
FIRSTCASH INC,6.88,3/1/2032,"9,075,000","9,039,747","9,073,367"
FIRSTCASH INC,5.63,1/1/2030,"11,675,000","10,973,323","11,055,525"
FIRSTCASH INC,4.63,9/1/2028,"11,150,000","10,424,128","10,495,607"
FIRSTENERGY CORP,3.40,3/1/2050,"40,264,000","29,502,006","26,732,880"
FIRSTENERGY CORP,5.10,7/15/2047,"21,626,000","19,459,363","18,483,093"
FIRSTENERGY TRANSMISSION,4.55,4/1/2049,"21,280,000","23,327,180","17,593,878"
FIRSTENERGY TRANSMISSION,5.45,7/15/2044,"50,605,000","54,522,765","47,402,210"
