0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
TOFAS TURK OTOMOBIL FABRIKA,"4,378","44,600","45,405"
TOHO CO LTD,"3,200","121,123","93,577"
TOKIO MARINE HOLDINGS INC,"52,900","1,247,078","1,974,789"
TOKYO ELECTRIC POWER COMPANY,"41,500","177,566","223,469"
TOKYO ELECTRON LTD,"13,200","2,049,267","2,863,857"
TOKYO GAS CO LTD,"9,500","223,469","204,044"
TOKYO TATEMONO CO LTD,"35,500","496,724","560,329"
TOKYU CORP,"14,000","174,713","154,221"
TONGCHENG TRAVEL HOLDINGS LT,"40,800","92,015","81,209"
TONGFU MICROELECTRONIC CO A,"2,900","8,188","8,936"
TONGKUN GROUP CO LTD A,"2,400","5,088","5,272"
TONGLING NONFERROUS METALS A,"11,600","5,398","5,763"
TONGWEI CO LTD A,"9,700","43,104","25,511"
TOPPAN HOLDINGS INC,"7,000","175,802","192,907"
TOPSPORTS INTERNATIONAL HOLD,"83,000","67,063","44,118"
TORAY INDUSTRIES INC,"44,600","236,986","211,133"
TOROMONT INDUSTRIES LTD,"2,392","197,398","211,746"
TORONTO DOMINION BANK,"49,592","3,006,952","2,725,413"
TORRENT PHARMACEUTICALS LTD,"4,417","113,633","147,854"
TORRENT POWER LTD,"6,164","111,042","110,762"
TOTALENERGIES SE,"60,175","3,879,537","4,019,823"
TOTO LTD,"4,000","110,126","94,442"
TOTVS SA,"19,597","109,222","107,362"
TOURMALINE OIL CORP,"9,241","475,653","419,048"
TOYOTA INDUSTRIES CORP,"4,100","305,049","345,745"
TOYOTA MOTOR CORP,"297,100","5,312,505","6,076,458"
TOYOTA TSUSHO CORP,"17,400","356,588","338,784"
TRANE TECHNOLOGIES PLC,"2,526","507,988","830,877"
TRANSURBAN GROUP,"90,611","771,701","750,381"
TRAVELSKY TECHNOLOGY LTD H,"32,000","57,800","37,544"
TREASURY WINE ESTATES LTD,"32,819","249,560","272,662"
TRELLEBORG AB B SHS,"6,139","238,780","239,063"
TREND MICRO INC,"3,700","159,355","150,222"
TRENT LTD FOREIGN,"6,398","230,829","420,448"
TRINA SOLAR CO LTD A,"4,560","20,937","10,619"
TRIP.COM GROUP LTD,"19,750","763,724","947,607"
TRITAX EUROBOX PLC,"142,838","94,146","111,045"
TRYG A/S,"9,771","189,096","213,726"
TSINGTAO BREWERY CO LTD A,"1,700","21,976","17,026"
TSINGTAO BREWERY CO LTD H,"30,000","241,783","200,195"
TUBE INVESTMENTS OF INDIA LT,"3,752","165,611","191,644"
TUPRAS TURKIYE PETROL RAFINE,"33,745","184,856","170,354"
