0,1,2,3
,Domestic Equity,,
Security Name,Shares,Book Value,Market Value
ROBLOX CORP  CLASS A,"4,719","140,029","175,594"
ROCKWELL AUTOMATION INC,"1,227","375,885","337,769"
ROKU INC,"1,418","117,700","84,981"
ROLLINS INC,"3,178","121,036","155,055"
ROPER TECHNOLOGIES INC,"1,188","587,227","669,628"
ROSS STORES INC,"3,687","444,689","535,795"
ROYAL CARIBBEAN CRUISES LTD,"2,599","259,865","414,359"
ROYALTY PHARMA PLC  CL A,"4,848","143,016","127,842"
RPM INTERNATIONAL INC,"1,438","139,285","154,844"
RTX CORP,"15,911","1,352,217","1,597,305"
S+P GLOBAL INC,"3,738","1,475,210","1,667,148"
SALESFORCE INC,"10,908","2,392,370","2,804,447"
SAMSARA INC CL A,"2,428","83,526","81,824"
SCHLUMBERGER LTD,"16,330","974,971","770,449"
SCHWAB (CHARLES) CORP,"17,401","1,046,546","1,282,280"
SEAGATE TECHNOLOGY HOLDINGS,"2,249","160,536","232,254"
SEI INVESTMENTS COMPANY,"1,326","81,388","85,779"
SEMPRA,"7,824","542,215","595,093"
SERVICENOW INC,"2,341","1,407,079","1,841,594"
SHERWIN WILLIAMS CO/THE,"2,707","729,486","807,850"
SKYWORKS SOLUTIONS INC,"1,749","189,928","186,408"
SMITH (A.O.) CORP,"1,374","99,757","112,366"
SNAP ON INC,611,"160,858","159,709"
SNOWFLAKE INC CLASS A,"3,370","537,232","455,253"
SOLVENTUM CORP,"1,711","116,553","90,478"
SOUTHERN CO/THE,"12,168","806,865","943,872"
SOUTHERN COPPER CORP,"3,058","240,002","329,469"
SOUTHWEST AIRLINES CO,"1,711","53,214","48,952"
SS+C TECHNOLOGIES HOLDINGS,"1,970","111,208","123,460"
STANLEY BLACK + DECKER INC,"1,768","163,600","141,246"
STARBUCKS CORP,"12,608","1,221,358","981,533"
STATE STREET CORP,"3,443","241,630","254,782"
STEEL DYNAMICS INC,"1,527","161,221","197,747"
STERIS PLC,"1,063","236,842","233,371"
STRYKER CORP,"4,148","1,188,621","1,411,357"
SUPER MICRO COMPUTER INC,608,"210,746","498,165"
SYNCHRONY FINANCIAL,"4,345","138,171","205,041"
SYNOPSYS INC,"1,700","795,722","1,011,602"
SYSCO CORP,"5,765","395,825","411,563"
T MOBILE US INC,"5,701","784,220","1,004,402"
T ROWE PRICE GROUP INC,"2,588","287,464","298,422"
TAKE TWO INTERACTIVE SOFTWRE,"2,022","285,466","314,401"
