0,1,2,3,4,5
,,Corporate Bonds,,,
Security Name,Rate,Maturity Date,Par Value,Book Value,Market Value
ERP OPERATING LP,4.50,7/1/2044,"65,000","54,286","55,050"
ESKOM HOLDINGS SOC LTD,6.35,8/10/2028,"430,000","406,252","416,575"
ESSENTIAL UTILITIES INC,5.30,5/1/2052,"173,000","153,499","157,892"
ESSENTIAL UTILITIES INC,3.35,4/15/2050,"347,000","228,991","233,253"
ESSENTIAL UTILITIES INC,4.28,5/1/2049,"173,000","132,834","136,923"
EVEREST REINSURANCE HLDG,3.13,10/15/2052,"300,000","188,404","185,379"
EVEREST REINSURANCE HLDG,3.50,10/15/2050,"83,000","56,111","55,847"
EVEREST REINSURANCE HLDG,4.87,6/1/2044,"49,000","42,111","42,979"
EVERGREEN ACQCO/TVI INC,9.75,4/26/2028,"120,000","124,655","127,751"
EVERGY KANSAS CENTRAL,3.25,9/1/2049,"100,000","67,676","66,558"
EVERGY KANSAS CENTRAL,4.25,12/1/2045,"230,000","184,205","188,126"
EVERGY KANSAS CENTRAL,4.10,4/1/2043,"45,000","35,418","36,448"
EVERGY KANSAS CENTRAL,4.13,3/1/2042,"26,000","20,952","21,422"
EVERGY METRO,4.13,4/1/2049,"173,000","133,635","135,127"
EVERGY METRO,4.20,3/15/2048,"85,000","68,067","67,382"
EVERGY METRO,4.20,6/15/2047,"45,000","35,743","36,022"
EVERGY METRO,5.30,10/1/2041,"36,000","33,634","33,923"
EVERGY METRO,5.40,4/1/2034,"25,000","24,954","24,819"
EVERSOURCE ENERGY,3.45,1/15/2050,"820,000","567,979","561,331"
EVERSOURCE ENERGY,5.95,7/15/2034,"112,000","113,795","113,085"
EXELON CORP,5.60,3/15/2053,"850,000","803,116","817,768"
EXELON CORP,4.45,4/15/2046,"69,000","56,147","56,961"
EXELON CORP,5.10,6/15/2045,"424,000","379,522","385,280"
EXELON CORP,4.95,6/15/2035,"13,000","12,041","12,104"
EXELON CORP,5.63,6/15/2035,"398,000","391,342","397,081"
EXXON MOBIL CORPORATION,3.45,4/15/2051,"1,634,000","1,196,369","1,179,830"
EXXON MOBIL CORPORATION,3.10,8/16/2049,"347,000","240,556","235,318"
EXXON MOBIL CORPORATION,3.57,3/6/2045,"84,000","64,796","64,112"
EXXON MOBIL CORPORATION,4.23,3/19/2040,"1,282,000","1,140,759","1,128,775"
FACTSET RESEARCH SYSTEMS,3.45,3/1/2032,"125,000","111,186","108,939"
FAIR ISAAC CORP,4.00,6/15/2028,"644,000","597,055","602,295"
FAIRFAX FINL HLDGS LTD,6.10,3/15/2055,"1,530,000","1,523,654","1,481,591"
FAIRFAX FINL HLDGS LTD,6.35,3/22/2054,"2,935,000","2,929,907","2,938,287"
FEDEX CORP,4.10,2/1/2045,"153,000","119,597","120,270"
FIRST QUANTUM MINERALS L,9.38,3/1/2029,"400,000","407,172","418,356"
FIRSTCASH INC,6.88,3/1/2032,"670,000","670,000","669,879"
FIRSTCASH INC,5.63,1/1/2030,"946,000","875,337","895,805"
FIRSTENERGY CORP,3.40,3/1/2050,"2,207,000","1,495,963","1,465,316"
FIRSTENERGY TRANSMISSION,4.55,4/1/2049,"1,255,000","1,004,356","1,037,609"
FIRSTENERGY TRANSMISSION,5.45,7/15/2044,"574,000","546,918","537,672"
FISERV INC,4.40,7/1/2049,"2,700,000","2,158,926","2,190,267"
FISERV INC,5.60,3/2/2033,"158,000","156,777","159,359"
FIVE POINT OP CO LP/FIVE,1.00,1/15/2028,"368,000","375,232","376,516"
FLORIDA POWER + LIGHT CO,5.30,4/1/2053,"1,094,000","1,043,403","1,053,489"
FLORIDA POWER + LIGHT CO,2.88,12/4/2051,"2,982,000","1,933,992","1,894,047"
FLORIDA POWER + LIGHT CO,3.15,10/1/2049,"97,000","66,688","65,963"
FLORIDA POWER + LIGHT CO,3.99,3/1/2049,"173,000","137,413","136,859"
FLORIDA POWER + LIGHT CO,4.13,6/1/2048,"87,000","71,276","70,658"
FLORIDA POWER + LIGHT CO,3.95,3/1/2048,"220,000","175,374","173,213"
FLORIDA POWER + LIGHT CO,3.70,12/1/2047,"38,000","29,059","28,747"
FLORIDA POWER + LIGHT CO,4.05,10/1/2044,"188,000","160,154","154,090"
FLORIDA POWER + LIGHT CO,4.05,6/1/2042,"1,378,000","1,165,162","1,150,410"
FLORIDA POWER + LIGHT CO,4.13,2/1/2042,"35,000","29,408","29,507"
